Year,Month,Date,Region,SamplePeriod,WYType,FlowPulseType,StationCode,TaxonName,CPUEZoop
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Diacyclops thomasi,0
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Eurycercus sp.,0
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Monospilus dispar,0
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Leptodiaptomus siciloides,0
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Eucyclops prionophorus,0
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Skistodiaptomus pallidus,0
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Microcyclops sp.,0
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Diaptomus dorsalis,0
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Diaptomus siciloides,0
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Pseudochydorus sp.,0
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Paracyclops fimbriatus,0
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Paracyclops sp.,0
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Ergasilus sp.,0
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Eucyclops pectinifer,0
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Eucyclops agilis,0
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Tropocyclops sp.,0
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Paracyclops chiltoni,0
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Tropocyclops prasinus,0
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Anchistropus sp.,0
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Macrocyclops albidus,0
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Limnoithona sp.,0
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Eucyclops phaleratus,0
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Acartia sp.,0
2014,Aug,2014-08-05,Upstream,Before,C,NF,STTD,Pseudodiaptomus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Sinocalanus doerrii,129.854265223993
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Pseudodiaptomus forbesi,2157.578560644815
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Cyclopoida,9.98878963261488
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Bosmina longirostris,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Diaphanosoma sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Alona sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Chydorus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Ceriodaphnia sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Daphnia sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Diaptomus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Ilyocryptus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Macrothrix sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Limnoithona tetraspina,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Camptocercus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Acartiella sinensis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Eurytemora affinis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Monospilus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Microcyclops rubellus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Eucyclops sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Calanoida,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Pleuroxus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Osphranticum labronectum,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Sida sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Disparalona sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Eucyclops elegans,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Mesocyclops edax,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Graptoleberis sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Kurzia sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Simocephalus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Moina sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Leydigia sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Acanthocyclops vernalis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Macrocyclops sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Picripleuroxus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Arctodiaptomus dorsalis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Pseudochydorus globosus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Scapholeberis sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Alonella sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Diacyclops thomasi,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Eurycercus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Monospilus dispar,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Leptodiaptomus siciloides,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Eucyclops prionophorus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Skistodiaptomus pallidus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Microcyclops sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Diaptomus dorsalis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Diaptomus siciloides,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Pseudochydorus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Paracyclops fimbriatus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Paracyclops sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Ergasilus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Eucyclops pectinifer,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Eucyclops agilis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Tropocyclops sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Paracyclops chiltoni,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Tropocyclops prasinus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Anchistropus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Macrocyclops albidus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Limnoithona sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Eucyclops phaleratus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Acartia sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,BL5,Pseudodiaptomus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Sinocalanus doerrii,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Pseudodiaptomus forbesi,2905.086575008805
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Cyclopoida,32.5196258396508
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Bosmina longirostris,21.6797505597672
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Diaphanosoma sp.,32.5196258396508
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Alona sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Chydorus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Ceriodaphnia sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Daphnia sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Diaptomus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Ilyocryptus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Macrothrix sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Limnoithona tetraspina,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Camptocercus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Acartiella sinensis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Eurytemora affinis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Monospilus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Microcyclops rubellus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Eucyclops sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Calanoida,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Pleuroxus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Osphranticum labronectum,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Sida sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Disparalona sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Eucyclops elegans,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Mesocyclops edax,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Graptoleberis sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Kurzia sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Simocephalus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Moina sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Leydigia sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Acanthocyclops vernalis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Macrocyclops sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Picripleuroxus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Arctodiaptomus dorsalis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Pseudochydorus globosus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Scapholeberis sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Alonella sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Diacyclops thomasi,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Eurycercus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Monospilus dispar,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Leptodiaptomus siciloides,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Eucyclops prionophorus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Skistodiaptomus pallidus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Microcyclops sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Diaptomus dorsalis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Diaptomus siciloides,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Pseudochydorus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Paracyclops fimbriatus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Paracyclops sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Ergasilus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Eucyclops pectinifer,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Eucyclops agilis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Tropocyclops sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Paracyclops chiltoni,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Tropocyclops prasinus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Anchistropus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Macrocyclops albidus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Limnoithona sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Eucyclops phaleratus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Acartia sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,LIB,Pseudodiaptomus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Sinocalanus doerrii,56.0999037509819
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Pseudodiaptomus forbesi,7264.937535752149
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Cyclopoida,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Bosmina longirostris,28.0499518754909
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Diaphanosoma sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Alona sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Chydorus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Ceriodaphnia sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Daphnia sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Diaptomus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Ilyocryptus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Macrothrix sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Limnoithona tetraspina,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Camptocercus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Acartiella sinensis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Eurytemora affinis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Monospilus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Microcyclops rubellus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Eucyclops sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Calanoida,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Pleuroxus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Osphranticum labronectum,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Sida sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Disparalona sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Eucyclops elegans,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Mesocyclops edax,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Graptoleberis sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Kurzia sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Simocephalus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Moina sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Leydigia sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Acanthocyclops vernalis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Macrocyclops sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Picripleuroxus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Arctodiaptomus dorsalis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Pseudochydorus globosus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Scapholeberis sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Alonella sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Diacyclops thomasi,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Eurycercus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Monospilus dispar,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Leptodiaptomus siciloides,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Eucyclops prionophorus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Skistodiaptomus pallidus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Microcyclops sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Diaptomus dorsalis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Diaptomus siciloides,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Pseudochydorus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Paracyclops fimbriatus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Paracyclops sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Ergasilus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Eucyclops pectinifer,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Eucyclops agilis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Tropocyclops sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Paracyclops chiltoni,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Tropocyclops prasinus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Anchistropus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Macrocyclops albidus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Limnoithona sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Eucyclops phaleratus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Acartia sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RVB,Pseudodiaptomus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Sinocalanus doerrii,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Pseudodiaptomus forbesi,2286.11878516393
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Cyclopoida,18.4364418158381
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Bosmina longirostris,46.0911045395953
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Diaphanosoma sp.,9.21822090791906
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Alona sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Chydorus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Ceriodaphnia sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Daphnia sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Diaptomus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Ilyocryptus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Macrothrix sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Limnoithona tetraspina,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Camptocercus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Acartiella sinensis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Eurytemora affinis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Monospilus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Microcyclops rubellus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Eucyclops sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Calanoida,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Pleuroxus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Osphranticum labronectum,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Sida sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Disparalona sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Eucyclops elegans,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Mesocyclops edax,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Graptoleberis sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Kurzia sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Simocephalus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Moina sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Leydigia sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Acanthocyclops vernalis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Macrocyclops sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Picripleuroxus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Arctodiaptomus dorsalis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Pseudochydorus globosus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Scapholeberis sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Alonella sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Diacyclops thomasi,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Eurycercus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Monospilus dispar,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Leptodiaptomus siciloides,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Eucyclops prionophorus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Skistodiaptomus pallidus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Microcyclops sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Diaptomus dorsalis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Diaptomus siciloides,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Pseudochydorus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Paracyclops fimbriatus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Paracyclops sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Ergasilus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Eucyclops pectinifer,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Eucyclops agilis,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Tropocyclops sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Paracyclops chiltoni,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Tropocyclops prasinus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Anchistropus sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Macrocyclops albidus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Limnoithona sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Eucyclops phaleratus,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Acartia sp.,0
2014,Aug,2014-08-05,Downstream,Before,C,NF,RYI,Pseudodiaptomus sp.,0
2014,Aug,2014-08-06,Upstream,Before,C,NF,I80,Sinocalanus doerrii,0
2014,Aug,2014-08-06,Upstream,Before,C,NF,I80,Pseudodiaptomus forbesi,834.108328943932
2014,Aug,2014-08-06,Upstream,Before,C,NF,I80,Cyclopoida,865.584114941817
2014,Aug,2014-08-06,Upstream,Before,C,NF,I80,Bosmina longirostris,0
2014,Aug,2014-08-06,Upstream,Before,C,NF,I80,Diaphanosoma sp.,802.632542946048
