MethodCode,SampleDate,SampleTime,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Dimension,Measurement average,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,5.6,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,
Phyto,4/16/2019,9:13,SHER,0,62,0.5,0.81%,0.0697,314.159,0.9758,14,643.9,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,4,4,1.9,,,i,BSA.YOLO-02,BB,,sphere,3.59,,,,,,,,,,Length,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,
Phyto,4/16/2019,9:13,SHER,0,62,0.5,0.81%,0.0697,314.159,0.9758,14,643.9,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,396,806,0.8,0.8,0.8,c,BSA.YOLO-02,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,4/8/2019,11:56,LIS,0,62,1,1.61%,0.0697,314.159,0.4879,7,643.9,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,5,5,1.9,,,i,BSA.YOLO-03,BB,,sphere,3.59,,,,,,,,,,Length,1.9,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,4/8/2019,11:56,LIS,0,62,1,1.61%,0.0697,314.159,0.4879,7,643.9,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,18.5,,,i,BSA.YOLO-03,BB,,2 cones,16.37,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/8/2019,11:56,LIS,0,62,1,1.61%,0.0697,314.159,0.4879,7,643.9,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,436,882,0.8,0.8,0.8,c,BSA.YOLO-03,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,4/3/2019,10:25,STTD,0,61,0.5,0.82%,0.0697,314.159,0.3485,5,1802.92,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,7.4,,,i,BSA.YOLO-04,BB,,cylinder,159.13,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/3/2019,10:25,STTD,0,61,0.5,0.82%,0.0697,314.159,0.3485,5,1802.92,1860,cf. Skeletonema potamos,Diatom,Skeletonema,potamos,,3,3,6.1,,,i,BSA.YOLO-04,BB,,cylinder + 2 half spheres,37.56,,,,,,,,,,Length,6.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/3/2019,10:25,STTD,0,61,0.5,0.82%,0.0697,314.159,0.3485,5,1802.92,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,1.9,,,i,BSA.YOLO-04,BB,,sphere,3.59,,,,,,,,,,Length,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/3/2019,10:25,STTD,0,61,0.5,0.82%,0.0697,314.159,0.3485,5,1802.92,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,415,842,0.8,0.8,0.8,c,BSA.YOLO-04,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,4/23/2019,9:10,SHER,1,61,1,1.64%,0.0697,314.159,1.0455,15,300.49,57,Adlafia sp.,Diatom,Adlafia,sp.,,1,1,7.4,,,i,BSA.YOLO-05,BB,,elliptic prism,34.23,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/23/2019,9:10,SHER,1,61,1,1.64%,0.0697,314.159,1.0455,15,300.49,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,5.6,,,i,BSA.YOLO-05,BB,,cylinder,68.96,,,,,,,,,,Length,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/23/2019,9:10,SHER,1,61,1,1.64%,0.0697,314.159,1.0455,15,300.49,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,2.4,,,i,BSA.YOLO-05,BB,,sphere,4.85,,,,,,,,,,Length,2.1,1.9,2.4,1.9,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/23/2019,9:10,SHER,1,61,1,1.64%,0.0697,314.159,1.0455,15,300.49,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.YOLO-05,BB,,cone + half sphere,337.38,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/23/2019,9:10,SHER,1,61,1,1.64%,0.0697,314.159,1.0455,15,300.49,1766,cf. Dolichospermum sp.,Soft Body,Dolichospermum,sp.,,1,1,6.5,,,i,BSA.YOLO-05,BB,,sphere,143.79,,,,,,,,,,Length,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/23/2019,9:10,SHER,1,61,1,1.64%,0.0697,314.159,1.0455,15,300.49,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,396,802,0.8,0.8,0.8,c,BSA.YOLO-05,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,4/22/2019,9:58,STTD,0,63,0.5,0.79%,0.0697,314.159,1.0455,15,600.97,86,Asterionella formosa,Diatom,Asterionella,formosa,,8,8,55.6,,,c,BSA.YOLO-06,BB,,box + 2 cylinders,280.28,,,,,,,,,,Length,55.6,55.6,55.6,55.6,55.6,55.6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ends Length,3.7,3.7,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ends Width,3.7,3.7,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,4/22/2019,9:58,STTD,0,63,0.5,0.79%,0.0697,314.159,1.0455,15,600.97,91,Aulacoseira granulata,Diatom,Aulacoseira,granulata,,7,7,13,,,i,BSA.YOLO-06,BB,,cylinder,188.79,,,,,,,,,,Length,13,13,13,13,13,13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.3,4.3,4.3,4.3,4.3,4.3,,,,,,,,,,,,,,,,,,,,
Phyto,4/22/2019,9:58,STTD,0,63,0.5,0.79%,0.0697,314.159,1.0455,15,600.97,191,Cyclotella spp.,Diatom,Cyclotella,spp.,,7,7,7.1,,,i,BSA.YOLO-06,BB,,cylinder,142.53,,,,,,,,,,Length,3.6,5,2.8,2.8,2.8,4.6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.1,10.2,5.6,5.6,5.6,8.3,,,,,,,,,,,,,,,,,,,,
Phyto,4/22/2019,9:58,STTD,0,63,0.5,0.79%,0.0697,314.159,1.0455,15,600.97,1860,Skeletonema potamos,Diatom,Skeletonema,potamos,,4,4,6.5,,,i,BSA.YOLO-06,BB,,cylinder + 2 half spheres,40.02,,,,,,,,,,Length,6.5,6.5,6.5,6.5,6.5,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,
Phyto,4/22/2019,9:58,STTD,0,63,0.5,0.79%,0.0697,314.159,1.0455,15,600.97,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,8,,,i,BSA.YOLO-06,BB,,sphere,268.08,,,,,,,,,,Length,8,8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8,8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,8,8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/22/2019,9:58,STTD,0,63,0.5,0.79%,0.0697,314.159,1.0455,15,600.97,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,17,17,1.9,,,i,BSA.YOLO-06,BB,,sphere,3.59,,,,,,,,,,Length,1.9,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,4/22/2019,9:58,STTD,0,63,0.5,0.79%,0.0697,314.159,1.0455,15,600.97,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,29.6,,,i,BSA.YOLO-06,BB,,2 cones,26.19,,,,,,,,,,Length,29.6,29.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/22/2019,9:58,STTD,0,63,0.5,0.79%,0.0697,314.159,1.0455,15,600.97,1313,Dinobryon sp.,Soft Body,Dinobryon,sp.,,1,1,13,,,i,BSA.YOLO-06,BB,,prolate spheroid,253.28,,,,,,,,,,Length,13,13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/22/2019,9:58,STTD,0,63,0.5,0.79%,0.0697,314.159,1.0455,15,600.97,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,361,730,0.8,0.8,0.8,c,BSA.YOLO-06,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,4/3/2019,14:51,LIS,0,60,0.5,0.83%,0.0697,314.159,0.7667,11,819.51,693,Nitzschia dissipata,Diatom,Nitzschia,dissipata,,2,2,55.6,,,i,BSA.YOLO-07,BB,,prism on parallelogram,473.16,,,,,,,,,,Length,55.6,55.6,55.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/3/2019,14:51,LIS,0,60,0.5,0.83%,0.0697,314.159,0.7667,11,819.51,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,21.6,,,i,BSA.YOLO-07,BB,,prism on parallelogram,213.62,,,,,,,,,,Length,21.6,21.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/3/2019,14:51,LIS,0,60,0.5,0.83%,0.0697,314.159,0.7667,11,819.51,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,7,7,1.9,,,i,BSA.YOLO-07,BB,,sphere,3.59,,,,,,,,,,Length,1.9,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,4/3/2019,14:51,LIS,0,60,0.5,0.83%,0.0697,314.159,0.7667,11,819.51,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,433,886,0.8,0.8,0.8,c,BSA.YOLO-07,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,4/3/2019,14:51,LIS,0,60,0.5,0.83%,0.0697,314.159,0.7667,11,819.51,1477,cf. Microcystis sp.,Soft Body,Microcystis,sp.,,1,1,3.7,,,i,BSA.YOLO-07,BB,,sphere,26.52,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/20/2019,13:12,LIS,0,57,0.5,0.88%,0.0697,314.159,0.4879,7,1287.8,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,7.4,,,i,BSA.YOLO-08,BB,,cylinder,159.13,,,,,,,,,,Length,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/20/2019,13:12,LIS,0,57,0.5,0.88%,0.0697,314.159,0.4879,7,1287.8,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,20.4,,,i,BSA.YOLO-08,BB,,cylinder,3039.71,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,20.4,20.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/20/2019,13:12,LIS,0,57,0.5,0.88%,0.0697,314.159,0.4879,7,1287.8,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,12,12,1.9,,,i,BSA.YOLO-08,BB,,sphere,3.59,,,,,,,,,,Length,1.9,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,5/20/2019,13:12,LIS,0,57,0.5,0.88%,0.0697,314.159,0.4879,7,1287.8,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,14.8,,,i,BSA.YOLO-08,BB,,prolate spheroid,424.35,,,,,,,,,,Length,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/20/2019,13:12,LIS,0,57,0.5,0.88%,0.0697,314.159,0.4879,7,1287.8,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,,1,2,2.4,,,c,BSA.YOLO-08,BB,,sphere,7.24,,,,,,,,,,Length,2.4,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/20/2019,13:12,LIS,0,57,0.5,0.88%,0.0697,314.159,0.4879,7,1287.8,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,394,798,0.8,0.8,0.8,c,BSA.YOLO-08,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,5/21/2019,9:59,SHER,0,59,1,1.69%,0.0697,314.159,0.7667,11,409.75,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,,,i,BSA.YOLO-09,BB,,cylinder,159.13,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/21/2019,9:59,SHER,0,59,1,1.69%,0.0697,314.159,0.7667,11,409.75,540,Melosira varians,Diatom,Melosira,varians,,4,4,20.4,,,i,BSA.YOLO-09,BB,,cylinder,4468.41,,,,,,,,,,Length,20.4,20.4,20.4,20.4,20.4,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,16.7,16.7,16.7,16.7,16.7,,,,,,,,,,,,,,,,,,,,,
Phyto,5/21/2019,9:59,SHER,0,59,1,1.69%,0.0697,314.159,0.7667,11,409.75,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,16,16,1.9,,,i,BSA.YOLO-09,BB,,sphere,3.59,,,,,,,,,,Length,1.9,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,5/21/2019,9:59,SHER,0,59,1,1.69%,0.0697,314.159,0.7667,11,409.75,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,381,776,0.8,0.8,0.8,c,BSA.YOLO-09,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,5/21/2019,9:59,SHER,0,59,1,1.69%,0.0697,314.159,0.7667,11,409.75,1477,cf. Microcystis sp.,Soft Body,Microcystis,sp.,,1,1,5.6,,,i,BSA.YOLO-09,BB,,sphere,91.95,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/15/2019,11:06,STTD,0,60,0.5,0.83%,0.0697,314.159,0.6273,9,1001.62,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,7,7,2.4,,,i,BSA.YOLO-10,BB,,sphere,4.85,,,,,,,,,,Length,2.1,1.9,1.9,1.9,2.4,2.4,,,,,,,,,,,,,,,,,,,,
Phyto,4/15/2019,11:06,STTD,0,60,0.5,0.83%,0.0697,314.159,0.6273,9,1001.62,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,434,890,0.8,0.8,0.8,c,BSA.YOLO-10,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,4/15/2019,13:33,LIS,0,62,0.5,0.81%,0.0697,314.159,0.3485,5,1802.92,730,Nitzschia palea,Diatom,Nitzschia,palea,,1,1,27.8,,,i,BSA.YOLO-11,BB,,prism on parallelogram,194.6,,,,,,,,,,Length,27.8,27.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/15/2019,13:33,LIS,0,62,0.5,0.81%,0.0697,314.159,0.3485,5,1802.92,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,13,,,i,BSA.YOLO-11,BB,,cylinder,862.76,,,,,,,,,,Length,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,13,13,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/15/2019,13:33,LIS,0,62,0.5,0.81%,0.0697,314.159,0.3485,5,1802.92,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,6,6,1.9,,,i,BSA.YOLO-11,BB,,sphere,3.59,,,,,,,,,,Length,1.9,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,4/15/2019,13:33,LIS,0,62,0.5,0.81%,0.0697,314.159,0.3485,5,1802.92,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.YOLO-11,BB,,cone + half sphere,314.74,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
