MethodCode,SampleDate,SampleTime,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Dimension,Measurement average,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/3/2017,13:44,US5,3,62.0,1,1.61%,0.0697,314.159,0.906704487,13,346.48,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,12,,,i,BSA.YOLO-03,CT,Low sediment and moderate detritus. Ciliates observed.,cone + half sphere,625.80,,,,,,,,,,Length,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/3/2017,13:44,US5,3,62.0,1,1.61%,0.0697,314.159,0.906704487,13,346.48,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,2,2,7.4,,,i,BSA.YOLO-03,CT,Low sediment and moderate detritus. Ciliates observed.,cone + half sphere,143.68,,,,,,,,,,Length,7.0,6.5,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.2,4.6,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/3/2017,13:44,US5,3,62.0,1,1.61%,0.0697,314.159,0.906704487,13,346.48,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,392,786,0.8,0.8,0.8,c,BSA.YOLO-03,CT,Low sediment and moderate detritus. Ciliates observed.,sphere,0.18,0.18,0.18,0.27,0.27,0.18,0.18,0.18,0.27,0.27,Length,0.8,0.7,0.7,0.7,0.8,0.8,0.7,0.7,0.7,0.8,0.8,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.8,0.8,0.8,
Phyto,10/3/2017,13:44,US5,3,62.0,1,1.61%,0.0697,314.159,0.906704487,13,346.48,1468,cf. Merismopedia sp.,Soft Body,Merismopedia,sp.,,8,8,0.8,,,c,BSA.YOLO-03,CT,Low sediment and moderate detritus. Ciliates observed.,cube,0.51,,,,,,,,,,Length,0.8,0.8,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,,,,,,
Phyto,10/3/2017,13:44,US5,3,62.0,1,1.61%,0.0697,314.159,0.906704487,13,346.48,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,,4,4,4.6,,,i,BSA.YOLO-03,CT,Low sediment and moderate detritus. Ciliates observed.,sphere,26.52,,,,,,,,,,Length,3.7,3.7,3.7,2.8,4.6,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/3/2017,10:48,US 653,3,64.5,2,3.10%,0.0697,314.159,1.046197485,15,150.14,46,cf. Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,7.4,,,i,BSA.YOLO-04,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,elliptic prism,45.57,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/3/2017,10:48,US 653,3,64.5,2,3.10%,0.0697,314.159,1.046197485,15,150.14,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,7.4,,,i,BSA.YOLO-04,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,cylinder,155.96,,,,,,,,,,Length,4.7,3.7,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.5,5.6,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/3/2017,10:48,US 653,3,64.5,2,3.10%,0.0697,314.159,1.046197485,15,150.14,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,10,10,3.7,,,i,BSA.YOLO-04,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,sphere,26.52,,,,,,,,,,Length,3.7,3.7,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,
Phyto,10/3/2017,10:48,US 653,3,64.5,2,3.10%,0.0697,314.159,1.046197485,15,150.14,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,10.2,,,i,BSA.YOLO-04,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,cone + half sphere,430.35,,,,,,,,,,Length,10.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/3/2017,10:48,US 653,3,64.5,2,3.10%,0.0697,314.159,1.046197485,15,150.14,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,2,2,5.6,,,i,BSA.YOLO-04,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,cone + half sphere,76.35,,,,,,,,,,Length,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/3/2017,10:48,US 653,3,64.5,2,3.10%,0.0697,314.159,1.046197485,15,150.14,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,398,796,0.8,0.8,0.8,c,BSA.YOLO-04,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,sphere,0.18,0.18,0.18,0.27,0.27,0.18,0.18,0.18,0.27,0.27,Length,0.8,0.7,0.7,0.7,0.8,0.8,0.7,0.7,0.7,0.8,0.8,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.8,0.8,0.8,
Phyto,10/3/2017,11:17,US 649,3,62.0,2,3.23%,0.0697,314.159,0.627718491,9,250.24,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,1,1,14.8,,,i,BSA.YOLO-05,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,cylinder,326.51,,,,,,,,,,Length,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.3,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/3/2017,11:17,US 649,3,62.0,2,3.23%,0.0697,314.159,0.627718491,9,250.24,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,5.6,,,i,BSA.YOLO-05,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,cylinder,57.25,,,,,,,,,,Length,3.3,3.7,2.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.7,5.6,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/3/2017,11:17,US 649,3,62.0,2,3.23%,0.0697,314.159,0.627718491,9,250.24,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,18.5,,,i,BSA.YOLO-05,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,prism on parallelogram,72.52,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/3/2017,11:17,US 649,3,62.0,2,3.23%,0.0697,314.159,0.627718491,9,250.24,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,2,2,3.7,,,i,BSA.YOLO-05,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,sphere,18.82,,,,,,,,,,Length,3.3,3.7,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/3/2017,11:17,US 649,3,62.0,2,3.23%,0.0697,314.159,0.627718491,9,250.24,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,10.2,,,i,BSA.YOLO-05,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,cone + half sphere,387.21,,,,,,,,,,Length,9.8,9.3,10.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/3/2017,11:17,US 649,3,62.0,2,3.23%,0.0697,314.159,0.627718491,9,250.24,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,7.4,,,i,BSA.YOLO-05,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,cone + half sphere,159.13,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/3/2017,11:17,US 649,3,62.0,2,3.23%,0.0697,314.159,0.627718491,9,250.24,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,414,830,0.8,0.8,0.8,c,BSA.YOLO-05,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,Length,0.8,0.7,0.7,0.7,0.8,0.8,0.7,0.7,0.7,0.8,0.8,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.8,0.8,0.8,
Phyto,10/3/2017,10:03,US 655,3,62.0,2,3.23%,0.0697,314.159,0.488225493,7,321.74,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,,,i,BSA.YOLO-06,CT,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,cylinder,159.13,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/3/2017,10:03,US 655,3,62.0,2,3.23%,0.0697,314.159,0.488225493,7,321.74,280,Diploneis elliptica,Diatom,Diploneis,elliptica,,1,1,38.9,,,i,BSA.YOLO-06,CT,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,elliptic prism,8835.63,,,,,,,,,,Length,38.9,38.9,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,24.1,24.1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/3/2017,10:03,US 655,3,62.0,2,3.23%,0.0697,314.159,0.488225493,7,321.74,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,3.7,,,i,BSA.YOLO-06,CT,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,sphere,26.52,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/3/2017,10:03,US 655,3,62.0,2,3.23%,0.0697,314.159,0.488225493,7,321.74,1138,cf. Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,1,1,11.1,,,i,BSA.YOLO-06,CT,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,2 cones,20.98,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/3/2017,10:03,US 655,3,62.0,2,3.23%,0.0697,314.159,0.488225493,7,321.74,1842,cf. Plagioselmis sp.,Soft Body,Plagioselmis,sp.,,2,2,7.4,,,i,BSA.YOLO-06,CT,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,cone + half sphere,186.37,,,,,,,,,,Length,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/3/2017,10:03,US 655,3,62.0,2,3.23%,0.0697,314.159,0.488225493,7,321.74,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,415,833,0.8,0.8,0.8,c,BSA.YOLO-06,CT,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,Length,0.8,0.7,0.7,0.7,0.8,0.8,0.7,0.7,0.7,0.8,0.8,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.8,0.8,0.8,
Phyto,9/26/2017,9:53,US 657,3,63.5,2,3.15%,0.0697,314.159,0.976450986,14,160.87,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,3.7,,,i,BSA.YOLO-07,CT,Low sediment and detritus. Many broken diatoms. ,cylinder,20.43,,,,,,,,,,Length,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/26/2017,9:53,US 657,3,63.5,2,3.15%,0.0697,314.159,0.976450986,14,160.87,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,7,7,1.9,,,i,BSA.YOLO-07,CT,Low sediment and detritus. Many broken diatoms. ,sphere,2.57,,,,,,,,,,Length,1.7,1.9,1.9,1.9,1.9,0.9,,,,,,,,,,,,,,,,,,,,,
Phyto,9/26/2017,9:53,US 657,3,63.5,2,3.15%,0.0697,314.159,0.976450986,14,160.87,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,1,1,7.4,,,i,BSA.YOLO-07,CT,Low sediment and detritus. Many broken diatoms. ,cone + half sphere,159.13,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/26/2017,9:53,US 657,3,63.5,2,3.15%,0.0697,314.159,0.976450986,14,160.87,1842,cf. Plagioselmis sp.,Soft Body,Plagioselmis,sp.,,4,4,7.4,,,i,BSA.YOLO-07,CT,Low sediment and detritus. Many broken diatoms. ,cone + half sphere,109.10,,,,,,,,,,Length,6.3,5.6,5.6,6.5,7.4,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.2,3.7,3.7,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/26/2017,9:53,US 657,3,63.5,2,3.15%,0.0697,314.159,0.976450986,14,160.87,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,411,823,0.8,0.8,0.8,c,BSA.YOLO-07,CT,Low sediment and detritus. Many broken diatoms. ,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,
