MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,8/3/2015,13:55,RVB,64,3,4.69%,0.0697,314.159,0.627718491,9,166.83,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,12,12,2.8,i,BSA.YOLO-06,KS,Moderate sediment and detritus.,sphere,11.49,,,,,,,,,
Phyto,8/3/2015,13:55,RVB,64,3,4.69%,0.0697,314.159,0.627718491,9,166.83,1774,Desmodesmus sp.,Soft Body,Desmodesmus,sp.,,1,2,4.6,c,BSA.YOLO-06,KS,Moderate sediment and detritus.,prolate spheroid,8.69,,,,,,,,,
Phyto,8/3/2015,13:55,RVB,64,3,4.69%,0.0697,314.159,0.627718491,9,166.83,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,1,1,5.6,i,BSA.YOLO-06,KS,Moderate sediment and detritus.,2 cones,10.59,,,,,,,,,
Phyto,8/3/2015,13:55,RVB,64,3,4.69%,0.0697,314.159,0.627718491,9,166.83,1710,Pseudoscourfieldia marina,Soft Body,Pseudoscourfieldia,marina,,6,6,2.8,i,BSA.YOLO-06,KS,Moderate sediment and detritus.,ellipsoid,11.49,,,,,,,,,
Phyto,8/3/2015,13:55,RVB,64,3,4.69%,0.0697,314.159,0.627718491,9,166.83,1731,Aphanizomenon cf. klebahnii ,Soft Body,Aphanizomenon,klebahnii,,1,74,5.6,f,BSA.YOLO-06,KS,Moderate sediment and detritus.,cylinder,60.21,,,,,,,,,
Phyto,8/3/2015,13:55,RVB,64,3,4.69%,0.0697,314.159,0.627718491,9,166.83,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,384,864,0.65,c,BSA.YOLO-06,KS,Moderate sediment and detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,8/3/2015,13:55,RVB,64,3,4.69%,0.0697,314.159,0.627718491,9,166.83,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,,2,10,1.9,c,BSA.YOLO-06,KS,Moderate sediment and detritus.,sphere,3.59,,,,,,,,,
Phyto,8/3/2015,13:55,RVB,64,3,4.69%,0.0697,314.159,0.627718491,9,166.83,1471,Merismopedia tenuissima,Soft Body,Merismopedia,tenuissima,,1,16,0.9,c,BSA.YOLO-06,KS,Moderate sediment and detritus.,cube,0.73,,,,,,,,,
Phyto,8/3/2015,13:55,RVB,64,3,4.69%,0.0697,314.159,0.627718491,9,166.83,1421,Chroococcus minutus,Soft Body,Chroococcus,minutus,,6,7,5.6,c,BSA.YOLO-06,KS,Moderate sediment and detritus.,sphere,91.95,,,,,,,,,
Phyto,8/13/2015,10:35,LIB,60,3,5.00%,0.0697,314.159,0.906704487,13,115.49,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,4.6,i,BSA.YOLO-07,KS,Low sediment and detritus.,cylinder,31.58,,,,,,,,,
Phyto,8/13/2015,10:35,LIB,60,3,5.00%,0.0697,314.159,0.906704487,13,115.49,1802,Navicula salinarum var. rostrata,Diatom,Navicula,salinarum var. rostrata,,1,1,26,i,BSA.YOLO-07,KS,Low sediment and detritus.,elliptic prism,528.89,,,,,,,,,
Phyto,8/13/2015,10:35,LIB,60,3,5.00%,0.0697,314.159,0.906704487,13,115.49,693,Nitzschia dissipata,Diatom,Nitzschia,dissipata,,1,1,20.4,i,BSA.YOLO-07,KS,Low sediment and detritus.,prism on parallelogram,139.64,,,,,,,,,
Phyto,8/13/2015,10:35,LIB,60,3,5.00%,0.0697,314.159,0.906704487,13,115.49,1007,Ulnaria cf. ulna,Diatom,Ulnaria,ulna,,3,3,5.6,i,BSA.YOLO-07,KS,Fragment. Low sediment and detritus.,elliptic prism,30.92,,,,,,,,,
Phyto,8/13/2015,10:35,LIB,60,3,5.00%,0.0697,314.159,0.906704487,13,115.49,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,14,14,3.7,i,BSA.YOLO-07,KS,Low sediment and detritus.,sphere,26.52,,,,,,,,,
Phyto,8/13/2015,10:35,LIB,60,3,5.00%,0.0697,314.159,0.906704487,13,115.49,1710,Pseudoscourfieldia marina,Soft Body,Pseudoscourfieldia,marina,,5,5,3.3,i,BSA.YOLO-07,KS,Low sediment and detritus.,ellipsoid,10.83,,,,,,,,,
Phyto,8/13/2015,10:35,LIB,60,3,5.00%,0.0697,314.159,0.906704487,13,115.49,1692,Kephyrion sp.,Soft Body,Kephyrion,sp.,,1,1,7.4,i,BSA.YOLO-07,KS,Low sediment and detritus.,prolate spheroid,53.04,,,,,,,,,
Phyto,8/13/2015,10:35,LIB,60,3,5.00%,0.0697,314.159,0.906704487,13,115.49,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,7.4,i,BSA.YOLO-07,KS,Low sediment and detritus.,cone + half sphere,159.13,,,,,,,,,
Phyto,8/13/2015,10:35,LIB,60,3,5.00%,0.0697,314.159,0.906704487,13,115.49,1731,Aphanizomenon cf. klebahnii ,Soft Body,Aphanizomenon,klebahnii,,2,58,9.3,f,BSA.YOLO-07,KS,Low sediment and detritus.,cylinder,154.56,,,,,,,,,
Phyto,8/13/2015,10:35,LIB,60,3,5.00%,0.0697,314.159,0.906704487,13,115.49,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,389,1090,0.65,c,BSA.YOLO-07,KS,Low sediment and detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,8/13/2015,10:35,LIB,60,3,5.00%,0.0697,314.159,0.906704487,13,115.49,1421,Chroococcus minutus,Soft Body,Chroococcus,minutus,,14,17,4.6,c,BSA.YOLO-07,KS,Low sediment and detritus.,sphere,50.96,,,,,,,,,
Phyto,8/13/2015,10:35,LIB,60,3,5.00%,0.0697,314.159,0.906704487,13,115.49,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,1,3,4.6,f,BSA.YOLO-07,KS,Low sediment and detritus.,cylinder,13.04,,,,,,,,,
Phyto,8/18/2015,14:44,I80,56,3,5.36%,0.0697,314.159,0.488225493,7,214.49,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,7.4,i,BSA.YOLO-08,JW,Low sediment. Sample contains mucilaginous detritus.,cylinder,129.03,,,,,,,,,
Phyto,8/18/2015,14:44,I80,56,3,5.36%,0.0697,314.159,0.488225493,7,214.49,664,Nitzschia acicularis,Diatom,Nitzschia,acicularis,,2,2,64.8,i,BSA.YOLO-08,JW,Low sediment. Sample contains mucilaginous detritus.,prism on parallelogram,64.80,,,,,,,,,
Phyto,8/18/2015,14:44,I80,56,3,5.36%,0.0697,314.159,0.488225493,7,214.49,730,Nitzschia palea,Diatom,Nitzschia,palea,,1,1,40.7,i,BSA.YOLO-08,JW,Low sediment. Sample contains mucilaginous detritus.,prism on parallelogram,227.92,,,,,,,,,
Phyto,8/18/2015,14:44,I80,56,3,5.36%,0.0697,314.159,0.488225493,7,214.49,1027,Chlamydomonas globosa,Soft Body,Chlamydomonas,globosa,,1,1,9.3,i,BSA.YOLO-08,JW,Low sediment. Sample contains mucilaginous detritus.,sphere,407.57,,,,,,,,,
Phyto,8/18/2015,14:44,I80,56,3,5.36%,0.0697,314.159,0.488225493,7,214.49,1038,cf. Chlorella spp.,Soft Body,Chlorella,spp.,,102,102,2.8,i,BSA.YOLO-08,JW,Low sediment. Sample contains mucilaginous detritus.,sphere,11.49,,,,,,,,,
Phyto,8/18/2015,14:44,I80,56,3,5.36%,0.0697,314.159,0.488225493,7,214.49,1079,Crucigenia tetrapedia,Soft Body,Crucigenia,tetrapedia,,2,8,7.4,i,BSA.YOLO-08,JW,Low sediment. Sample contains mucilaginous detritus.,cube,27.38,,,,,,,,,
Phyto,8/18/2015,14:44,I80,56,3,5.36%,0.0697,314.159,0.488225493,7,214.49,1218,Desmodesmus dimorphus,Soft Body,Desmodesmus,dimorphus,,1,4,18.5,c,BSA.YOLO-08,JW,Low sediment. Sample contains mucilaginous detritus.,prolate spheroid,132.61,,,,,,,,,
Phyto,8/18/2015,14:44,I80,56,3,5.36%,0.0697,314.159,0.488225493,7,214.49,1229,Desmodesmus opoliensis var. mononensis,Soft Body,Desmodesmus,opoliensis var. mononensis,,1,4,11,c,BSA.YOLO-08,JW,Low sediment. Sample contains mucilaginous detritus.,prolate spheroid,78.85,,,,,,,,,
Phyto,8/18/2015,14:44,I80,56,3,5.36%,0.0697,314.159,0.488225493,7,214.49,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,5,5,16.7,i,BSA.YOLO-08,JW,Low sediment. Sample contains mucilaginous detritus.,2 cones,8.74,,,,,,,,,
Phyto,8/18/2015,14:44,I80,56,3,5.36%,0.0697,314.159,0.488225493,7,214.49,1135,Monoraphidium convolutum,Soft Body,Monoraphidium,convolutum,,10,10,5.6,i,BSA.YOLO-08,JW,Low sediment. Sample contains mucilaginous detritus.,2 cones,11.73,,,,,,,,,
Phyto,8/18/2015,14:44,I80,56,3,5.36%,0.0697,314.159,0.488225493,7,214.49,1136,Monoraphidium griffithii,Soft Body,Monoraphidium,griffithii,,1,1,68.5,i,BSA.YOLO-08,JW,Low sediment. Sample contains mucilaginous detritus.,2 cones,491.01,,,,,,,,,
Phyto,8/18/2015,14:44,I80,56,3,5.36%,0.0697,314.159,0.488225493,7,214.49,1346,Cryptomonas cf. erosa,Soft Body,Cryptomonas,erosa,,1,1,13,i,BSA.YOLO-08,JW,Low sediment. Sample contains mucilaginous detritus.,prolate spheroid,372.74,,,,,,,,,
Phyto,8/18/2015,14:44,I80,56,3,5.36%,0.0697,314.159,0.488225493,7,214.49,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,304,703,0.65,c,BSA.YOLO-08,JW,Low sediment. Sample contains mucilaginous detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,8/18/2015,14:44,I80,56,3,5.36%,0.0697,314.159,0.488225493,7,214.49,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,,2,3,1,c,BSA.YOLO-08,JW,Low sediment. Sample contains mucilaginous detritus.,sphere,0.52,,,,,,,,,
