StationCode,DateTime,Analyte,Result,ResultQual,MDL,Units
RCS,10/19/2015 8:15,Flutriafol,< MDL,,4.2,ng/L
RCS,10/19/2015 8:15,Fluxapyroxad,8.8,,4.8,ng/L
RCS,10/19/2015 8:15,Hexazinone,22.5,,8.4,ng/L
RCS,10/19/2015 8:15,Imazalil,< MDL,,10.5,ng/L
RCS,10/19/2015 8:15,Imidacloprid,< MDL,,3.8,ng/L
RCS,10/19/2015 8:15,Indoxacarb,< MDL,,4.9,ng/L
RCS,10/19/2015 8:15,Ipconazole,< MDL,,7.8,ng/L
RCS,10/19/2015 8:15,Iprodione,< MDL,,4.4,ng/L
RCS,10/19/2015 8:15,Kresoxim-methyl,< MDL,,4,ng/L
RCS,10/19/2015 8:15,Malathion,< MDL,,3.7,ng/L
RCS,10/19/2015 8:15,Malaoxon,< MDL,,5,ng/L
RCS,10/19/2015 8:15,Mandipropamid,< MDL,,3.3,ng/L
RCS,10/19/2015 8:15,Metalaxyl,< MDL,,5.1,ng/L
RCS,10/19/2015 8:15,Metconazole,< MDL,,5.2,ng/L
RCS,10/19/2015 8:15,Methidathion,< MDL,,7.2,ng/L
RCS,10/19/2015 8:15,Methoprene,< MDL,,6.4,ng/L
RCS,10/19/2015 8:15,Methoxyfenozide,6.8,,2.7,ng/L
RCS,10/19/2015 8:15,Methyl parathion,< MDL,,3.4,ng/L
RCS,10/19/2015 8:15,Metolachlor,< MDL,,1.5,ng/L
RCS,10/19/2015 8:15,Molinate,< MDL,,3.2,ng/L
RCS,10/19/2015 8:15,Myclobutanil,< MDL,,6,ng/L
RCS,10/19/2015 8:15,Napropamide,< MDL,,8.2,ng/L
RCS,10/19/2015 8:15,Novaluron,< MDL,,2.9,ng/L
RCS,10/19/2015 8:15,Oryzalin,< MDL,,5,ng/L
RCS,10/19/2015 8:15,Oxadiazon,< MDL,,2.1,ng/L
RCS,10/19/2015 8:15,Oxyfluorfen,< MDL,,3.1,ng/L
RCS,10/19/2015 8:15,"p,p'-DDD",< MDL,,4.1,ng/L
RCS,10/19/2015 8:15,"p,p'-DDE",< MDL,,3.6,ng/L
RCS,10/19/2015 8:15,"p,p'-DDT",< MDL,,4,ng/L
RCS,10/19/2015 8:15,Paclobutrazol,< MDL,,6.2,ng/L
RCS,10/19/2015 8:15,Piperonyl butoxide,< MDL,,2.3,ng/L
RCS,10/19/2015 8:15,Pentachloroanisole,< MDL,,4.7,ng/L
RCS,10/19/2015 8:15,Pentachloronitrobenzene,< MDL,,3.1,ng/L
RCS,10/19/2015 8:15,Pebulate,< MDL,,2.3,ng/L
RCS,10/19/2015 8:15,Pendimethalin,< MDL,,2.3,ng/L
RCS,10/19/2015 8:15,Penoxsulam,< MDL,,3.5,ng/L
RCS,10/19/2015 8:15,Permethrin,< MDL,,0.6,ng/L
RCS,10/19/2015 8:15,Phenothrin,< MDL,,1,ng/L
RCS,10/19/2015 8:15,Phosmet,< MDL,,4.4,ng/L
RCS,10/19/2015 8:15,Picoxystrobin,< MDL,,4.2,ng/L
RCS,10/19/2015 8:15,Prodiamine,< MDL,,5.2,ng/L
RCS,10/19/2015 8:15,Prometon,< MDL,,2.5,ng/L
RCS,10/19/2015 8:15,Prometryn,< MDL,,1.8,ng/L
RCS,10/19/2015 8:15,Propanil,< MDL,,10.1,ng/L
RCS,10/19/2015 8:15,Propargite,< MDL,,6.1,ng/L
RCS,10/19/2015 8:15,Propiconazole,< MDL,,5,ng/L
RCS,10/19/2015 8:15,Propyzamide,< MDL,,5,ng/L
RCS,10/19/2015 8:15,Pyraclostrobin,29.1,,2.9,ng/L
RCS,10/19/2015 8:15,Pyridaben,< MDL,,5.4,ng/L
RCS,10/19/2015 8:15,Pyrimethanil,< MDL,,4.1,ng/L
RCS,10/19/2015 8:15,Quinoxyfen,< MDL,,3.3,ng/L
RCS,10/19/2015 8:15,Resmethrin,< MDL,,1,ng/L
RCS,10/19/2015 8:15,Sedaxane,< MDL,,5.2,ng/L
RCS,10/19/2015 8:15,Simazine,< MDL,,5,ng/L
RCS,10/19/2015 8:15,tau-Fluvalinate,< MDL,,0.7,ng/L
RCS,10/19/2015 8:15,Tebuconazole,< MDL,,3.7,ng/L
RCS,10/19/2015 8:15,Tebupirimfos,< MDL,,1.9,ng/L
RCS,10/19/2015 8:15,Tebupirimfos oxon,< MDL,,2.8,ng/L
RCS,10/19/2015 8:15,Tefluthrin,< MDL,,0.6,ng/L
RCS,10/19/2015 8:15,Tetraconazole,< MDL,,5.6,ng/L
RCS,10/19/2015 8:15,Tetradifon,< MDL,,3.8,ng/L
RCS,10/19/2015 8:15,Tetramethrin,< MDL,,0.5,ng/L
RCS,10/19/2015 8:15,Thiabendazole,< MDL,,3.6,ng/L
RCS,10/19/2015 8:15,Thiacloprid,< MDL,,3.2,ng/L
RCS,10/19/2015 8:15,Thiamethoxam,< MDL,,3.4,ng/L
RCS,10/19/2015 8:15,Thiazopyr,< MDL,,4.1,ng/L
RCS,10/19/2015 8:15,Thiobencarb,< MDL,,1.9,ng/L
RCS,10/19/2015 8:15,Tolfenpyrad,< MDL,,2.9,ng/L
RCS,10/19/2015 8:15,Triadimefon,< MDL,,8.9,ng/L
RCS,10/19/2015 8:15,Triadimenol,< MDL,,8,ng/L
RCS,10/19/2015 8:15,Triallate,< MDL,,2.4,ng/L
RCS,10/19/2015 8:15,Tribufos,< MDL,,3.1,ng/L
RCS,10/19/2015 8:15,Trifloxystrobin,< MDL,,4.7,ng/L
RCS,10/19/2015 8:15,Triflumizole,< MDL,,6.1,ng/L
RCS,10/19/2015 8:15,Trifluralin,< MDL,,2.1,ng/L
RCS,10/19/2015 8:15,Triticonazole,< MDL,,6.9,ng/L
RCS,10/19/2015 8:15,Zoxamide,< MDL,,3.5,ng/L
RD22,10/19/2015 9:20,"3,4-Dichloroaniline",76.1,,3.2,ng/L
RD22,10/19/2015 9:20,"3,5-Dichloroaniline",< MDL,,7.6,ng/L
RD22,10/19/2015 9:20,Acetamiprid,< MDL,,3.3,ng/L
RD22,10/19/2015 9:20,Acibenzolar-S-methyl,< MDL,,3,ng/L
RD22,10/19/2015 9:20,Alachlor,< MDL,,1.7,ng/L
RD22,10/19/2015 9:20,Allethrin,< MDL,,1,ng/L
RD22,10/19/2015 9:20,Atrazine,< MDL,,2.3,ng/L
RD22,10/19/2015 9:20,Azinphos-methyl,< MDL,,9.4,ng/L
RD22,10/19/2015 9:20,Azinphos-methyl oxygen analog,< MDL,,9.4,ng/L
RD22,10/19/2015 9:20,Azoxystrobin,394,,3.1,ng/L
RD22,10/19/2015 9:20,Benfluralin,< MDL,,2,ng/L
RD22,10/19/2015 9:20,Bifenthrin,< MDL,,0.7,ng/L
RD22,10/19/2015 9:20,Boscalid,39,,2.8,ng/L
RD22,10/19/2015 9:20,Bromoconazole,< MDL,,3.2,ng/L
RD22,10/19/2015 9:20,Butralin,< MDL,,2.6,ng/L
RD22,10/19/2015 9:20,Butylate,< MDL,,1.8,ng/L
RD22,10/19/2015 9:20,Captan,< MDL,,10.2,ng/L
RD22,10/19/2015 9:20,Carbaryl,< MDL,,6.5,ng/L
RD22,10/19/2015 9:20,Carbendazim,19.7,,4.2,ng/L
RD22,10/19/2015 9:20,Carbofuran,< MDL,,3.1,ng/L
RD22,10/19/2015 9:20,Chlorantraniliprole,9.4,,4,ng/L
RD22,10/19/2015 9:20,Chlorothalonil,< MDL,,4.1,ng/L
RD22,10/19/2015 9:20,Chlorpyrifos,< MDL,,2.1,ng/L
RD22,10/19/2015 9:20,Chlorpyrifos oxon,< MDL,,5,ng/L
RD22,10/19/2015 9:20,Clomazone,< MDL,,2.5,ng/L
RD22,10/19/2015 9:20,Clothianidin,< MDL,,3.9,ng/L
RD22,10/19/2015 9:20,Coumaphos,< MDL,,3.1,ng/L
RD22,10/19/2015 9:20,Cyantraniliprole,< MDL,,4.2,ng/L
RD22,10/19/2015 9:20,Cyazofamid,< MDL,,4.1,ng/L
RD22,10/19/2015 9:20,Cycloate,< MDL,,1.1,ng/L
RD22,10/19/2015 9:20,Cyfluthrin,< MDL,,1,ng/L
RD22,10/19/2015 9:20,Cyhalofop-butyl,< MDL,,1.9,ng/L
RD22,10/19/2015 9:20,Cyhalothrin (all isomers),< MDL,,0.5,ng/L
RD22,10/19/2015 9:20,Cymoxanil,< MDL,,3.9,ng/L
RD22,10/19/2015 9:20,Cypermethrin,< MDL,,1,ng/L
RD22,10/19/2015 9:20,Cyproconazole,< MDL,,4.7,ng/L
RD22,10/19/2015 9:20,Cyprodinil,< MDL,,7.4,ng/L
RD22,10/19/2015 9:20,DCPA,< MDL,,2,ng/L
RD22,10/19/2015 9:20,"N-(3,4-Dichlorophenyl)-N'-methylurea",5.3,,3.5,ng/L
RD22,10/19/2015 9:20,"3,4-Dichlorophenylurea",2.2,J- estimated,3.4,ng/L
RD22,10/19/2015 9:20,Deltamethrin,< MDL,,0.6,ng/L
RD22,10/19/2015 9:20,Desthio-prothioconazole,< MDL,,3,ng/L
RD22,10/19/2015 9:20,Diazinon,< MDL,,0.9,ng/L
RD22,10/19/2015 9:20,Diazoxon,< MDL,,5,ng/L
RD22,10/19/2015 9:20,Difenoconazole,< MDL,,10.5,ng/L
RD22,10/19/2015 9:20,Dimethomorph,< MDL,,6,ng/L
RD22,10/19/2015 9:20,Dinotefuran,< MDL,,4.5,ng/L
RD22,10/19/2015 9:20,Dithiopyr,< MDL,,1.6,ng/L
RD22,10/19/2015 9:20,Diuron,7.4,,3.2,ng/L
RD22,10/19/2015 9:20,EPTC,< MDL,,1.5,ng/L
RD22,10/19/2015 9:20,Esfenvalerate,< MDL,,0.5,ng/L
RD22,10/19/2015 9:20,Ethaboxam,< MDL,,3.8,ng/L
RD22,10/19/2015 9:20,Ethalfluralin,< MDL,,3,ng/L
RD22,10/19/2015 9:20,Etofenprox,< MDL,,2.2,ng/L
RD22,10/19/2015 9:20,Famoxadone,< MDL,,2.5,ng/L
RD22,10/19/2015 9:20,Fenamidone,< MDL,,5.1,ng/L
RD22,10/19/2015 9:20,Fenarimol,< MDL,,6.5,ng/L
RD22,10/19/2015 9:20,Fenbuconazole,< MDL,,5.2,ng/L
RD22,10/19/2015 9:20,Fenhexamid,< MDL,,7.6,ng/L
RD22,10/19/2015 9:20,Fenpropathrin,< MDL,,0.6,ng/L
RD22,10/19/2015 9:20,Fenpyroximate,< MDL,,5.2,ng/L
RD22,10/19/2015 9:20,Fenthion,< MDL,,5.5,ng/L
RD22,10/19/2015 9:20,Fipronil,4.4,,2.9,ng/L
RD22,10/19/2015 9:20,Desulfinylfipronil,6.7,,1.6,ng/L
RD22,10/19/2015 9:20,Desulfinylfipronil amide,< MDL,,3.2,ng/L
RD22,10/19/2015 9:20,Fipronil sulfide,4.5,,1.8,ng/L
RD22,10/19/2015 9:20,Fipronil sulfone,< MDL,,3.5,ng/L
RD22,10/19/2015 9:20,Flonicamid,< MDL,,3.4,ng/L
RD22,10/19/2015 9:20,Fluazinam,< MDL,,4.4,ng/L
RD22,10/19/2015 9:20,Fludioxonil,< MDL,,7.3,ng/L
RD22,10/19/2015 9:20,Flufenacet,< MDL,,4.7,ng/L
RD22,10/19/2015 9:20,Flumetralin,< MDL,,5.8,ng/L
RD22,10/19/2015 9:20,Fluopicolide,< MDL,,3.9,ng/L
RD22,10/19/2015 9:20,Fluopyram,< MDL,,3.8,ng/L
RD22,10/19/2015 9:20,Fluoxastrobin,< MDL,,9.5,ng/L
RD22,10/19/2015 9:20,Fluridone,< MDL,,3.7,ng/L
RD22,10/19/2015 9:20,Flusilazole,< MDL,,4.5,ng/L
RD22,10/19/2015 9:20,Flutolanil,< MDL,,4.4,ng/L
RD22,10/19/2015 9:20,Flutriafol,< MDL,,4.2,ng/L
RD22,10/19/2015 9:20,Fluxapyroxad,7.9,,4.8,ng/L
RD22,10/19/2015 9:20,Hexazinone,19.8,,8.4,ng/L
RD22,10/19/2015 9:20,Imazalil,< MDL,,10.5,ng/L
RD22,10/19/2015 9:20,Imidacloprid,< MDL,,3.8,ng/L
RD22,10/19/2015 9:20,Indoxacarb,< MDL,,4.9,ng/L
RD22,10/19/2015 9:20,Ipconazole,< MDL,,7.8,ng/L
RD22,10/19/2015 9:20,Iprodione,< MDL,,4.4,ng/L
RD22,10/19/2015 9:20,Kresoxim-methyl,< MDL,,4,ng/L
RD22,10/19/2015 9:20,Malathion,< MDL,,3.7,ng/L
RD22,10/19/2015 9:20,Malaoxon,< MDL,,5,ng/L
RD22,10/19/2015 9:20,Mandipropamid,< MDL,,3.3,ng/L
RD22,10/19/2015 9:20,Metalaxyl,< MDL,,5.1,ng/L
RD22,10/19/2015 9:20,Metconazole,< MDL,,5.2,ng/L
RD22,10/19/2015 9:20,Methidathion,< MDL,,7.2,ng/L
RD22,10/19/2015 9:20,Methoprene,< MDL,,6.4,ng/L
RD22,10/19/2015 9:20,Methoxyfenozide,6.1,,2.7,ng/L
RD22,10/19/2015 9:20,Methyl parathion,< MDL,,3.4,ng/L
RD22,10/19/2015 9:20,Metolachlor,< MDL,,1.5,ng/L
RD22,10/19/2015 9:20,Molinate,< MDL,,3.2,ng/L
RD22,10/19/2015 9:20,Myclobutanil,< MDL,,6,ng/L
RD22,10/19/2015 9:20,Napropamide,< MDL,,8.2,ng/L
RD22,10/19/2015 9:20,Novaluron,< MDL,,2.9,ng/L
RD22,10/19/2015 9:20,Oryzalin,< MDL,,5,ng/L
RD22,10/19/2015 9:20,Oxadiazon,< MDL,,2.1,ng/L
RD22,10/19/2015 9:20,Oxyfluorfen,< MDL,,3.1,ng/L
RD22,10/19/2015 9:20,"p,p'-DDD",< MDL,,4.1,ng/L
RD22,10/19/2015 9:20,"p,p'-DDE",< MDL,,3.6,ng/L
RD22,10/19/2015 9:20,"p,p'-DDT",< MDL,,4,ng/L
RD22,10/19/2015 9:20,Paclobutrazol,< MDL,,6.2,ng/L
RD22,10/19/2015 9:20,Piperonyl butoxide,< MDL,,2.3,ng/L
RD22,10/19/2015 9:20,Pentachloroanisole,< MDL,,4.7,ng/L
RD22,10/19/2015 9:20,Pentachloronitrobenzene,< MDL,,3.1,ng/L
RD22,10/19/2015 9:20,Pebulate,< MDL,,2.3,ng/L
RD22,10/19/2015 9:20,Pendimethalin,< MDL,,2.3,ng/L
RD22,10/19/2015 9:20,Penoxsulam,< MDL,,3.5,ng/L
RD22,10/19/2015 9:20,Permethrin,< MDL,,0.6,ng/L
RD22,10/19/2015 9:20,Phenothrin,< MDL,,1,ng/L
RD22,10/19/2015 9:20,Phosmet,< MDL,,4.4,ng/L
RD22,10/19/2015 9:20,Picoxystrobin,< MDL,,4.2,ng/L
RD22,10/19/2015 9:20,Prodiamine,< MDL,,5.2,ng/L
RD22,10/19/2015 9:20,Prometon,< MDL,,2.5,ng/L
RD22,10/19/2015 9:20,Prometryn,< MDL,,1.8,ng/L
RD22,10/19/2015 9:20,Propanil,< MDL,,10.1,ng/L
RD22,10/19/2015 9:20,Propargite,< MDL,,6.1,ng/L
RD22,10/19/2015 9:20,Propiconazole,< MDL,,5,ng/L
RD22,10/19/2015 9:20,Propyzamide,< MDL,,5,ng/L
RD22,10/19/2015 9:20,Pyraclostrobin,28.2,,2.9,ng/L
RD22,10/19/2015 9:20,Pyridaben,< MDL,,5.4,ng/L
RD22,10/19/2015 9:20,Pyrimethanil,< MDL,,4.1,ng/L
RD22,10/19/2015 9:20,Quinoxyfen,< MDL,,3.3,ng/L
RD22,10/19/2015 9:20,Resmethrin,< MDL,,1,ng/L
RD22,10/19/2015 9:20,Sedaxane,< MDL,,5.2,ng/L
RD22,10/19/2015 9:20,Simazine,< MDL,,5,ng/L
RD22,10/19/2015 9:20,tau-Fluvalinate,< MDL,,0.7,ng/L
RD22,10/19/2015 9:20,Tebuconazole,< MDL,,3.7,ng/L
RD22,10/19/2015 9:20,Tebupirimfos,< MDL,,1.9,ng/L
RD22,10/19/2015 9:20,Tebupirimfos oxon,< MDL,,2.8,ng/L
RD22,10/19/2015 9:20,Tefluthrin,< MDL,,0.6,ng/L
RD22,10/19/2015 9:20,Tetraconazole,< MDL,,5.6,ng/L
RD22,10/19/2015 9:20,Tetradifon,< MDL,,3.8,ng/L
RD22,10/19/2015 9:20,Tetramethrin,< MDL,,0.5,ng/L
RD22,10/19/2015 9:20,Thiabendazole,< MDL,,3.6,ng/L
RD22,10/19/2015 9:20,Thiacloprid,< MDL,,3.2,ng/L
RD22,10/19/2015 9:20,Thiamethoxam,< MDL,,3.4,ng/L
RD22,10/19/2015 9:20,Thiazopyr,< MDL,,4.1,ng/L
RD22,10/19/2015 9:20,Thiobencarb,< MDL,,1.9,ng/L
RD22,10/19/2015 9:20,Tolfenpyrad,< MDL,,2.9,ng/L
RD22,10/19/2015 9:20,Triadimefon,< MDL,,8.9,ng/L
RD22,10/19/2015 9:20,Triadimenol,< MDL,,8,ng/L
RD22,10/19/2015 9:20,Triallate,< MDL,,2.4,ng/L
RD22,10/19/2015 9:20,Tribufos,< MDL,,3.1,ng/L
RD22,10/19/2015 9:20,Trifloxystrobin,< MDL,,4.7,ng/L
RD22,10/19/2015 9:20,Triflumizole,< MDL,,6.1,ng/L
RD22,10/19/2015 9:20,Trifluralin,< MDL,,2.1,ng/L
RD22,10/19/2015 9:20,Triticonazole,< MDL,,6.9,ng/L
RD22,10/19/2015 9:20,Zoxamide,< MDL,,3.5,ng/L
I80,10/19/2015 10:21,"3,4-Dichloroaniline",41.5,,3.2,ng/L
I80,10/19/2015 10:21,"3,5-Dichloroaniline",< MDL,,7.6,ng/L
I80,10/19/2015 10:21,Acetamiprid,< MDL,,3.3,ng/L
I80,10/19/2015 10:21,Acibenzolar-S-methyl,< MDL,,3,ng/L
I80,10/19/2015 10:21,Alachlor,< MDL,,1.7,ng/L
I80,10/19/2015 10:21,Allethrin,< MDL,,1,ng/L
I80,10/19/2015 10:21,Atrazine,< MDL,,2.3,ng/L
I80,10/19/2015 10:21,Azinphos-methyl,< MDL,,9.4,ng/L
I80,10/19/2015 10:21,Azinphos-methyl oxygen analog,< MDL,,9.4,ng/L
I80,10/19/2015 10:21,Azoxystrobin,371,,3.1,ng/L
I80,10/19/2015 10:21,Benfluralin,< MDL,,2,ng/L
I80,10/19/2015 10:21,Bifenthrin,< MDL,,0.7,ng/L
I80,10/19/2015 10:21,Boscalid,31.5,,2.8,ng/L
I80,10/19/2015 10:21,Bromoconazole,< MDL,,3.2,ng/L
I80,10/19/2015 10:21,Butralin,< MDL,,2.6,ng/L
I80,10/19/2015 10:21,Butylate,< MDL,,1.8,ng/L
I80,10/19/2015 10:21,Captan,< MDL,,10.2,ng/L
I80,10/19/2015 10:21,Carbaryl,< MDL,,6.5,ng/L
I80,10/19/2015 10:21,Carbendazim,8.5,,4.2,ng/L
I80,10/19/2015 10:21,Carbofuran,< MDL,,3.1,ng/L
I80,10/19/2015 10:21,Chlorantraniliprole,8,,4,ng/L
I80,10/19/2015 10:21,Chlorothalonil,< MDL,,4.1,ng/L
I80,10/19/2015 10:21,Chlorpyrifos,< MDL,,2.1,ng/L
I80,10/19/2015 10:21,Chlorpyrifos oxon,< MDL,,5,ng/L
I80,10/19/2015 10:21,Clomazone,< MDL,,2.5,ng/L
I80,10/19/2015 10:21,Clothianidin,< MDL,,3.9,ng/L
I80,10/19/2015 10:21,Coumaphos,< MDL,,3.1,ng/L
I80,10/19/2015 10:21,Cyantraniliprole,< MDL,,4.2,ng/L
I80,10/19/2015 10:21,Cyazofamid,< MDL,,4.1,ng/L
I80,10/19/2015 10:21,Cycloate,< MDL,,1.1,ng/L
I80,10/19/2015 10:21,Cyfluthrin,< MDL,,1,ng/L
I80,10/19/2015 10:21,Cyhalofop-butyl,< MDL,,1.9,ng/L
I80,10/19/2015 10:21,Cyhalothrin (all isomers),< MDL,,0.5,ng/L
I80,10/19/2015 10:21,Cymoxanil,< MDL,,3.9,ng/L
I80,10/19/2015 10:21,Cypermethrin,< MDL,,1,ng/L
I80,10/19/2015 10:21,Cyproconazole,< MDL,,4.7,ng/L
I80,10/19/2015 10:21,Cyprodinil,< MDL,,7.4,ng/L
I80,10/19/2015 10:21,DCPA,< MDL,,2,ng/L
I80,10/19/2015 10:21,"N-(3,4-Dichlorophenyl)-N'-methylurea",< MDL,,3.5,ng/L
I80,10/19/2015 10:21,"3,4-Dichlorophenylurea",< MDL,,3.4,ng/L
I80,10/19/2015 10:21,Deltamethrin,< MDL,,0.6,ng/L
I80,10/19/2015 10:21,Desthio-prothioconazole,< MDL,,3,ng/L
I80,10/19/2015 10:21,Diazinon,< MDL,,0.9,ng/L
I80,10/19/2015 10:21,Diazoxon,< MDL,,5,ng/L
I80,10/19/2015 10:21,Difenoconazole,< MDL,,10.5,ng/L
I80,10/19/2015 10:21,Dimethomorph,< MDL,,6,ng/L
I80,10/19/2015 10:21,Dinotefuran,< MDL,,4.5,ng/L
I80,10/19/2015 10:21,Dithiopyr,< MDL,,1.6,ng/L
I80,10/19/2015 10:21,Diuron,< MDL,,3.2,ng/L
I80,10/19/2015 10:21,EPTC,< MDL,,1.5,ng/L
I80,10/19/2015 10:21,Esfenvalerate,< MDL,,0.5,ng/L
I80,10/19/2015 10:21,Ethaboxam,< MDL,,3.8,ng/L
I80,10/19/2015 10:21,Ethalfluralin,< MDL,,3,ng/L
I80,10/19/2015 10:21,Etofenprox,< MDL,,2.2,ng/L
I80,10/19/2015 10:21,Famoxadone,< MDL,,2.5,ng/L
I80,10/19/2015 10:21,Fenamidone,< MDL,,5.1,ng/L
I80,10/19/2015 10:21,Fenarimol,< MDL,,6.5,ng/L
I80,10/19/2015 10:21,Fenbuconazole,< MDL,,5.2,ng/L
I80,10/19/2015 10:21,Fenhexamid,< MDL,,7.6,ng/L
