StationCode,DateTime,Analyte,Result,ResultQual,MDL,Units
SHR,8/29/2017 9:05,Triadimefon,< MDL,,1.5,ng/g
SHR,8/29/2017 9:05,Triallate,< MDL,,1.4,ng/g
SHR,8/29/2017 9:05,Tribufos,< MDL,,2.2,ng/g
SHR,8/29/2017 9:05,Trifloxystrobin,< MDL,,1,ng/g
SHR,8/29/2017 9:05,Trifluralin,< MDL,,0.9,ng/g
SHR,8/29/2017 9:05,Zoxamide,< MDL,,1.1,ng/g
STTD,8/30/2017 11:17,"3,4-Dichloroaniline",< MDL,,1.3,ng/g
STTD,8/30/2017 11:17,"3,5-Dichloroaniline",< MDL,,1.5,ng/g
STTD,8/30/2017 11:17,Allethrin,< MDL,,1.7,ng/g
STTD,8/30/2017 11:17,Atrazine,< MDL,,1.5,ng/g
STTD,8/30/2017 11:17,Azoxystrobin,9.6,,0.9,ng/g
STTD,8/30/2017 11:17,Benfluralin,< MDL,,1.7,ng/g
STTD,8/30/2017 11:17,Bifenthrin,< MDL,,0.6,ng/g
STTD,8/30/2017 11:17,Boscalid,< MDL,,1.2,ng/g
STTD,8/30/2017 11:17,Butralin,< MDL,,1.6,ng/g
STTD,8/30/2017 11:17,Carbaryl,< MDL,,1.2,ng/g
STTD,8/30/2017 11:17,Carbofuran,< MDL,,1.2,ng/g
STTD,8/30/2017 11:17,Chlorpyrifos,< MDL,,0.9,ng/g
STTD,8/30/2017 11:17,Clomazone,< MDL,,2,ng/g
STTD,8/30/2017 11:17,Coumaphos,< MDL,,1.2,ng/g
STTD,8/30/2017 11:17,Cycloate,< MDL,,0.8,ng/g
STTD,8/30/2017 11:17,Cyfluthrin,< MDL,,1.3,ng/g
STTD,8/30/2017 11:17,Cyhalofop-butyl,< MDL,,0.8,ng/g
STTD,8/30/2017 11:17,Cyhalothrin (all isomers),< MDL,,0.7,ng/g
STTD,8/30/2017 11:17,Cypermethrin,< MDL,,1.2,ng/g
STTD,8/30/2017 11:17,DCPA,< MDL,,1.7,ng/g
STTD,8/30/2017 11:17,Deltamethrin,< MDL,,1.3,ng/g
STTD,8/30/2017 11:17,Diazinon,< MDL,,1.6,ng/g
STTD,8/30/2017 11:17,Dithiopyr,< MDL,,1.3,ng/g
STTD,8/30/2017 11:17,EPTC,< MDL,,0.8,ng/g
STTD,8/30/2017 11:17,Esfenvalerate,< MDL,,1,ng/g
STTD,8/30/2017 11:17,Ethalfluralin,< MDL,,1.2,ng/g
STTD,8/30/2017 11:17,Etofenprox,< MDL,,1,ng/g
STTD,8/30/2017 11:17,Fenpropathrin,< MDL,,1,ng/g
STTD,8/30/2017 11:17,Fenpyroximate,< MDL,,1.9,ng/g
STTD,8/30/2017 11:17,Fipronil,< MDL,,1.6,ng/g
STTD,8/30/2017 11:17,Desulfinylfipronil,< MDL,,1.8,ng/g
STTD,8/30/2017 11:17,Desulfinylfipronil amide,< MDL,,2,ng/g
STTD,8/30/2017 11:17,Fipronil sulfide,< MDL,,1.5,ng/g
STTD,8/30/2017 11:17,Fipronil sulfone,< MDL,,1,ng/g
STTD,8/30/2017 11:17,Fludioxonil,< MDL,,2.5,ng/g
STTD,8/30/2017 11:17,Flufenacet,< MDL,,1,ng/g
STTD,8/30/2017 11:17,Flumetralin,< MDL,,1.2,ng/g
STTD,8/30/2017 11:17,Flutolanil,< MDL,,2.1,ng/g
STTD,8/30/2017 11:17,Hexazinone,7.1,,0.9,ng/g
STTD,8/30/2017 11:17,Iprodione,< MDL,,0.9,ng/g
STTD,8/30/2017 11:17,Kresoxim-methyl,< MDL,,0.5,ng/g
STTD,8/30/2017 11:17,Malathion,< MDL,,1,ng/g
STTD,8/30/2017 11:17,Metconazole,< MDL,,1.2,ng/g
STTD,8/30/2017 11:17,Methoprene,< MDL,,1.6,ng/g
STTD,8/30/2017 11:17,Methyl parathion,< MDL,,1.1,ng/g
STTD,8/30/2017 11:17,Metolachlor,< MDL,,0.7,ng/g
STTD,8/30/2017 11:17,Myclobutanil,< MDL,,1.7,ng/g
STTD,8/30/2017 11:17,Napropamide,< MDL,,0.9,ng/g
STTD,8/30/2017 11:17,Novaluron,< MDL,,1.1,ng/g
STTD,8/30/2017 11:17,Oxadiazon,< MDL,,1.4,ng/g
STTD,8/30/2017 11:17,Oxyfluorfen,< MDL,,1.9,ng/g
STTD,8/30/2017 11:17,"p,p'-DDD",17,,1,ng/g
STTD,8/30/2017 11:17,"p,p'-DDE",33.4,,1,ng/g
STTD,8/30/2017 11:17,"p,p'-DDT",< MDL,,0.8,ng/g
STTD,8/30/2017 11:17,Pentachloroanisole,< MDL,,1.1,ng/g
STTD,8/30/2017 11:17,Pentachloronitrobenzene,< MDL,,1.1,ng/g
STTD,8/30/2017 11:17,Pendimethalin,< MDL,,0.8,ng/g
STTD,8/30/2017 11:17,Permethrin,< MDL,,0.9,ng/g
STTD,8/30/2017 11:17,Phenothrin,< MDL,,0.9,ng/g
STTD,8/30/2017 11:17,Phosmet,< MDL,,0.9,ng/g
STTD,8/30/2017 11:17,Piperonyl butoxide,< MDL,,1.2,ng/g
STTD,8/30/2017 11:17,Prodiamine,< MDL,,1.4,ng/g
STTD,8/30/2017 11:17,Prometon,< MDL,,2.7,ng/g
STTD,8/30/2017 11:17,Prometryn,< MDL,,1.3,ng/g
STTD,8/30/2017 11:17,Propanil,< MDL,,2.2,ng/g
STTD,8/30/2017 11:17,Propargite,< MDL,,2.2,ng/g
STTD,8/30/2017 11:17,Propiconazole,< MDL,,1.1,ng/g
STTD,8/30/2017 11:17,Propyzamide,< MDL,,1.5,ng/g
STTD,8/30/2017 11:17,Pyridaben,< MDL,,1.2,ng/g
STTD,8/30/2017 11:17,Resmethrin,< MDL,,1.3,ng/g
STTD,8/30/2017 11:17,Simazine,< MDL,,1.3,ng/g
STTD,8/30/2017 11:17,tau-Fluvalinate,< MDL,,1.2,ng/g
STTD,8/30/2017 11:17,Tebupirimfos,< MDL,,1.5,ng/g
STTD,8/30/2017 11:17,Tefluthrin,< MDL,,0.7,ng/g
STTD,8/30/2017 11:17,Tetraconazole,< MDL,,1.1,ng/g
STTD,8/30/2017 11:17,Tetramethrin,< MDL,,0.9,ng/g
STTD,8/30/2017 11:17,Thiobencarb,8.1,,0.6,ng/g
STTD,8/30/2017 11:17,Triadimefon,< MDL,,1.5,ng/g
STTD,8/30/2017 11:17,Triallate,< MDL,,1.4,ng/g
STTD,8/30/2017 11:17,Tribufos,< MDL,,2.2,ng/g
STTD,8/30/2017 11:17,Trifloxystrobin,< MDL,,1,ng/g
STTD,8/30/2017 11:17,Trifluralin,< MDL,,0.9,ng/g
STTD,8/30/2017 11:17,Zoxamide,< MDL,,1.1,ng/g
SHR,9/12/2017 11:00,"3,4-Dichloroaniline",2,,1.3,ng/g
SHR,9/12/2017 11:00,"3,5-Dichloroaniline",< MDL,,1.5,ng/g
SHR,9/12/2017 11:00,Allethrin,< MDL,,1.7,ng/g
SHR,9/12/2017 11:00,Atrazine,< MDL,,1.5,ng/g
SHR,9/12/2017 11:00,Azoxystrobin,19.3,,0.9,ng/g
SHR,9/12/2017 11:00,Benfluralin,< MDL,,1.7,ng/g
SHR,9/12/2017 11:00,Bifenthrin,28.3,,0.6,ng/g
SHR,9/12/2017 11:00,Boscalid,3.6,,1.2,ng/g
SHR,9/12/2017 11:00,Butralin,< MDL,,1.6,ng/g
SHR,9/12/2017 11:00,Carbaryl,< MDL,,1.2,ng/g
SHR,9/12/2017 11:00,Carbofuran,< MDL,,1.2,ng/g
SHR,9/12/2017 11:00,Chlorpyrifos,6.7,,0.9,ng/g
SHR,9/12/2017 11:00,Clomazone,4.1,,2,ng/g
SHR,9/12/2017 11:00,Coumaphos,< MDL,,1.2,ng/g
SHR,9/12/2017 11:00,Cycloate,< MDL,,0.8,ng/g
SHR,9/12/2017 11:00,Cyfluthrin,< MDL,,1.3,ng/g
SHR,9/12/2017 11:00,Cyhalofop-butyl,< MDL,,0.8,ng/g
SHR,9/12/2017 11:00,Cyhalothrin (all isomers),7.3,,0.7,ng/g
SHR,9/12/2017 11:00,Cypermethrin,< MDL,,1.2,ng/g
SHR,9/12/2017 11:00,DCPA,< MDL,,1.7,ng/g
SHR,9/12/2017 11:00,Deltamethrin,< MDL,,1.3,ng/g
SHR,9/12/2017 11:00,Diazinon,< MDL,,1.6,ng/g
SHR,9/12/2017 11:00,Dithiopyr,< MDL,,1.3,ng/g
SHR,9/12/2017 11:00,EPTC,< MDL,,0.8,ng/g
SHR,9/12/2017 11:00,Esfenvalerate,< MDL,,1,ng/g
SHR,9/12/2017 11:00,Ethalfluralin,< MDL,,1.2,ng/g
SHR,9/12/2017 11:00,Etofenprox,< MDL,,1,ng/g
SHR,9/12/2017 11:00,Fenpropathrin,< MDL,,1,ng/g
SHR,9/12/2017 11:00,Fenpyroximate,< MDL,,1.9,ng/g
SHR,9/12/2017 11:00,Fipronil,< MDL,,1.6,ng/g
SHR,9/12/2017 11:00,Desulfinylfipronil,< MDL,,1.8,ng/g
SHR,9/12/2017 11:00,Desulfinylfipronil amide,< MDL,,2,ng/g
SHR,9/12/2017 11:00,Fipronil sulfide,< MDL,,1.5,ng/g
SHR,9/12/2017 11:00,Fipronil sulfone,< MDL,,1,ng/g
SHR,9/12/2017 11:00,Fludioxonil,< MDL,,2.5,ng/g
SHR,9/12/2017 11:00,Flufenacet,< MDL,,1,ng/g
SHR,9/12/2017 11:00,Flumetralin,< MDL,,1.2,ng/g
SHR,9/12/2017 11:00,Flutolanil,< MDL,,2.1,ng/g
SHR,9/12/2017 11:00,Hexazinone,1.7,,0.9,ng/g
SHR,9/12/2017 11:00,Iprodione,< MDL,,0.9,ng/g
SHR,9/12/2017 11:00,Kresoxim-methyl,< MDL,,0.5,ng/g
SHR,9/12/2017 11:00,Malathion,< MDL,,1,ng/g
SHR,9/12/2017 11:00,Metconazole,< MDL,,1.2,ng/g
SHR,9/12/2017 11:00,Methoprene,< MDL,,1.6,ng/g
SHR,9/12/2017 11:00,Methyl parathion,< MDL,,1.1,ng/g
SHR,9/12/2017 11:00,Metolachlor,1.6,,0.7,ng/g
SHR,9/12/2017 11:00,Myclobutanil,< MDL,,1.7,ng/g
SHR,9/12/2017 11:00,Napropamide,< MDL,,0.9,ng/g
SHR,9/12/2017 11:00,Novaluron,< MDL,,1.1,ng/g
SHR,9/12/2017 11:00,Oxadiazon,< MDL,,1.4,ng/g
SHR,9/12/2017 11:00,Oxyfluorfen,9.3,,1.9,ng/g
SHR,9/12/2017 11:00,"p,p'-DDD",10.7,,1,ng/g
SHR,9/12/2017 11:00,"p,p'-DDE",16.8,,1,ng/g
SHR,9/12/2017 11:00,"p,p'-DDT",< MDL,,0.8,ng/g
SHR,9/12/2017 11:00,Pentachloroanisole,< MDL,,1.1,ng/g
SHR,9/12/2017 11:00,Pentachloronitrobenzene,< MDL,,1.1,ng/g
SHR,9/12/2017 11:00,Pendimethalin,15.5,,0.8,ng/g
SHR,9/12/2017 11:00,Permethrin,< MDL,,0.9,ng/g
SHR,9/12/2017 11:00,Phenothrin,< MDL,,0.9,ng/g
SHR,9/12/2017 11:00,Phosmet,< MDL,,0.9,ng/g
SHR,9/12/2017 11:00,Piperonyl butoxide,< MDL,,1.2,ng/g
SHR,9/12/2017 11:00,Prodiamine,< MDL,,1.4,ng/g
SHR,9/12/2017 11:00,Prometon,< MDL,,2.7,ng/g
SHR,9/12/2017 11:00,Prometryn,< MDL,,1.3,ng/g
SHR,9/12/2017 11:00,Propanil,5,,2.2,ng/g
SHR,9/12/2017 11:00,Propargite,< MDL,,2.2,ng/g
SHR,9/12/2017 11:00,Propiconazole,< MDL,,1.1,ng/g
SHR,9/12/2017 11:00,Propyzamide,< MDL,,1.5,ng/g
SHR,9/12/2017 11:00,Pyridaben,< MDL,,1.2,ng/g
SHR,9/12/2017 11:00,Resmethrin,< MDL,,1.3,ng/g
SHR,9/12/2017 11:00,Simazine,< MDL,,1.3,ng/g
SHR,9/12/2017 11:00,tau-Fluvalinate,< MDL,,1.2,ng/g
SHR,9/12/2017 11:00,Tebupirimfos,< MDL,,1.5,ng/g
SHR,9/12/2017 11:00,Tefluthrin,< MDL,,0.7,ng/g
SHR,9/12/2017 11:00,Tetraconazole,< MDL,,1.1,ng/g
SHR,9/12/2017 11:00,Tetramethrin,< MDL,,0.9,ng/g
SHR,9/12/2017 11:00,Thiobencarb,42.2,,0.6,ng/g
SHR,9/12/2017 11:00,Triadimefon,< MDL,,1.5,ng/g
SHR,9/12/2017 11:00,Triallate,< MDL,,1.4,ng/g
SHR,9/12/2017 11:00,Tribufos,< MDL,,2.2,ng/g
SHR,9/12/2017 11:00,Trifloxystrobin,< MDL,,1,ng/g
SHR,9/12/2017 11:00,Trifluralin,< MDL,,0.9,ng/g
SHR,9/12/2017 11:00,Zoxamide,< MDL,,1.1,ng/g
STTD,9/13/2017 10:55,"3,4-Dichloroaniline",< MDL,,1.3,ng/g
STTD,9/13/2017 10:55,"3,5-Dichloroaniline",< MDL,,1.5,ng/g
STTD,9/13/2017 10:55,Allethrin,< MDL,,1.7,ng/g
STTD,9/13/2017 10:55,Atrazine,< MDL,,1.5,ng/g
STTD,9/13/2017 10:55,Azoxystrobin,5,,0.9,ng/g
STTD,9/13/2017 10:55,Benfluralin,< MDL,,1.7,ng/g
STTD,9/13/2017 10:55,Bifenthrin,3.7,,0.6,ng/g
STTD,9/13/2017 10:55,Boscalid,< MDL,,1.2,ng/g
STTD,9/13/2017 10:55,Butralin,< MDL,,1.6,ng/g
STTD,9/13/2017 10:55,Carbaryl,< MDL,,1.2,ng/g
STTD,9/13/2017 10:55,Carbofuran,< MDL,,1.2,ng/g
STTD,9/13/2017 10:55,Chlorpyrifos,< MDL,,0.9,ng/g
STTD,9/13/2017 10:55,Clomazone,< MDL,,2,ng/g
STTD,9/13/2017 10:55,Coumaphos,< MDL,,1.2,ng/g
STTD,9/13/2017 10:55,Cycloate,< MDL,,0.8,ng/g
STTD,9/13/2017 10:55,Cyfluthrin,< MDL,,1.3,ng/g
STTD,9/13/2017 10:55,Cyhalofop-butyl,< MDL,,0.8,ng/g
STTD,9/13/2017 10:55,Cyhalothrin (all isomers),< MDL,,0.7,ng/g
STTD,9/13/2017 10:55,Cypermethrin,< MDL,,1.2,ng/g
STTD,9/13/2017 10:55,DCPA,< MDL,,1.7,ng/g
STTD,9/13/2017 10:55,Deltamethrin,< MDL,,1.3,ng/g
STTD,9/13/2017 10:55,Diazinon,< MDL,,1.6,ng/g
STTD,9/13/2017 10:55,Dithiopyr,< MDL,,1.3,ng/g
STTD,9/13/2017 10:55,EPTC,< MDL,,0.8,ng/g
STTD,9/13/2017 10:55,Esfenvalerate,< MDL,,1,ng/g
STTD,9/13/2017 10:55,Ethalfluralin,< MDL,,1.2,ng/g
STTD,9/13/2017 10:55,Etofenprox,< MDL,,1,ng/g
STTD,9/13/2017 10:55,Fenpropathrin,< MDL,,1,ng/g
STTD,9/13/2017 10:55,Fenpyroximate,< MDL,,1.9,ng/g
STTD,9/13/2017 10:55,Fipronil,< MDL,,1.6,ng/g
STTD,9/13/2017 10:55,Desulfinylfipronil,< MDL,,1.8,ng/g
STTD,9/13/2017 10:55,Desulfinylfipronil amide,< MDL,,2,ng/g
STTD,9/13/2017 10:55,Fipronil sulfide,< MDL,,1.5,ng/g
STTD,9/13/2017 10:55,Fipronil sulfone,< MDL,,1,ng/g
STTD,9/13/2017 10:55,Fludioxonil,< MDL,,2.5,ng/g
STTD,9/13/2017 10:55,Flufenacet,< MDL,,1,ng/g
STTD,9/13/2017 10:55,Flumetralin,< MDL,,1.2,ng/g
STTD,9/13/2017 10:55,Flutolanil,< MDL,,2.1,ng/g
STTD,9/13/2017 10:55,Hexazinone,1.9,,0.9,ng/g
STTD,9/13/2017 10:55,Iprodione,< MDL,,0.9,ng/g
STTD,9/13/2017 10:55,Kresoxim-methyl,< MDL,,0.5,ng/g
STTD,9/13/2017 10:55,Malathion,< MDL,,1,ng/g
STTD,9/13/2017 10:55,Metconazole,< MDL,,1.2,ng/g
STTD,9/13/2017 10:55,Methoprene,< MDL,,1.6,ng/g
STTD,9/13/2017 10:55,Methyl parathion,< MDL,,1.1,ng/g
STTD,9/13/2017 10:55,Metolachlor,< MDL,,0.7,ng/g
STTD,9/13/2017 10:55,Myclobutanil,< MDL,,1.7,ng/g
STTD,9/13/2017 10:55,Napropamide,< MDL,,0.9,ng/g
STTD,9/13/2017 10:55,Novaluron,< MDL,,1.1,ng/g
STTD,9/13/2017 10:55,Oxadiazon,< MDL,,1.4,ng/g
STTD,9/13/2017 10:55,Oxyfluorfen,6.3,,1.9,ng/g
STTD,9/13/2017 10:55,"p,p'-DDD",3.5,,1,ng/g
STTD,9/13/2017 10:55,"p,p'-DDE",6.6,,1,ng/g
STTD,9/13/2017 10:55,"p,p'-DDT",< MDL,,0.8,ng/g
STTD,9/13/2017 10:55,Pentachloroanisole,< MDL,,1.1,ng/g
STTD,9/13/2017 10:55,Pentachloronitrobenzene,< MDL,,1.1,ng/g
STTD,9/13/2017 10:55,Pendimethalin,< MDL,,0.8,ng/g
STTD,9/13/2017 10:55,Permethrin,< MDL,,0.9,ng/g
STTD,9/13/2017 10:55,Phenothrin,< MDL,,0.9,ng/g
STTD,9/13/2017 10:55,Phosmet,< MDL,,0.9,ng/g
STTD,9/13/2017 10:55,Piperonyl butoxide,< MDL,,1.2,ng/g
STTD,9/13/2017 10:55,Prodiamine,< MDL,,1.4,ng/g
STTD,9/13/2017 10:55,Prometon,< MDL,,2.7,ng/g
STTD,9/13/2017 10:55,Prometryn,< MDL,,1.3,ng/g
STTD,9/13/2017 10:55,Propanil,< MDL,,2.2,ng/g
STTD,9/13/2017 10:55,Propargite,< MDL,,2.2,ng/g
STTD,9/13/2017 10:55,Propiconazole,< MDL,,1.1,ng/g
STTD,9/13/2017 10:55,Propyzamide,< MDL,,1.5,ng/g
STTD,9/13/2017 10:55,Pyridaben,< MDL,,1.2,ng/g
STTD,9/13/2017 10:55,Resmethrin,< MDL,,1.3,ng/g
STTD,9/13/2017 10:55,Simazine,< MDL,,1.3,ng/g
STTD,9/13/2017 10:55,tau-Fluvalinate,< MDL,,1.2,ng/g
STTD,9/13/2017 10:55,Tebupirimfos,< MDL,,1.5,ng/g
STTD,9/13/2017 10:55,Tefluthrin,< MDL,,0.7,ng/g
STTD,9/13/2017 10:55,Tetraconazole,< MDL,,1.1,ng/g
STTD,9/13/2017 10:55,Tetramethrin,< MDL,,0.9,ng/g
STTD,9/13/2017 10:55,Thiobencarb,< MDL,,0.6,ng/g
STTD,9/13/2017 10:55,Triadimefon,< MDL,,1.5,ng/g
STTD,9/13/2017 10:55,Triallate,< MDL,,1.4,ng/g
STTD,9/13/2017 10:55,Tribufos,< MDL,,2.2,ng/g
STTD,9/13/2017 10:55,Trifloxystrobin,< MDL,,1,ng/g
STTD,9/13/2017 10:55,Trifluralin,< MDL,,0.9,ng/g
STTD,9/13/2017 10:55,Zoxamide,< MDL,,1.1,ng/g
SHR,9/19/2017 10:43,"3,4-Dichloroaniline",< MDL,,1.3,ng/g
SHR,9/19/2017 10:43,"3,5-Dichloroaniline",< MDL,,1.5,ng/g
SHR,9/19/2017 10:43,Allethrin,< MDL,,1.7,ng/g
SHR,9/19/2017 10:43,Atrazine,< MDL,,1.5,ng/g
SHR,9/19/2017 10:43,Azoxystrobin,11.6,,0.9,ng/g
SHR,9/19/2017 10:43,Benfluralin,< MDL,,1.7,ng/g
SHR,9/19/2017 10:43,Bifenthrin,36.3,,0.6,ng/g
SHR,9/19/2017 10:43,Boscalid,2.6,,1.2,ng/g
SHR,9/19/2017 10:43,Butralin,< MDL,,1.6,ng/g
SHR,9/19/2017 10:43,Carbaryl,< MDL,,1.2,ng/g
SHR,9/19/2017 10:43,Carbofuran,< MDL,,1.2,ng/g
SHR,9/19/2017 10:43,Chlorpyrifos,6,,0.9,ng/g
SHR,9/19/2017 10:43,Clomazone,1.7,J- estimated,2,ng/g
SHR,9/19/2017 10:43,Coumaphos,< MDL,,1.2,ng/g
SHR,9/19/2017 10:43,Cycloate,< MDL,,0.8,ng/g
SHR,9/19/2017 10:43,Cyfluthrin,< MDL,,1.3,ng/g
SHR,9/19/2017 10:43,Cyhalofop-butyl,< MDL,,0.8,ng/g
SHR,9/19/2017 10:43,Cyhalothrin (all isomers),< MDL,,0.7,ng/g
SHR,9/19/2017 10:43,Cypermethrin,< MDL,,1.2,ng/g
SHR,9/19/2017 10:43,DCPA,< MDL,,1.7,ng/g
SHR,9/19/2017 10:43,Deltamethrin,< MDL,,1.3,ng/g
SHR,9/19/2017 10:43,Diazinon,< MDL,,1.6,ng/g
SHR,9/19/2017 10:43,Dithiopyr,< MDL,,1.3,ng/g
SHR,9/19/2017 10:43,EPTC,< MDL,,0.8,ng/g
SHR,9/19/2017 10:43,Esfenvalerate,< MDL,,1,ng/g
SHR,9/19/2017 10:43,Ethalfluralin,< MDL,,1.2,ng/g
SHR,9/19/2017 10:43,Etofenprox,< MDL,,1,ng/g
SHR,9/19/2017 10:43,Fenpropathrin,< MDL,,1,ng/g
SHR,9/19/2017 10:43,Fenpyroximate,< MDL,,1.9,ng/g
SHR,9/19/2017 10:43,Fipronil,< MDL,,1.6,ng/g
SHR,9/19/2017 10:43,Desulfinylfipronil,< MDL,,1.8,ng/g
SHR,9/19/2017 10:43,Desulfinylfipronil amide,< MDL,,2,ng/g
SHR,9/19/2017 10:43,Fipronil sulfide,< MDL,,1.5,ng/g
SHR,9/19/2017 10:43,Fipronil sulfone,< MDL,,1,ng/g
SHR,9/19/2017 10:43,Fludioxonil,< MDL,,2.5,ng/g
SHR,9/19/2017 10:43,Flufenacet,< MDL,,1,ng/g
SHR,9/19/2017 10:43,Flumetralin,< MDL,,1.2,ng/g
SHR,9/19/2017 10:43,Flutolanil,< MDL,,2.1,ng/g
SHR,9/19/2017 10:43,Hexazinone,< MDL,,0.9,ng/g
