StationCode,DateTime,Analyte,Result,ResultQual,MDL,Units
RD22,10/19/2015 9:20,Flumetralin,< MDL,,90.4,ng/g
RD22,10/19/2015 9:20,Fluopicolide,< MDL,,60.8,ng/g
RD22,10/19/2015 9:20,Fluoxastrobin,< MDL,,148,ng/g
RD22,10/19/2015 9:20,Flusilazole,< MDL,,70.1,ng/g
RD22,10/19/2015 9:20,Flutolanil,< MDL,,68.6,ng/g
RD22,10/19/2015 9:20,Flutriafol,< MDL,,65.4,ng/g
RD22,10/19/2015 9:20,Fluxapyroxad,< MDL,,74.8,ng/g
RD22,10/19/2015 9:20,Hexazinone,< MDL,,131,ng/g
RD22,10/19/2015 9:20,Imazalil,< MDL,,164,ng/g
RD22,10/19/2015 9:20,Indoxacarb,< MDL,,76.3,ng/g
RD22,10/19/2015 9:20,Ipconazole,< MDL,,122,ng/g
RD22,10/19/2015 9:20,Iprodione,< MDL,,68.6,ng/g
RD22,10/19/2015 9:20,Kresoxim-methyl,< MDL,,62.3,ng/g
RD22,10/19/2015 9:20,Malathion,< MDL,,57.7,ng/g
RD22,10/19/2015 9:20,Malaoxon,< MDL,,77.9,ng/g
RD22,10/19/2015 9:20,Metalaxyl,< MDL,,79.5,ng/g
RD22,10/19/2015 9:20,Metconazole,< MDL,,81,ng/g
RD22,10/19/2015 9:20,Methidathion,< MDL,,112,ng/g
RD22,10/19/2015 9:20,Methoprene,< MDL,,99.7,ng/g
RD22,10/19/2015 9:20,Methyl parathion,< MDL,,53,ng/g
RD22,10/19/2015 9:20,Metolachlor,< MDL,,23.4,ng/g
RD22,10/19/2015 9:20,Molinate,< MDL,,49.9,ng/g
RD22,10/19/2015 9:20,Myclobutanil,< MDL,,93.5,ng/g
RD22,10/19/2015 9:20,Napropamide,< MDL,,128,ng/g
RD22,10/19/2015 9:20,Novaluron,< MDL,,45.2,ng/g
RD22,10/19/2015 9:20,Oxadiazon,< MDL,,32.7,ng/g
RD22,10/19/2015 9:20,Oxyfluorfen,< MDL,,48.3,ng/g
RD22,10/19/2015 9:20,"p,p'-DDD",< MDL,,63.9,ng/g
RD22,10/19/2015 9:20,"p,p'-DDE",< MDL,,56.1,ng/g
RD22,10/19/2015 9:20,"p,p'-DDT",< MDL,,62.3,ng/g
RD22,10/19/2015 9:20,Paclobutrazol,< MDL,,96.6,ng/g
RD22,10/19/2015 9:20,Piperonyl butoxide,< MDL,,35.8,ng/g
RD22,10/19/2015 9:20,Pentachloroanisole,< MDL,,73.2,ng/g
RD22,10/19/2015 9:20,Pentachloronitrobenzene,< MDL,,48.3,ng/g
RD22,10/19/2015 9:20,Pebulate,< MDL,,35.8,ng/g
RD22,10/19/2015 9:20,Pendimethalin,< MDL,,35.8,ng/g
RD22,10/19/2015 9:20,Permethrin,< MDL,,9.3,ng/g
RD22,10/19/2015 9:20,Phenothrin,< MDL,,15.6,ng/g
RD22,10/19/2015 9:20,Phosmet,< MDL,,68.6,ng/g
RD22,10/19/2015 9:20,Picoxystrobin,< MDL,,65.4,ng/g
RD22,10/19/2015 9:20,Prodiamine,< MDL,,81,ng/g
RD22,10/19/2015 9:20,Prometon,< MDL,,39,ng/g
RD22,10/19/2015 9:20,Prometryn,< MDL,,28,ng/g
RD22,10/19/2015 9:20,Propanil,< MDL,,157,ng/g
RD22,10/19/2015 9:20,Propargite,< MDL,,95,ng/g
RD22,10/19/2015 9:20,Propiconazole,< MDL,,77.9,ng/g
RD22,10/19/2015 9:20,Propyzamide,< MDL,,77.9,ng/g
RD22,10/19/2015 9:20,Pyraclostrobin,< MDL,,45.2,ng/g
RD22,10/19/2015 9:20,Pyridaben,< MDL,,84.1,ng/g
RD22,10/19/2015 9:20,Pyrimethanil,< MDL,,63.9,ng/g
RD22,10/19/2015 9:20,Quinoxyfen,< MDL,,51.4,ng/g
RD22,10/19/2015 9:20,Resmethrin,< MDL,,15.6,ng/g
RD22,10/19/2015 9:20,Sedaxane,< MDL,,81,ng/g
RD22,10/19/2015 9:20,Simazine,< MDL,,77.9,ng/g
RD22,10/19/2015 9:20,tau-Fluvalinate,< MDL,,10.9,ng/g
RD22,10/19/2015 9:20,Tebuconazole,< MDL,,57.7,ng/g
RD22,10/19/2015 9:20,Tebupirimfos,< MDL,,29.6,ng/g
RD22,10/19/2015 9:20,Tebupirimfos oxon,< MDL,,43.6,ng/g
RD22,10/19/2015 9:20,Tefluthrin,< MDL,,9.3,ng/g
RD22,10/19/2015 9:20,Tetraconazole,< MDL,,87.3,ng/g
RD22,10/19/2015 9:20,Tetradifon,< MDL,,59.2,ng/g
RD22,10/19/2015 9:20,Tetramethrin,< MDL,,7.8,ng/g
RD22,10/19/2015 9:20,Thiazopyr,< MDL,,63.9,ng/g
RD22,10/19/2015 9:20,Thiobencarb,< MDL,,29.6,ng/g
RD22,10/19/2015 9:20,Triadimefon,< MDL,,139,ng/g
RD22,10/19/2015 9:20,Triadimenol,< MDL,,125,ng/g
RD22,10/19/2015 9:20,Triallate,< MDL,,37.4,ng/g
RD22,10/19/2015 9:20,Tribufos,< MDL,,48.3,ng/g
RD22,10/19/2015 9:20,Trifloxystrobin,< MDL,,73.2,ng/g
RD22,10/19/2015 9:20,Triflumizole,< MDL,,95,ng/g
RD22,10/19/2015 9:20,Trifluralin,< MDL,,32.7,ng/g
RD22,10/19/2015 9:20,Triticonazole,< MDL,,108,ng/g
RD22,10/19/2015 9:20,Zoxamide,< MDL,,54.5,ng/g
I80,10/19/2015 10:21,"3,4-Dichloroaniline",< MDL,,192,ng/g
I80,10/19/2015 10:21,"3,5-Dichloroaniline",< MDL,,176,ng/g
I80,10/19/2015 10:21,Acibenzolar-S-methyl,< MDL,,69.3,ng/g
I80,10/19/2015 10:21,Alachlor,< MDL,,39.3,ng/g
I80,10/19/2015 10:21,Allethrin,< MDL,,23.1,ng/g
I80,10/19/2015 10:21,Atrazine,< MDL,,53.2,ng/g
I80,10/19/2015 10:21,Azinphos-methyl,< MDL,,217,ng/g
I80,10/19/2015 10:21,Azinphos-methyl oxygen analog,< MDL,,217,ng/g
I80,10/19/2015 10:21,Azoxystrobin,< MDL,,71.7,ng/g
I80,10/19/2015 10:21,Benfluralin,< MDL,,46.2,ng/g
I80,10/19/2015 10:21,Bifenthrin,< MDL,,16.2,ng/g
I80,10/19/2015 10:21,Boscalid,< MDL,,64.7,ng/g
I80,10/19/2015 10:21,Bromoconazole,< MDL,,74,ng/g
I80,10/19/2015 10:21,Butralin,< MDL,,60.1,ng/g
I80,10/19/2015 10:21,Butylate,< MDL,,41.6,ng/g
I80,10/19/2015 10:21,Captan,< MDL,,236,ng/g
I80,10/19/2015 10:21,Carbaryl,< MDL,,150,ng/g
I80,10/19/2015 10:21,Carbofuran,< MDL,,71.7,ng/g
I80,10/19/2015 10:21,Chlorothalonil,< MDL,,94.8,ng/g
I80,10/19/2015 10:21,Chlorpyrifos,< MDL,,48.5,ng/g
I80,10/19/2015 10:21,Chlorpyrifos oxon,< MDL,,116,ng/g
I80,10/19/2015 10:21,Clomazone,< MDL,,57.8,ng/g
I80,10/19/2015 10:21,Coumaphos,< MDL,,71.7,ng/g
I80,10/19/2015 10:21,Cycloate,< MDL,,25.4,ng/g
I80,10/19/2015 10:21,Cyfluthrin,< MDL,,23.1,ng/g
I80,10/19/2015 10:21,Cyhalofop-butyl,< MDL,,43.9,ng/g
I80,10/19/2015 10:21,Cyhalothrin (all isomers),< MDL,,11.6,ng/g
I80,10/19/2015 10:21,Cypermethrin,< MDL,,23.1,ng/g
I80,10/19/2015 10:21,Cyproconazole,< MDL,,109,ng/g
I80,10/19/2015 10:21,Cyprodinil,< MDL,,171,ng/g
I80,10/19/2015 10:21,DCPA,< MDL,,46.2,ng/g
I80,10/19/2015 10:21,Deltamethrin,< MDL,,13.9,ng/g
I80,10/19/2015 10:21,Diazinon,< MDL,,20.8,ng/g
I80,10/19/2015 10:21,Diazoxon,< MDL,,116,ng/g
I80,10/19/2015 10:21,Difenoconazole,< MDL,,243,ng/g
I80,10/19/2015 10:21,Dimethomorph,< MDL,,139,ng/g
I80,10/19/2015 10:21,Dithiopyr,< MDL,,37,ng/g
I80,10/19/2015 10:21,EPTC,< MDL,,34.7,ng/g
I80,10/19/2015 10:21,Esfenvalerate,< MDL,,11.6,ng/g
I80,10/19/2015 10:21,Ethalfluralin,< MDL,,69.3,ng/g
I80,10/19/2015 10:21,Etofenprox,< MDL,,50.8,ng/g
I80,10/19/2015 10:21,Famoxadone,< MDL,,57.8,ng/g
I80,10/19/2015 10:21,Fenamidone,< MDL,,118,ng/g
I80,10/19/2015 10:21,Fenarimol,< MDL,,150,ng/g
I80,10/19/2015 10:21,Fenbuconazole,< MDL,,120,ng/g
I80,10/19/2015 10:21,Fenhexamid,< MDL,,176,ng/g
I80,10/19/2015 10:21,Fenpropathrin,< MDL,,13.9,ng/g
I80,10/19/2015 10:21,Fenpyroximate,< MDL,,120,ng/g
I80,10/19/2015 10:21,Fenthion,< MDL,,127,ng/g
I80,10/19/2015 10:21,Fipronil,< MDL,,67,ng/g
I80,10/19/2015 10:21,Desulfinylfipronil,< MDL,,37,ng/g
I80,10/19/2015 10:21,Desulfinylfipronil amide,< MDL,,74,ng/g
I80,10/19/2015 10:21,Fipronil sulfide,< MDL,,41.6,ng/g
I80,10/19/2015 10:21,Fipronil sulfone,< MDL,,80.9,ng/g
I80,10/19/2015 10:21,Fluazinam,< MDL,,102,ng/g
I80,10/19/2015 10:21,Fludioxonil,< MDL,,169,ng/g
I80,10/19/2015 10:21,Flufenacet,< MDL,,109,ng/g
I80,10/19/2015 10:21,Flumetralin,< MDL,,134,ng/g
I80,10/19/2015 10:21,Fluopicolide,< MDL,,90.1,ng/g
I80,10/19/2015 10:21,Fluoxastrobin,< MDL,,220,ng/g
I80,10/19/2015 10:21,Flusilazole,< MDL,,104,ng/g
I80,10/19/2015 10:21,Flutolanil,< MDL,,102,ng/g
I80,10/19/2015 10:21,Flutriafol,< MDL,,97.1,ng/g
I80,10/19/2015 10:21,Fluxapyroxad,< MDL,,111,ng/g
I80,10/19/2015 10:21,Hexazinone,< MDL,,194,ng/g
I80,10/19/2015 10:21,Imazalil,< MDL,,243,ng/g
I80,10/19/2015 10:21,Indoxacarb,< MDL,,113,ng/g
I80,10/19/2015 10:21,Ipconazole,< MDL,,180,ng/g
I80,10/19/2015 10:21,Iprodione,< MDL,,102,ng/g
I80,10/19/2015 10:21,Kresoxim-methyl,< MDL,,92.5,ng/g
I80,10/19/2015 10:21,Malathion,< MDL,,85.5,ng/g
I80,10/19/2015 10:21,Malaoxon,< MDL,,116,ng/g
I80,10/19/2015 10:21,Metalaxyl,< MDL,,118,ng/g
I80,10/19/2015 10:21,Metconazole,< MDL,,120,ng/g
I80,10/19/2015 10:21,Methidathion,< MDL,,166,ng/g
I80,10/19/2015 10:21,Methoprene,< MDL,,148,ng/g
I80,10/19/2015 10:21,Methyl parathion,< MDL,,78.6,ng/g
I80,10/19/2015 10:21,Metolachlor,< MDL,,34.7,ng/g
I80,10/19/2015 10:21,Molinate,< MDL,,74,ng/g
I80,10/19/2015 10:21,Myclobutanil,< MDL,,139,ng/g
I80,10/19/2015 10:21,Napropamide,< MDL,,190,ng/g
I80,10/19/2015 10:21,Novaluron,< MDL,,67,ng/g
I80,10/19/2015 10:21,Oxadiazon,< MDL,,48.5,ng/g
I80,10/19/2015 10:21,Oxyfluorfen,< MDL,,71.7,ng/g
I80,10/19/2015 10:21,"p,p'-DDD",< MDL,,94.8,ng/g
I80,10/19/2015 10:21,"p,p'-DDE",< MDL,,83.2,ng/g
I80,10/19/2015 10:21,"p,p'-DDT",< MDL,,92.5,ng/g
I80,10/19/2015 10:21,Paclobutrazol,< MDL,,143,ng/g
I80,10/19/2015 10:21,Piperonyl butoxide,< MDL,,53.2,ng/g
I80,10/19/2015 10:21,Pentachloroanisole,< MDL,,109,ng/g
I80,10/19/2015 10:21,Pentachloronitrobenzene,< MDL,,71.7,ng/g
I80,10/19/2015 10:21,Pebulate,< MDL,,53.2,ng/g
I80,10/19/2015 10:21,Pendimethalin,< MDL,,53.2,ng/g
I80,10/19/2015 10:21,Permethrin,< MDL,,13.9,ng/g
I80,10/19/2015 10:21,Phenothrin,< MDL,,23.1,ng/g
I80,10/19/2015 10:21,Phosmet,< MDL,,102,ng/g
I80,10/19/2015 10:21,Picoxystrobin,< MDL,,97.1,ng/g
I80,10/19/2015 10:21,Prodiamine,< MDL,,120,ng/g
I80,10/19/2015 10:21,Prometon,< MDL,,57.8,ng/g
I80,10/19/2015 10:21,Prometryn,< MDL,,41.6,ng/g
I80,10/19/2015 10:21,Propanil,< MDL,,233,ng/g
I80,10/19/2015 10:21,Propargite,< MDL,,141,ng/g
I80,10/19/2015 10:21,Propiconazole,< MDL,,116,ng/g
I80,10/19/2015 10:21,Propyzamide,< MDL,,116,ng/g
I80,10/19/2015 10:21,Pyraclostrobin,< MDL,,67,ng/g
I80,10/19/2015 10:21,Pyridaben,< MDL,,125,ng/g
I80,10/19/2015 10:21,Pyrimethanil,< MDL,,94.8,ng/g
I80,10/19/2015 10:21,Quinoxyfen,< MDL,,76.3,ng/g
I80,10/19/2015 10:21,Resmethrin,< MDL,,23.1,ng/g
I80,10/19/2015 10:21,Sedaxane,< MDL,,120,ng/g
I80,10/19/2015 10:21,Simazine,< MDL,,116,ng/g
I80,10/19/2015 10:21,tau-Fluvalinate,< MDL,,16.2,ng/g
I80,10/19/2015 10:21,Tebuconazole,< MDL,,85.5,ng/g
I80,10/19/2015 10:21,Tebupirimfos,< MDL,,43.9,ng/g
I80,10/19/2015 10:21,Tebupirimfos oxon,< MDL,,64.7,ng/g
I80,10/19/2015 10:21,Tefluthrin,< MDL,,13.9,ng/g
I80,10/19/2015 10:21,Tetraconazole,< MDL,,129,ng/g
