SampleID,Genus,BV.Density,,Year,Month,StationCode,Region,WYType,FlowPulseType,FlowPulseCategory,ActionPhase
STTD.2014.08.21,Cyclotella,99494.7984,,2014,Aug,STTD,Upstream,C,NF,Low,Before
STTD.2014.08.21,Eucapsis,106031.6928,,2014,Aug,STTD,Upstream,C,NF,Low,Before
LIS.2014.08.21,Cyclotella,205464.0663,,2014,Aug,LIS,Upstream,C,NF,Low,Before
LIS.2014.08.21,Eucapsis,58346.2528,,2014,Aug,LIS,Upstream,C,NF,Low,Before
LIS.2014.08.21,Nitzschia,42375.984,,2014,Aug,LIS,Upstream,C,NF,Low,Before
LIS.2014.08.21,Sphaerospermopsis,312989.5223,,2014,Aug,LIS,Upstream,C,NF,Low,Before
RCS.2014.08.27,Aulacoseira,223988.5728,,2014,Aug,RCS,Upstream,C,NF,Low,Before
RCS.2014.08.27,Cyclotella,1778474.448,,2014,Aug,RCS,Upstream,C,NF,Low,Before
RCS.2014.08.27,Diploneis,118052.5968,,2014,Aug,RCS,Upstream,C,NF,Low,Before
RCS.2014.08.27,Eucapsis,136255.68,,2014,Aug,RCS,Upstream,C,NF,Low,Before
RCS.2014.08.27,Fragilaria,380187.1296,,2014,Aug,RCS,Upstream,C,NF,Low,Before
RD22.2014.08.27,Carteria,6012813.014,,2014,Aug,RD22,Upstream,C,NF,Low,Before
RD22.2014.08.27,Chlorella,19909.0944,,2014,Aug,RD22,Upstream,C,NF,Low,Before
RD22.2014.08.27,Cyclotella,180810.912,,2014,Aug,RD22,Upstream,C,NF,Low,Before
RD22.2014.08.27,Eucapsis,77264.1024,,2014,Aug,RD22,Upstream,C,NF,Low,Before
RD22.2014.08.27,Monoraphidium,3975.0624,,2014,Aug,RD22,Upstream,C,NF,Low,Before
RD22.2014.08.27,Nitzschia,18471.4656,,2014,Aug,RD22,Upstream,C,NF,Low,Before
STTD.2014.08.27,Bacillaria,463314.3552,,2014,Aug,STTD,Upstream,C,NF,Low,Before
STTD.2014.08.27,Chlorella,14931.8208,,2014,Aug,STTD,Upstream,C,NF,Low,Before
STTD.2014.08.27,Cyclotella,141514.4736,,2014,Aug,STTD,Upstream,C,NF,Low,Before
STTD.2014.08.27,Encyonema,79337.9664,,2014,Aug,STTD,Upstream,C,NF,Low,Before
STTD.2014.08.27,Eucapsis,192120.5088,,2014,Aug,STTD,Upstream,C,NF,Low,Before
STTD.2014.08.27,Hippodonta,89596.5552,,2014,Aug,STTD,Upstream,C,NF,Low,Before
STTD.2014.08.27,Nitzschia,17572.4784,,2014,Aug,STTD,Upstream,C,NF,Low,Before
LIB.2014.08.27,Chlorella,13272.7296,,2014,Aug,LIB,Downstream,C,NF,Low,Before
LIB.2014.08.27,Eucapsis,51088.9984,,2014,Aug,LIB,Downstream,C,NF,Low,Before
LIB.2014.08.27,Nitzschia,172365.312,,2014,Aug,LIB,Downstream,C,NF,Low,Before
LIB.2014.08.27,Pleurosigma,907620.48,,2014,Aug,LIB,Downstream,C,NF,Low,Before
RYI.2014.08.27,Achnanthidium,1944.943,,2014,Aug,RYI,Downstream,C,NF,Low,Before
RYI.2014.08.27,Amphora,38444.406,,2014,Aug,RYI,Downstream,C,NF,Low,Before
RYI.2014.08.27,Chlorella,2654.652,,2014,Aug,RYI,Downstream,C,NF,Low,Before
RYI.2014.08.27,Chrysococcus,9204.195,,2014,Aug,RYI,Downstream,C,NF,Low,Before
RYI.2014.08.27,Cyclotella,15928.913,,2014,Aug,RYI,Downstream,C,NF,Low,Before
RYI.2014.08.27,Encyonema,6430.424,,2014,Aug,RYI,Downstream,C,NF,Low,Before
RYI.2014.08.27,Eucapsis,22996.974,,2014,Aug,RYI,Downstream,C,NF,Low,Before
RYI.2014.08.27,Microcystis,285330.045,,2014,Aug,RYI,Downstream,C,NF,Low,Before
RYI.2014.08.27,Navicula,31857.826,,2014,Aug,RYI,Downstream,C,NF,Low,Before
RYI.2014.08.27,Nitzschia,25427.402,,2014,Aug,RYI,Downstream,C,NF,Low,Before
RYI.2014.08.27,Thalassiosira,301359.058,,2014,Aug,RYI,Downstream,C,NF,Low,Before
RVB.2014.08.27,Chlamydomonas,27612.585,,2014,Aug,RVB,Downstream,C,NF,Low,Before
RVB.2014.08.27,Chlorella,2156.154,,2014,Aug,RVB,Downstream,C,NF,Low,Before
RVB.2014.08.27,Cyclotella,80156.076,,2014,Aug,RVB,Downstream,C,NF,Low,Before
RVB.2014.08.27,Eucapsis,23915.892,,2014,Aug,RVB,Downstream,C,NF,Low,Before
RVB.2014.08.27,Microcystis,30189.159,,2014,Aug,RVB,Downstream,C,NF,Low,Before
RVB.2014.08.27,Navicula,11475.464,,2014,Aug,RVB,Downstream,C,NF,Low,Before
RVB.2014.08.27,Nitzschia,5875.87,,2014,Aug,RVB,Downstream,C,NF,Low,Before
STTD.2014.09.04,Achnanthidium,25372.7304,,2014,Sep,STTD,Upstream,C,NF,Low,Before
STTD.2014.09.04,Cyclotella,165406.0872,,2014,Sep,STTD,Upstream,C,NF,Low,Before
STTD.2014.09.04,Diploneis,232321.7696,,2014,Sep,STTD,Upstream,C,NF,Low,Before
STTD.2014.09.04,Eucapsis,137892.1104,,2014,Sep,STTD,Upstream,C,NF,Low,Before
STTD.2014.09.04,Microcystis,17656.6208,,2014,Sep,STTD,Upstream,C,NF,Low,Before
STTD.2014.09.04,Monoraphidium,9694.5104,,2014,Sep,STTD,Upstream,C,NF,Low,Before
LIS.2014.09.04,Chlamydomonas,6696.5562,,2014,Sep,LIS,Upstream,C,NF,Low,Before
LIS.2014.09.04,Cyclotella,60812.8716,,2014,Sep,LIS,Upstream,C,NF,Low,Before
LIS.2014.09.04,Diploneis,58612.3839,,2014,Sep,LIS,Upstream,C,NF,Low,Before
LIS.2014.09.04,Dolichospermum,30404.7675,,2014,Sep,LIS,Upstream,C,NF,Low,Before
LIS.2014.09.04,Eucapsis,53388.9366,,2014,Sep,LIS,Upstream,C,NF,Low,Before
LIS.2014.09.10,Bacillaria,13017.7449,,2014,Sep,LIS,Upstream,C,NF,Low,During
LIS.2014.09.10,Chlamydomonas,4424.3316,,2014,Sep,LIS,Upstream,C,NF,Low,During
LIS.2014.09.10,Chlorella,3833.7534,,2014,Sep,LIS,Upstream,C,NF,Low,During
LIS.2014.09.10,Cyclotella,238928.9211,,2014,Sep,LIS,Upstream,C,NF,Low,During
LIS.2014.09.10,Eucapsis,48704.3502,,2014,Sep,LIS,Upstream,C,NF,Low,During
LIS.2014.09.10,Geitlerinema,17085.0603,,2014,Sep,LIS,Upstream,C,NF,Low,During
LIS.2014.09.10,Microcystis,15340.0185,,2014,Sep,LIS,Upstream,C,NF,Low,During
LIS.2014.09.10,Monoraphidium,9934.7265,,2014,Sep,LIS,Upstream,C,NF,Low,During
LIS.2014.09.10,Navicula,44905.6311,,2014,Sep,LIS,Upstream,C,NF,Low,During
LIS.2014.09.10,Nitzschia,46679.034,,2014,Sep,LIS,Upstream,C,NF,Low,During
LIS.2014.09.10,Oocystis,3500.0934,,2014,Sep,LIS,Upstream,C,NF,Low,During
RVB.2014.09.13,Aphanizomenon,74907.261,,2014,Sep,RVB,Downstream,C,NF,Low,During
RVB.2014.09.13,Cocconeis,8086.65,,2014,Sep,RVB,Downstream,C,NF,Low,During
RVB.2014.09.13,Eucapsis,8324.316,,2014,Sep,RVB,Downstream,C,NF,Low,During
RVB.2014.09.13,Microcystis,107818.425,,2014,Sep,RVB,Downstream,C,NF,Low,During
RVB.2014.09.13,Plagioselmis,12628.044,,2014,Sep,RVB,Downstream,C,NF,Low,During
RCS.2014.09.18,Aulacoseira,53756.1256,,2014,Sep,RCS,Upstream,C,NF,Low,During
RCS.2014.09.18,Cyclotella,215026.0038,,2014,Sep,RCS,Upstream,C,NF,Low,During
RCS.2014.09.18,Eucapsis,29694.6892,,2014,Sep,RCS,Upstream,C,NF,Low,During
RCS.2014.09.18,Navicula,68412.7924,,2014,Sep,RCS,Upstream,C,NF,Low,During
RCS.2014.09.18,Nitzschia,533969.9072,,2014,Sep,RCS,Upstream,C,NF,Low,During
RCS.2014.09.18,Ulnaria,239242.0844,,2014,Sep,RCS,Upstream,C,NF,Low,During
RD22.2014.09.18,Cyclotella,171231.06,,2014,Sep,RD22,Upstream,C,NF,Low,During
RD22.2014.09.18,Eucapsis,41665.624,,2014,Sep,RD22,Upstream,C,NF,Low,During
RD22.2014.09.18,Monoraphidium,785.785,,2014,Sep,RD22,Upstream,C,NF,Low,During
RD22.2014.09.18,Nitzschia,51726.675,,2014,Sep,RD22,Upstream,C,NF,Low,During
LIB.2014.09.18,Cocconeis,40438.7076,,2014,Sep,LIB,Downstream,C,NF,Low,During
LIB.2014.09.18,Cyclotella,20924.2611,,2014,Sep,LIB,Downstream,C,NF,Low,During
LIB.2014.09.18,Epithemia,53733.6046,,2014,Sep,LIB,Downstream,C,NF,Low,During
LIB.2014.09.18,Eucapsis,15501.955,,2014,Sep,LIB,Downstream,C,NF,Low,During
LIB.2014.09.18,Microcystis,559117.6065,,2014,Sep,LIB,Downstream,C,NF,Low,During
LIB.2014.09.18,Plagioselmis,32493.2988,,2014,Sep,LIB,Downstream,C,NF,Low,During
LIB.2014.09.18,Planktolyngbya,432.4032,,2014,Sep,LIB,Downstream,C,NF,Low,During
LIB.2014.09.18,Ulnaria,33517.2536,,2014,Sep,LIB,Downstream,C,NF,Low,During
RCS.2014.09.24,Carteria,1029166.558,,2014,Sep,RCS,Upstream,C,NF,Low,After
RCS.2014.09.24,Chlorella,188258.43,,2014,Sep,RCS,Upstream,C,NF,Low,After
RCS.2014.09.24,Cyclotella,447790.9488,,2014,Sep,RCS,Upstream,C,NF,Low,After
RCS.2014.09.24,Cymbella,367758.0828,,2014,Sep,RCS,Upstream,C,NF,Low,After
RCS.2014.09.24,Eucapsis,109093.6616,,2014,Sep,RCS,Upstream,C,NF,Low,After
RCS.2014.09.24,Nitzschia,364666.5088,,2014,Sep,RCS,Upstream,C,NF,Low,After
RCS.2014.09.24,Plagioselmis,237875.1216,,2014,Sep,RCS,Upstream,C,NF,Low,After
RCS.2014.09.24,Planothidium,33982.7452,,2014,Sep,RCS,Upstream,C,NF,Low,After
RD22.2014.09.24,Cyclotella,19372.2983,,2014,Sep,RD22,Upstream,C,NF,Low,After
RD22.2014.09.24,Eucapsis,22271.44275,,2014,Sep,RD22,Upstream,C,NF,Low,After
RD22.2014.09.24,Nitzschia,87200.6796,,2014,Sep,RD22,Upstream,C,NF,Low,After
LIB.2014.09.24,Aphanizomenon,53281.6482,,2014,Sep,LIB,Downstream,C,NF,Low,After
LIB.2014.09.24,Cocconeis,24129.5858,,2014,Sep,LIB,Downstream,C,NF,Low,After
LIB.2014.09.24,Cyclotella,11947.4804,,2014,Sep,LIB,Downstream,C,NF,Low,After
LIB.2014.09.24,Eucapsis,7292.5204,,2014,Sep,LIB,Downstream,C,NF,Low,After
LIB.2014.09.24,Microcystis,166434.3408,,2014,Sep,LIB,Downstream,C,NF,Low,After
LIB.2014.09.24,Navicula,24218.1802,,2014,Sep,LIB,Downstream,C,NF,Low,After
LIB.2014.09.24,Ulnaria,835194.4248,,2014,Sep,LIB,Downstream,C,NF,Low,After
RVB.2014.09.24,Aphanizomenon,43914.0702,,2014,Sep,RVB,Downstream,C,NF,Low,After
RVB.2014.09.24,Chlorella,796.3956,,2014,Sep,RVB,Downstream,C,NF,Low,After
RVB.2014.09.24,Eucapsis,5860.0542,,2014,Sep,RVB,Downstream,C,NF,Low,After
RVB.2014.09.24,Microcystis,26450.7243,,2014,Sep,RVB,Downstream,C,NF,Low,After
STTD.2014.09.29,Anabaenopsis,1041567.427,,2014,Sep,STTD,Upstream,C,NF,Low,After
STTD.2014.09.29,Aphanizomenon,110826.9162,,2014,Sep,STTD,Upstream,C,NF,Low,After
STTD.2014.09.29,Aulacoseira,4123330.111,,2014,Sep,STTD,Upstream,C,NF,Low,After
STTD.2014.09.29,Chlorella,4778.3736,,2014,Sep,STTD,Upstream,C,NF,Low,After
STTD.2014.09.29,Eucapsis,18848.6298,,2014,Sep,STTD,Upstream,C,NF,Low,After
STTD.2014.09.29,Microcystis,4590.9864,,2014,Sep,STTD,Upstream,C,NF,Low,After
STTD.2014.09.29,Nitzschia,36999.963,,2014,Sep,STTD,Upstream,C,NF,Low,After
STTD.2014.09.29,Ochromonas,15498.1827,,2014,Sep,STTD,Upstream,C,NF,Low,After
STTD.2014.10.02,Aphanizomenon,1405323.076,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.02,Cyclotella,211328.5332,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.02,Eucapsis,86302.0048,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.02,Pleurosigma,54268.3844,,2014,Oct,STTD,Upstream,C,NF,Low,After
LIS.2014.10.02,Cyclotella,12914.2921,,2014,Oct,LIS,Upstream,C,NF,Low,After
LIS.2014.10.02,Eucapsis,14583.0982,,2014,Oct,LIS,Upstream,C,NF,Low,After
LIS.2014.10.02,Euglena,27734.6115,,2014,Oct,LIS,Upstream,C,NF,Low,After
LIS.2014.10.02,Monoraphidium,10689.968,,2014,Oct,LIS,Upstream,C,NF,Low,After
LIS.2014.10.02,Nitzschia,90441.3332,,2014,Oct,LIS,Upstream,C,NF,Low,After
STTD.2014.10.06,Aphanocapsa,2586.584,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.06,Aulacoseira,101123.022,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.06,Carteria,73738.665,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.06,Chlamydomonas,14393.379,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.06,Chlorella,2654.652,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.06,Chrysococcus,65545.48,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.06,Cyclotella,446009.564,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.06,Dolichospermum,15927.912,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.06,Eucapsis,29599.57,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.06,Microcystis,9204.195,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.06,Nitzschia,9006.998,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.06,Planktothrix,24151.127,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.06,Pseudanabaena,27301.274,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.06,Thalassiosira,223212.99,,2014,Oct,STTD,Upstream,C,NF,Low,After
RCS.2014.10.07,Aulacoseira,557919.8271,,2014,Oct,RCS,Upstream,C,NF,Low,After
RCS.2014.10.07,Chrysococcus,131354.7402,,2014,Oct,RCS,Upstream,C,NF,Low,After
RCS.2014.10.07,Cyclotella,996226.5929,,2014,Oct,RCS,Upstream,C,NF,Low,After
RCS.2014.10.07,Eucapsis,33444.05625,,2014,Oct,RCS,Upstream,C,NF,Low,After
RCS.2014.10.07,Fragilaria,703671.952,,2014,Oct,RCS,Upstream,C,NF,Low,After
RCS.2014.10.07,Nitzschia,135275.2394,,2014,Oct,RCS,Upstream,C,NF,Low,After
RCS.2014.10.07,Oocystis,28928.0952,,2014,Oct,RCS,Upstream,C,NF,Low,After
RD22.2014.10.07,Cyclotella,181264.941,,2014,Oct,RD22,Upstream,C,NF,Low,After
RD22.2014.10.07,Eucapsis,13321.737,,2014,Oct,RD22,Upstream,C,NF,Low,After
RD22.2014.10.07,Fragilaria,58643.442,,2014,Oct,RD22,Upstream,C,NF,Low,After
RD22.2014.10.07,Melosira,394366.401,,2014,Oct,RD22,Upstream,C,NF,Low,After
RD22.2014.10.07,Nitzschia,20714.265,,2014,Oct,RD22,Upstream,C,NF,Low,After
RD22.2014.10.07,Pleurosigma,221428.35,,2014,Oct,RD22,Upstream,C,NF,Low,After
STTD.2014.10.07,Aphanizomenon,480402.3438,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.07,Chlorella,8871.8886,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.07,Chrysococcus,11833.0455,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.07,Cyclotella,19676.701,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.07,Encyonema,27315.7394,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.07,Eucapsis,27883.90575,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.07,Goniochloris,15063.1645,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.07,Microcystis,106497.4095,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.07,Navicula,10001.7868,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.07,Nitzschia,10133.0506,,2014,Oct,STTD,Upstream,C,NF,Low,After
LIB.2014.10.07,Aphanizomenon,23050.7964,,2014,Oct,LIB,Downstream,C,NF,Low,After
LIB.2014.10.07,Chlorella,1194.4608,,2014,Oct,LIB,Downstream,C,NF,Low,After
LIB.2014.10.07,Eucapsis,4746.7656,,2014,Oct,LIB,Downstream,C,NF,Low,After
LIB.2014.10.07,Fragilaria,8795.4112,,2014,Oct,LIB,Downstream,C,NF,Low,After
LIB.2014.10.07,Microcystis,5738.096,,2014,Oct,LIB,Downstream,C,NF,Low,After
LIB.2014.10.07,Sphaerocystis,66262.848,,2014,Oct,LIB,Downstream,C,NF,Low,After
RVB.2014.10.07,Chlorella,76015.8672,,2014,Oct,RVB,Downstream,C,NF,Low,After
RVB.2014.10.07,Cryptomonas,98035.6542,,2014,Oct,RVB,Downstream,C,NF,Low,After
RVB.2014.10.07,Cyclotella,327788.74,,2014,Oct,RVB,Downstream,C,NF,Low,After
RVB.2014.10.07,Eucapsis,48850.964,,2014,Oct,RVB,Downstream,C,NF,Low,After
RVB.2014.10.07,Microcystis,37651.686,,2014,Oct,RVB,Downstream,C,NF,Low,After
RVB.2014.10.07,Nitzschia,38959.9746,,2014,Oct,RVB,Downstream,C,NF,Low,After
RVB.2014.10.07,Plagioselmis,32580.2762,,2014,Oct,RVB,Downstream,C,NF,Low,After
STTD.2014.10.13,Carteria,16386.37,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.13,Diploneis,9285.276,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.13,Eucapsis,40431.391,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.13,Navicula,15928.913,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.13,Nitzschia,136599.463,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.13,Ulnaria,27204.177,,2014,Oct,STTD,Upstream,C,NF,Low,After
LIS.2014.10.13,Chlorella,26545.4592,,2014,Oct,LIS,Upstream,C,NF,Low,After
LIS.2014.10.13,Chrysococcus,46019.136,,2014,Oct,LIS,Upstream,C,NF,Low,After
LIS.2014.10.13,Cyclotella,314476.608,,2014,Oct,LIS,Upstream,C,NF,Low,After
LIS.2014.10.13,Eucapsis,64693.296,,2014,Oct,LIS,Upstream,C,NF,Low,After
LIS.2014.10.13,Goniochloris,57039.7056,,2014,Oct,LIS,Upstream,C,NF,Low,After
LIS.2014.10.13,Nitzschia,68908.5888,,2014,Oct,LIS,Upstream,C,NF,Low,After
LIS.2014.10.13,Planktolyngbya,11173.216,,2014,Oct,LIS,Upstream,C,NF,Low,After
LIS.2014.10.13,Scenedesmus,3498.3552,,2014,Oct,LIS,Upstream,C,NF,Low,After
LIS.2014.10.23,Chlorella,12520.872,,2014,Oct,LIS,Upstream,C,NF,Low,After
LIS.2014.10.23,Cyclotella,22390.641,,2014,Oct,LIS,Upstream,C,NF,Low,After
LIS.2014.10.23,Eucapsis,18998.7525,,2014,Oct,LIS,Upstream,C,NF,Low,After
STTD.2014.10.23,Aulacoseira,7490833.676,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.23,Chlorella,7963.4256,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.23,Eucapsis,16704.95175,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.23,Microcystis,15302.2688,,2014,Oct,STTD,Upstream,C,NF,Low,After
LIS.2014.10.27,Aulacoseira,1235644.41,,2014,Oct,LIS,Upstream,C,NF,Low,After
LIS.2014.10.27,Cocconeis,27053.026,,2014,Oct,LIS,Upstream,C,NF,Low,After
LIS.2014.10.27,Eucapsis,19572.0525,,2014,Oct,LIS,Upstream,C,NF,Low,After
LIS.2014.10.27,Microcystis,15303.288,,2014,Oct,LIS,Upstream,C,NF,Low,After
LIS.2014.10.27,Nitzschia,148548.4,,2014,Oct,LIS,Upstream,C,NF,Low,After
LIS.2014.10.27,Pleurosigma,137086.95,,2014,Oct,LIS,Upstream,C,NF,Low,After
LIS.2014.10.27,Ulnaria,416755.339,,2014,Oct,LIS,Upstream,C,NF,Low,After
STTD.2014.10.27,Aulacoseira,3995117.299,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.27,Chlorella,11945.1384,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.27,Cyclotella,73958.964,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.27,Eucapsis,32430.24,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.27,Microcystis,41416.119,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.10.27,Navicula,34338.5194,,2014,Oct,STTD,Upstream,C,NF,Low,After
STTD.2014.11.05,Chlorella,14334.3252,,2014,Nov,STTD,Upstream,C,NF,Low,After
STTD.2014.11.05,Cyclotella,14723.4924,,2014,Nov,STTD,Upstream,C,NF,Low,After
STTD.2014.11.05,Eucapsis,44856.02405,,2014,Nov,STTD,Upstream,C,NF,Low,After
STTD.2014.11.05,Microcystis,66266.526,,2014,Nov,STTD,Upstream,C,NF,Low,After
STTD.2014.11.05,Navicula,39518.4878,,2014,Nov,STTD,Upstream,C,NF,Low,After
STTD.2014.11.05,Nitzschia,20595.2327,,2014,Nov,STTD,Upstream,C,NF,Low,After
STTD.2014.11.05,Plagioselmis,107514.6458,,2014,Nov,STTD,Upstream,C,NF,Low,After
STTD.2015.07.15,Chlorella,2875.2576,,2015,Jul,STTD,Upstream,C,NF,High,Before
STTD.2015.07.15,Cyclotella,55470.7008,,2015,Jul,STTD,Upstream,C,NF,High,Before
STTD.2015.07.15,Eucapsis,38244.1792,,2015,Jul,STTD,Upstream,C,NF,High,Before
LIS.2015.07.15,Actinastrum,49461.1872,,2015,Jul,LIS,Upstream,C,NF,High,Before
LIS.2015.07.15,Aphanizomenon,1094609.818,,2015,Jul,LIS,Upstream,C,NF,High,Before
LIS.2015.07.15,Cyclotella,51309.8352,,2015,Jul,LIS,Upstream,C,NF,High,Before
LIS.2015.07.15,Eucapsis,30406.0368,,2015,Jul,LIS,Upstream,C,NF,High,Before
LIS.2015.07.15,Microcystis,362400.696,,2015,Jul,LIS,Upstream,C,NF,High,Before
LIS.2015.07.15,Nitzschia,38609.5296,,2015,Jul,LIS,Upstream,C,NF,High,Before
LIS.2015.07.21,Chlorella,3450.3321,,2015,Jul,LIS,Upstream,C,NF,High,Before
LIS.2015.07.21,Cyclotella,51658.8887,,2015,Jul,LIS,Upstream,C,NF,High,Before
LIS.2015.07.21,Eucapsis,49670.9689,,2015,Jul,LIS,Upstream,C,NF,High,Before
STTD.2015.07.28,Aphanizomenon,686863.7568,,2015,Jul,STTD,Upstream,C,NF,High,Before
STTD.2015.07.28,Chlorella,2156.4432,,2015,Jul,STTD,Upstream,C,NF,High,Before
STTD.2015.07.28,Cyclotella,18490.2336,,2015,Jul,STTD,Upstream,C,NF,High,Before
STTD.2015.07.28,Eucapsis,28842.6624,,2015,Jul,STTD,Upstream,C,NF,High,Before
STTD.2015.07.28,Microcystis,200847.6288,,2015,Jul,STTD,Upstream,C,NF,High,Before
STTD.2015.07.28,Navicula,85848.5856,,2015,Jul,STTD,Upstream,C,NF,High,Before
STTD.2015.07.28,Nitzschia,37836.288,,2015,Jul,STTD,Upstream,C,NF,High,Before
STTD.2015.07.28,Plagioselmis,12942.4128,,2015,Jul,STTD,Upstream,C,NF,High,Before
LIS.2015.07.28,Aphanizomenon,47782.1448,,2015,Jul,LIS,Upstream,C,NF,High,Before
LIS.2015.07.28,Chlamydomonas,240216.9855,,2015,Jul,LIS,Upstream,C,NF,High,Before
LIS.2015.07.28,Chlorella,58655.6457,,2015,Jul,LIS,Upstream,C,NF,High,Before
LIS.2015.07.28,Cyclotella,34022.857,,2015,Jul,LIS,Upstream,C,NF,High,Before
LIS.2015.07.28,Eucapsis,58961.9415,,2015,Jul,LIS,Upstream,C,NF,High,Before
