"","s.d","Acanthocyclops vernalis adult","Acanthocyclops vernalis copepodid","Acartia copepodid","Acartiella sinensis","Alona","Alonella","Anchistropus sp.","Arctodiaptomus dorsalis","Baby clam","Baby snail","Barnacles","Bosmina","Calanoid copepodids","Camptocercus","Ceriodaphnia","Chydorus","Cladocera nauplii","Clam","Copepod nauplii","Corophium spp.","Cyclopoid adult","Cyclopoid copepodid","Daphnia","Diacyclops thomasi","Diaphanosoma","Diaptomus copepodid","Diaptomus spp.","Disparalona","Ectocyclops phaleratus copepodid","Ergasilus sp.","Eucyclops agilis","Eucyclops elegans","Eucyclops pectinifer","Eucyclops phaleratus","Eucyclops prionophorus","Eucyclops spp.","Eurycercus","Eurycerus","Eurytemora affinis adult","Eurytemora affinis copepodid","Graptoleberis","Harpacticoids","Ilyocryptus","Insect larvae","Kurzia","Larval Fish","Leptodiaptomus siciloides","Leydigia","Limnoithona copepodid","Limnoithona spp.","Limnoithona tetraspina","Macrocyclops albidus","Macrocyclops spp.","Macrothrix","Mesocyclops edax","Microcyclops","Microcyclops rubellus","Moina","Monospilus","Monospilus dispar","Osphranticum copepodid","Osphranticum labronectum","Ostracods","Other Cyclopoids","Paracyclops chiltoni","Paracyclops fimbriatus","Paracyclops spp.","Picripleuroxus","Pleuroxus","Pseudochydorus globosus","Pseudochydorus sp.","Pseudodiaptomus forbesi adult","Pseudodiaptomus forbesi copepodid","Pseudodiaptomus spp.","Rotifers","Scapholeberis","Sida","Simocephalus","Sinocalanus doerrii adult","Sinocalanus doerrii copepodid","Skistodiaptomus pallidus adult","Tropocyclops prasinus","Tropocyclops sp.","UNIDENTIFIED"
"11","BL5_2015-10-13",NA,NA,NA,NA,NA,11.6872555125965,NA,NA,NA,NA,NA,11.6872555125965,2629.63249033422,NA,116.872555125965,NA,NA,NA,902.840488348083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2181387814913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.827208172237,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","BL5_2015-10-27",14.4509824619972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.78039298479887,635.843228327876,8.67058947719831,586.709887957086,NA,NA,NA,18.0637280774965,NA,NA,173.411789543966,2.89019649239944,NA,23.1215719391955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.67058947719831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7284333388973,NA,NA,NA,NA,NA,14.4509824619972,NA,NA,135.839235142774,NA,NA,12.2833350926976,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","BL5_2016-06-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4988.9934845692,8793.10101655321,124.72483711423,1122.52353402807,NA,NA,NA,6901.44098698739,NA,NA,374.17451134269,NA,NA,1746.14771959922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5749457047433,NA,NA,NA,NA,NA,NA,NA,NA,436.536929899805,NA,NA,5862.06734436881,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","BL5_2016-07-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18303.1012824892,11253.0178255304,NA,1220.20675216594,NA,NA,NA,65891.164616961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17625.208642397,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","BL5_2016-07-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.928134730309,194.955084206443,NA,38.9910168412886,NA,NA,NA,1013.7664378735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3548.18253255726,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","BL5_2016-08-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8880333201091,517.760666402182,NA,25.8880333201091,NA,NA,NA,4167.97336453756,NA,NA,25.8880333201091,NA,NA,207.104266560873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.7760666402182,NA,3960.86909797669,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BL5_2016-08-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.098555261815,1065.24638815454,NA,NA,NA,NA,NA,15499.3349476485,NA,NA,53.2623194077268,NA,NA,159.78695822318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10545.9392427299,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","BL5_2016-08-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553.785364928075,372.292682304588,NA,37.2292682304588,NA,NA,NA,1465.90243657432,NA,NA,13.9609755864221,NA,NA,32.5756097016515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5756097016515,NA,NA,NA,NA,NA,NA,NA,NA,13.9609755864221,NA,NA,12965.0926612573,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","BL5_2017-08-02",NA,NA,NA,NA,14.106154093044,NA,NA,NA,NA,NA,NA,NA,2581.42619902706,42.3184622791321,NA,28.2123081860881,NA,NA,447.505578124156,NA,NA,28.2123081860881,NA,NA,14.106154093044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.3184622791321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.0986749319368,NA,NA,NA,NA,28.2123081860881,NA,NA,NA,126.955386837396,NA,NA,2480.73744394913,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","BL5_2017-08-16",NA,NA,NA,NA,NA,13.7097242662245,NA,NA,NA,NA,NA,3.91706407606413,350.57723480774,13.7097242662245,NA,5.8755961140962,NA,NA,479.840349317856,NA,7.83412815212827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95853203803207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95853203803207,NA,NA,NA,NA,NA,NA,NA,NA,45.0462368747375,3.91706407606413,NA,NA,NA,NA,NA,NA,NA,13.7097242662245,NA,NA,139.055774700277,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","BL5_2017-08-30",NA,NA,NA,NA,13.5739327115876,NA,NA,NA,NA,NA,NA,40.7217981347627,3230.59598535784,40.7217981347627,13.5739327115876,13.5739327115876,NA,NA,1171.88285743373,NA,NA,54.2957308463503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5739327115876,NA,NA,NA,NA,NA,NA,NA,NA,63.345019320742,NA,NA,NA,NA,NA,NA,NA,NA,54.2957308463503,NA,NA,375.545471687256,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","BL5_2017-09-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0487292949065,6372.08276622797,44.0974585898129,132.292375769439,NA,NA,NA,1190.63138192495,NA,NA,154.341105064345,NA,NA,154.341105064345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0974585898129,NA,NA,NA,22.0487292949065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0487292949065,NA,NA,NA,192.926381330431,NA,NA,NA,NA,NA,NA,NA,22.0487292949065,198.438563654158,NA,NA,418.925856603223,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","BL5_2018-08-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3183530718714,5437.96286456763,NA,17.3183530718714,51.9550592156143,NA,NA,3775.40096966797,NA,NA,17.3183530718714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.9550592156143,17.3183530718714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1822748583238,NA,NA,NA,NA,NA,NA,NA,NA,51.9550592156143,NA,NA,635.006279301952,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","BL5_2018-08-08",12.5452243175486,NA,NA,NA,25.0904486350972,NA,NA,NA,NA,NA,NA,37.6356729526458,4265.37626796652,NA,25.0904486350972,37.6356729526458,NA,NA,1410.08321329246,NA,NA,112.907018857937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6356729526458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0361794540389,NA,NA,NA,12.5452243175486,NA,NA,NA,NA,100.361794540389,NA,NA,150.542691810583,NA,NA,12.5452243175486,NA,NA,NA,NA,NA,NA
"25","BL5_2018-08-13",10.9840676740605,NA,NA,NA,21.9681353481209,NA,NA,NA,NA,NA,NA,NA,2218.78167016021,NA,10.9840676740605,32.9522030221814,NA,NA,1133.55578396304,NA,NA,76.8884737184232,NA,NA,32.9522030221814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.9044060443627,10.9840676740605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.2980331139869,NA,NA,NA,NA,NA,NA,NA,NA,65.9044060443627,32.9522030221814,NA,158.170574506471,NA,NA,NA,NA,NA,10.9840676740605,NA,NA,NA
"26","BL5_2018-08-22",NA,NA,NA,NA,17.4581033988466,NA,NA,NA,NA,NA,NA,11.6387355992311,1187.15103112157,11.6387355992311,29.0968389980777,87.2905169942331,NA,NA,529.562469765014,NA,NA,29.0968389980777,5.81936779961554,NA,11.6387355992311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81936779961554,NA,NA,NA,NA,NA,NA,11.6387355992311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4581033988466,NA,NA,NA,NA,5.81936779961554,NA,NA,NA,11.6387355992311,NA,NA,1722.5328686862,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","BL5_2018-08-30",15.6078277675459,NA,NA,NA,31.2156555350918,NA,NA,NA,NA,NA,NA,46.8234833026377,4666.74050249623,NA,62.4313110701836,62.4313110701836,NA,NA,2138.27240415379,NA,NA,46.8234833026377,NA,NA,31.2156555350918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2156555350918,NA,NA,NA,NA,NA,NA,NA,NA,15.6078277675459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.862622140367,NA,NA,NA,NA,NA,15.6078277675459,NA,NA,NA,NA,NA,93.6469666052754,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","BL5_2018-09-05",NA,NA,NA,NA,12.7145497836397,NA,NA,NA,NA,NA,NA,NA,741.682070712316,38.1436493509191,12.7145497836397,16.9527330448529,NA,NA,214.55802759892,NA,NA,76.2872987018382,NA,NA,8.47636652242646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.47636652242646,4.23818326121323,4.23818326121323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64886453825827,NA,NA,NA,NA,16.9527330448529,NA,NA,NA,21.1909163060662,NA,NA,646.322947335018,NA,NA,4.23818326121323,NA,NA,NA,NA,NA,NA
"29","BL5_2018-09-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.0831830897313,604.930208266411,5.81663661794626,8.72495492691939,14.5415915448656,NA,NA,389.714653402399,NA,NA,37.8081380166507,NA,NA,26.1748647807582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81663661794626,2.90831830897313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.90831830897313,NA,NA,NA,NA,NA,NA,NA,NA,36.3539788621641,NA,NA,NA,NA,NA,NA,NA,NA,5.81663661794626,NA,NA,61.0746844884357,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","BL5_2018-09-19",6.00320740180914,NA,NA,NA,24.0128296072366,NA,6.00320740180914,NA,NA,NA,NA,198.105844259702,360.192444108548,30.0160370090457,18.0096222054274,6.00320740180914,NA,NA,8500.54168096174,NA,NA,486.25979954654,NA,NA,24.0128296072366,NA,NA,NA,NA,NA,NA,NA,NA,6.00320740180914,NA,NA,NA,NA,NA,NA,54.0288666162823,36.0192444108548,NA,NA,NA,NA,NA,6.00320740180914,NA,72.0384888217097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.230932930258,NA,NA,NA,NA,NA,NA,NA,NA,12.0064148036183,NA,NA,6963.7205860986,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","BL5_2018-09-27",10.791495873825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7489752429498,809.362190536873,NA,37.7702355583874,16.1872438107374,NA,NA,429.861252307361,NA,NA,26.9787396845624,NA,NA,5.39574793691248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.791495873825,10.791495873825,NA,NA,NA,NA,NA,NA,NA,NA,10.791495873825,NA,NA,NA,NA,NA,NA,NA,5.39574793691248,NA,NA,NA,23.3815743932874,NA,NA,NA,NA,NA,NA,NA,NA,70.1447231798623,NA,NA,89.9291322818747,NA,NA,NA,NA,NA,NA,10.791495873825,NA,NA
"32","BL5_2018-10-04",NA,NA,NA,NA,10.803029609981,NA,NA,NA,NA,NA,NA,113.4318109048,821.030250358553,16.2045444149714,102.628781294819,27.0075740249524,NA,NA,540.151480499048,NA,NA,135.037870124762,NA,NA,54.0151480499048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.40151480499048,NA,NA,NA,NA,NA,43.2121184399238,NA,21.6060592199619,NA,NA,NA,71.2999954258743,NA,NA,NA,NA,NA,10.803029609981,NA,NA,48.6136332449143,NA,NA,43.2121184399238,NA,NA,16.2045444149714,NA,NA,NA,NA,NA,NA
"33","BL5_2018-10-10",5.3836327518195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1508982554585,1512.80080326128,NA,123.823553291849,10.767265503639,NA,NA,41.5308812283219,NA,5.3836327518195,16.1508982554585,5.3836327518195,NA,37.6854292627365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3836327518195,10.767265503639,NA,16.1508982554585,21.534531007278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6108925797463,NA,NA,NA,NA,NA,NA,NA,NA,145.358084299127,NA,NA,119.978101326263,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","BL5_2018-10-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.0840419080837,456.935416048831,3.10840419080837,68.3848921977842,NA,NA,NA,387.81042761514,NA,NA,37.3008502897005,NA,NA,27.9756377172754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5420209540419,NA,NA,3.10840419080837,NA,NA,NA,NA,NA,6.21680838161675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3217322463216,NA,NA,NA,NA,NA,NA,NA,NA,43.5176586713172,NA,NA,48.8463515698459,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","BL5_2018-10-25",3.54376948823674,NA,NA,NA,14.175077952947,NA,NA,NA,NA,NA,NA,7.08753897647348,251.607633664809,7.08753897647348,67.3316202764981,24.8063864176572,NA,NA,302.992291244241,NA,NA,106.313084647102,3.54376948823674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54376948823674,NA,NA,NA,NA,28.3501559058939,53.1565423235511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5252338588409,NA,NA,NA,10.6313084647102,NA,NA,NA,NA,17.7188474411837,NA,NA,53.1565423235511,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","BL5_2019-08-07",NA,NA,NA,NA,1.86215036176246,NA,NA,NA,NA,NA,NA,0.931075180881228,214.147291602682,4.65537590440614,NA,6.5175262661686,NA,NA,0.465537590440614,NA,NA,4.65537590440614,NA,NA,0.931075180881228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.931075180881228,NA,NA,NA,NA,0.931075180881228,0.931075180881228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.931075180881228,NA,NA,NA,NA,NA,7.44860144704982,NA,NA,NA,NA,0.931075180881228,NA,NA,NA,2.79322554264368,NA,NA,27.3115386391827,NA,NA,NA,NA,2.79322554264368,NA,NA,NA,NA
"37","BL5_2019-08-21",8.5338022003053,NA,NA,NA,4.26690110015265,NA,NA,NA,NA,NA,NA,25.6014066009159,750.974593626867,64.0035165022898,4.26690110015265,72.5373187025951,NA,NA,31.4043920971235,NA,NA,17.0676044006106,NA,NA,25.6014066009159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.26690110015265,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.26690110015265,NA,4.26690110015265,NA,NA,NA,NA,NA,35.50061715327,NA,NA,NA,NA,NA,NA,NA,NA,17.0676044006106,NA,NA,97.6266971714926,NA,NA,NA,NA,NA,NA,NA,NA,NA
