,PhysicalDataID,Date,Year,Month,DateTime,Time,StationCode,WeatherCode,Tide,WaterTemp,Secchi,EC,SpCnd,pH,DO,Turbidity,ConditionCode,FieldComments,LabComments,FlowMeterSpeed,SetTime,StartMeter,EndMeter,Flowdiff,VolMeso,SubMeso,VolMicro,SubMicro,Subsample,OrganismID,Classification,Organism,Phylum,Subphylum,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Genus,Species,TaxonName,TaxonRank,CommonName,LifeStage,Count,CPUE
26,448,1/26/2011,2011,1,1/26/2011 5:04,10:04:00,SHR,FOG,NA,9.8,0.72,119,NA,8.36,11.23,NA,1,,,Regular,10,71909,73794,1885,200,1,200,1,5,44,Cladocera,Ilyocryptus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Ilyocryptidae,Ilyocryptus,NA,Ilyocryptus sp.,Genus,Ilyocryptus sp.,NA,1,4.022
27,448,1/26/2011,2011,1,1/26/2011 5:04,10:04:00,SHR,FOG,NA,9.8,0.72,119,NA,8.36,11.23,NA,1,,,Regular,10,71909,73794,1885,200,1,200,1,5,46,Harpacticoids,Harpacticoids,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,NA,NA,NA,Harpacticoida,Order,Harpacticoid,NA,2,8.043
28,446,1/12/2011,2011,1,1/12/2011 6:15,11:15:00,STTD,CLD,NA,6.6,0.27,374,NA,8.04,9.86,NA,1,,,Regular,10,62581,71885,9304,2000,1,700,1,3,1,Microzooplankton & Nauplii,Rotifers,Rotifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rotifera,Phylum,Rotifer,NA,279,1326.065
29,446,1/12/2011,2011,1,1/12/2011 6:15,11:15:00,STTD,CLD,NA,6.6,0.27,374,NA,8.04,9.86,NA,1,,,Regular,10,62581,71885,9304,2000,1,700,1,3,3,Microzooplankton & Nauplii,Copepod nauplii,Arthropoda,Crustacea,Hexanauplia,Copepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,Copepoda,Subclass,Copepod,nauplius,114,541.833
30,446,1/12/2011,2011,1,1/12/2011 6:15,11:15:00,STTD,CLD,NA,6.6,0.27,374,NA,8.04,9.86,NA,1,,,Regular,10,62581,71885,9304,2000,1,700,1,3,6,Microzooplankton & Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,1,4.753
31,446,1/12/2011,2011,1,1/12/2011 6:15,11:15:00,STTD,CLD,NA,6.6,0.27,374,NA,8.04,9.86,NA,1,,,Regular,10,62581,71885,9304,2000,1,700,1,3,7,Cyclopoids,Cyclopoid adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,NA,NA,NA,Cyclopoida,Order,Cyclopoid,adult,20,271.595
32,446,1/12/2011,2011,1,1/12/2011 6:15,11:15:00,STTD,CLD,NA,6.6,0.27,374,NA,8.04,9.86,NA,1,,,Regular,10,62581,71885,9304,2000,1,700,1,3,8,Cyclopoids,Cyclopoid copepodid,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,NA,NA,NA,Cyclopoida,Order,Cyclopoid,copepodid,138,1874.009
33,446,1/12/2011,2011,1,1/12/2011 6:15,11:15:00,STTD,CLD,NA,6.6,0.27,374,NA,8.04,9.86,NA,1,,,Regular,10,62581,71885,9304,2000,1,700,1,3,21,Calanoids,Diaptomus spp.,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,Diaptomidae,Diaptomus,NA,Diaptomus sp.,Genus,Diaptomus sp.,NA,2,27.16
34,446,1/12/2011,2011,1,1/12/2011 6:15,11:15:00,STTD,CLD,NA,6.6,0.27,374,NA,8.04,9.86,NA,1,,,Regular,10,62581,71885,9304,2000,1,700,1,3,22,Calanoids,Diaptomus copepodid,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,Diaptomidae,Diaptomus,NA,Diaptomus sp.,Genus,Diaptomus sp.,copepodid,7,95.058
35,446,1/12/2011,2011,1,1/12/2011 6:15,11:15:00,STTD,CLD,NA,6.6,0.27,374,NA,8.04,9.86,NA,1,,,Regular,10,62581,71885,9304,2000,1,700,1,3,25,Calanoids,Eurytemora affinis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,Temoridae,Eurytemora,affinis,Eurytemora affinis,Species,Eurytemora affinis,adult,1,13.58
36,446,1/12/2011,2011,1,1/12/2011 6:15,11:15:00,STTD,CLD,NA,6.6,0.27,374,NA,8.04,9.86,NA,1,,,Regular,10,62581,71885,9304,2000,1,700,1,3,35,Cladocera,Bosmina,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Bosminidae,Bosmina,longirostris,Bosmina longirostris,Species,Bosmina longirostris,NA,21,285.175
37,446,1/12/2011,2011,1,1/12/2011 6:15,11:15:00,STTD,CLD,NA,6.6,0.27,374,NA,8.04,9.86,NA,1,,,Regular,10,62581,71885,9304,2000,1,700,1,3,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,59,801.207
38,446,1/12/2011,2011,1,1/12/2011 6:15,11:15:00,STTD,CLD,NA,6.6,0.27,374,NA,8.04,9.86,NA,1,,,Regular,10,62581,71885,9304,2000,1,700,1,3,37,Cladocera,Daphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Daphnia,NA,Daphnia sp.,Genus,Daphnia,NA,135,1833.27
39,446,1/12/2011,2011,1,1/12/2011 6:15,11:15:00,STTD,CLD,NA,6.6,0.27,374,NA,8.04,9.86,NA,1,,,Regular,10,62581,71885,9304,2000,1,700,1,3,38,Cladocera,Chydorus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Chydorus,NA,Chydorus sp.,Genus,Chydorus sp.,NA,53,719.728
40,446,1/12/2011,2011,1,1/12/2011 6:15,11:15:00,STTD,CLD,NA,6.6,0.27,374,NA,8.04,9.86,NA,1,,,Regular,10,62581,71885,9304,2000,1,700,1,3,43,Cladocera,Alona,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Alona,NA,Alona sp.,Genus,Alona sp.,NA,5,67.899
41,447,1/26/2011,2011,1,1/26/2011 6:35,11:35:00,STTD,FOG,NA,10.6,0.3,643,NA,8.36,8.19,NA,1,,,Regular,10,82363,84013,1650,1000,1,200,1,5,1,Microzooplankton & Nauplii,Rotifers,Rotifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rotifera,Phylum,Rotifer,NA,338,1552.91
42,447,1/26/2011,2011,1,1/26/2011 6:35,11:35:00,STTD,FOG,NA,10.6,0.3,643,NA,8.36,8.19,NA,1,,,Regular,10,82363,84013,1650,1000,1,200,1,5,3,Microzooplankton & Nauplii,Copepod nauplii,Arthropoda,Crustacea,Hexanauplia,Copepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,Copepoda,Subclass,Copepod,nauplius,47,215.937
43,447,1/26/2011,2011,1,1/26/2011 6:35,11:35:00,STTD,FOG,NA,10.6,0.3,643,NA,8.36,8.19,NA,1,,,Regular,10,82363,84013,1650,1000,1,200,1,5,6,Microzooplankton & Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,4,18.378
44,447,1/26/2011,2011,1,1/26/2011 6:35,11:35:00,STTD,FOG,NA,10.6,0.3,643,NA,8.36,8.19,NA,1,,,Regular,10,82363,84013,1650,1000,1,200,1,5,7,Cyclopoids,Cyclopoid adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,NA,NA,NA,Cyclopoida,Order,Cyclopoid,adult,19,436.469
45,447,1/26/2011,2011,1,1/26/2011 6:35,11:35:00,STTD,FOG,NA,10.6,0.3,643,NA,8.36,8.19,NA,1,,,Regular,10,82363,84013,1650,1000,1,200,1,5,8,Cyclopoids,Cyclopoid copepodid,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,NA,NA,NA,Cyclopoida,Order,Cyclopoid,copepodid,160,3675.526
46,447,1/26/2011,2011,1,1/26/2011 6:35,11:35:00,STTD,FOG,NA,10.6,0.3,643,NA,8.36,8.19,NA,1,,,Regular,10,82363,84013,1650,1000,1,200,1,5,21,Calanoids,Diaptomus spp.,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,Diaptomidae,Diaptomus,NA,Diaptomus sp.,Genus,Diaptomus sp.,NA,2,45.944
47,447,1/26/2011,2011,1,1/26/2011 6:35,11:35:00,STTD,FOG,NA,10.6,0.3,643,NA,8.36,8.19,NA,1,,,Regular,10,82363,84013,1650,1000,1,200,1,5,22,Calanoids,Diaptomus copepodid,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,Diaptomidae,Diaptomus,NA,Diaptomus sp.,Genus,Diaptomus sp.,copepodid,2,45.944
48,447,1/26/2011,2011,1,1/26/2011 6:35,11:35:00,STTD,FOG,NA,10.6,0.3,643,NA,8.36,8.19,NA,1,,,Regular,10,82363,84013,1650,1000,1,200,1,5,25,Calanoids,Eurytemora affinis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,Temoridae,Eurytemora,affinis,Eurytemora affinis,Species,Eurytemora affinis,adult,3,68.916
49,447,1/26/2011,2011,1,1/26/2011 6:35,11:35:00,STTD,FOG,NA,10.6,0.3,643,NA,8.36,8.19,NA,1,,,Regular,10,82363,84013,1650,1000,1,200,1,5,27,Calanoids,Sinocalanus doerrii adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,Centropagidae,Sinocalanus,doerrii,Sinocalanus doerrii,Species,Sinocalanus doerrii,adult,1,22.972
50,447,1/26/2011,2011,1,1/26/2011 6:35,11:35:00,STTD,FOG,NA,10.6,0.3,643,NA,8.36,8.19,NA,1,,,Regular,10,82363,84013,1650,1000,1,200,1,5,33,Calanoids,Osphranticum labronectum,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,Centropagidae,Osphranticum,labronectum,Osphranticum labronectum,Species,Osphranticum labronectum,NA,1,22.972
51,447,1/26/2011,2011,1,1/26/2011 6:35,11:35:00,STTD,FOG,NA,10.6,0.3,643,NA,8.36,8.19,NA,1,,,Regular,10,82363,84013,1650,1000,1,200,1,5,34,Calanoids,Osphranticum copepodid,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,Centropagidae,Osphranticum,NA,Osphranticum sp.,Genus,Osphranticum sp.,copepodid,1,22.972
52,447,1/26/2011,2011,1,1/26/2011 6:35,11:35:00,STTD,FOG,NA,10.6,0.3,643,NA,8.36,8.19,NA,1,,,Regular,10,82363,84013,1650,1000,1,200,1,5,35,Cladocera,Bosmina,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Bosminidae,Bosmina,longirostris,Bosmina longirostris,Species,Bosmina longirostris,NA,9,206.748
53,447,1/26/2011,2011,1,1/26/2011 6:35,11:35:00,STTD,FOG,NA,10.6,0.3,643,NA,8.36,8.19,NA,1,,,Regular,10,82363,84013,1650,1000,1,200,1,5,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,9,206.748
54,447,1/26/2011,2011,1,1/26/2011 6:35,11:35:00,STTD,FOG,NA,10.6,0.3,643,NA,8.36,8.19,NA,1,,,Regular,10,82363,84013,1650,1000,1,200,1,5,37,Cladocera,Daphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Daphnia,NA,Daphnia sp.,Genus,Daphnia,NA,38,872.938
55,447,1/26/2011,2011,1,1/26/2011 6:35,11:35:00,STTD,FOG,NA,10.6,0.3,643,NA,8.36,8.19,NA,1,,,Regular,10,82363,84013,1650,1000,1,200,1,5,38,Cladocera,Chydorus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Chydorus,NA,Chydorus sp.,Genus,Chydorus sp.,NA,97,2228.288
56,447,1/26/2011,2011,1,1/26/2011 6:35,11:35:00,STTD,FOG,NA,10.6,0.3,643,NA,8.36,8.19,NA,1,,,Regular,10,82363,84013,1650,1000,1,200,1,5,43,Cladocera,Alona,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Alona,NA,Alona sp.,Genus,Alona sp.,NA,16,367.553
57,447,1/26/2011,2011,1,1/26/2011 6:35,11:35:00,STTD,FOG,NA,10.6,0.3,643,NA,8.36,8.19,NA,1,,,Regular,10,82363,84013,1650,1000,1,200,1,5,44,Cladocera,Ilyocryptus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Ilyocryptidae,Ilyocryptus,NA,Ilyocryptus sp.,Genus,Ilyocryptus sp.,NA,3,68.916
58,447,1/26/2011,2011,1,1/26/2011 6:35,11:35:00,STTD,FOG,NA,10.6,0.3,643,NA,8.36,8.19,NA,1,,,Regular,10,82363,84013,1650,1000,1,200,1,5,46,Harpacticoids,Harpacticoids,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,NA,NA,NA,Harpacticoida,Order,Harpacticoid,NA,5,114.86
59,449,2/9/2011,2011,2,2/9/2011 3:45,8:45:00,SHR,CLR,NA,10,0.69,139,NA,7.79,10.72,NA,1,,,Low,10,83529,84306,777,150,1,150,1,5,1,Microzooplankton & Nauplii,Rotifers,Rotifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rotifera,Phylum,Rotifer,NA,105,358.706
60,449,2/9/2011,2011,2,2/9/2011 3:45,8:45:00,SHR,CLR,NA,10,0.69,139,NA,7.79,10.72,NA,1,,,Low,10,83529,84306,777,150,1,150,1,5,3,Microzooplankton & Nauplii,Copepod nauplii,Arthropoda,Crustacea,Hexanauplia,Copepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,Copepoda,Subclass,Copepod,nauplius,26,88.822
61,449,2/9/2011,2011,2,2/9/2011 3:45,8:45:00,SHR,CLR,NA,10,0.69,139,NA,7.79,10.72,NA,1,,,Low,10,83529,84306,777,150,1,150,1,5,7,Cyclopoids,Cyclopoid adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,NA,NA,NA,Cyclopoida,Order,Cyclopoid,adult,9,30.746
