"","Date","Year","Month","DateTime","Time","StationCode","WaterTemp","Secchi","EC","SpCnd","pH","DO","Turbidity","FlowMeterSpeed","StartMeter","EndMeter","VolMeso","SubMeso","VolMicro","SubMicro","Subsample","OrganismID","Classification","Organism","Phylum","Subphylum","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Genus","Species","TaxonName","TaxonRank","CommonName","LifeStage","Count","CPUEZoop","WYType","FlowPulseType","NetFlowDays","SamplePeriod","Region"
"16","2011-07-13","2011",7,"7/13/2011 5:13","9:13:00","SHR",19.6,0.74,90,NA,8.03,9.17,NA,"Regular",220179,221209,200,1,200,1,5,1,"Microzooplankton_Nauplii","Rotifers","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rotifera","Phylum","Rotifer",NA,4,29.4548290219908,"W","NF",63,"Before","SHR"
"17","2011-07-13","2011",7,"7/13/2011 5:13","9:13:00","SHR",19.6,0.74,90,NA,8.03,9.17,NA,"Regular",220179,221209,200,1,200,1,5,6,"Microzooplankton_Nauplii","Ostracods","Arthropoda","Crustacea","Ostracoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ostracoda","Class","Ostracod",NA,5,36.8185362774885,"W","NF",63,"Before","SHR"
"18","2011-07-13","2011",7,"7/13/2011 5:13","9:13:00","SHR",19.6,0.74,90,NA,8.03,9.17,NA,"Regular",220179,221209,200,1,200,1,5,7,"Cyclopoids","Cyclopoid adult","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Podoplea","Cyclopoida",NA,NA,NA,NA,NA,NA,"Cyclopoida","Order","Cyclopoid","adult",3,22.0911217664931,"W","NF",63,"Before","SHR"
"19","2011-07-13","2011",7,"7/13/2011 5:13","9:13:00","SHR",19.6,0.74,90,NA,8.03,9.17,NA,"Regular",220179,221209,200,1,200,1,5,8,"Cyclopoids","Cyclopoid copepodid","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Podoplea","Cyclopoida",NA,NA,NA,NA,NA,NA,"Cyclopoida","Order","Cyclopoid","copepodid",11,81.0007798104747,"W","NF",63,"Before","SHR"
"20","2011-07-13","2011",7,"7/13/2011 5:13","9:13:00","SHR",19.6,0.74,90,NA,8.03,9.17,NA,"Regular",220179,221209,200,1,200,1,5,9,"Cyclopoids","Acanthocyclops vernalis copepodid","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Podoplea","Cyclopoida",NA,NA,NA,"Cyclopidae","Acanthocyclops","vernalis","Acanthocyclops vernalis","Species","Acanthocyclops vernalis","copepodid",24,176.728974131945,"W","NF",63,"Before","SHR"
"21","2011-07-13","2011",7,"7/13/2011 5:13","9:13:00","SHR",19.6,0.74,90,NA,8.03,9.17,NA,"Regular",220179,221209,200,1,200,1,5,10,"Cyclopoids","Acanthocyclops vernalis adult","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Podoplea","Cyclopoida",NA,NA,NA,"Cyclopidae","Acanthocyclops","vernalis","Acanthocyclops vernalis","Species","Acanthocyclops vernalis","adult",21,154.637852365452,"W","NF",63,"Before","SHR"
"22","2011-07-13","2011",7,"7/13/2011 5:13","9:13:00","SHR",19.6,0.74,90,NA,8.03,9.17,NA,"Regular",220179,221209,200,1,200,1,5,33,"Calanoids","Osphranticum labronectum","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Gymnoplea","Calanoida",NA,NA,NA,"Centropagidae","Osphranticum","labronectum","Osphranticum labronectum","Species","Osphranticum labronectum",NA,1,7.3637072554977,"W","NF",63,"Before","SHR"
"23","2011-07-13","2011",7,"7/13/2011 5:13","9:13:00","SHR",19.6,0.74,90,NA,8.03,9.17,NA,"Regular",220179,221209,200,1,200,1,5,35,"Cladocera","Bosmina","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Bosminidae","Bosmina","longirostris","Bosmina longirostris","Species","Bosmina longirostris",NA,8,58.9096580439816,"W","NF",63,"Before","SHR"
"24","2011-07-13","2011",7,"7/13/2011 5:13","9:13:00","SHR",19.6,0.74,90,NA,8.03,9.17,NA,"Regular",220179,221209,200,1,200,1,5,36,"Cladocera","Ceriodaphnia","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Daphniidae","Ceriodaphnia",NA,"Ceriodaphnia sp.","Genus","Ceriodaphnia sp.",NA,15,110.455608832465,"W","NF",63,"Before","SHR"
"25","2011-07-13","2011",7,"7/13/2011 5:13","9:13:00","SHR",19.6,0.74,90,NA,8.03,9.17,NA,"Regular",220179,221209,200,1,200,1,5,37,"Cladocera","Daphnia","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Daphniidae","Daphnia",NA,"Daphnia sp.","Genus","Daphnia",NA,8,58.9096580439816,"W","NF",63,"Before","SHR"
"26","2011-07-13","2011",7,"7/13/2011 5:13","9:13:00","SHR",19.6,0.74,90,NA,8.03,9.17,NA,"Regular",220179,221209,200,1,200,1,5,41,"Cladocera","Diaphanosoma","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Ctenopoda",NA,"Sididae","Diaphanosoma",NA,"Diaphanosoma sp.","Genus","Diaphanosoma sp.",NA,2,14.7274145109954,"W","NF",63,"Before","SHR"
"27","2011-07-13","2011",7,"7/13/2011 5:13","9:13:00","SHR",19.6,0.74,90,NA,8.03,9.17,NA,"Regular",220179,221209,200,1,200,1,5,43,"Cladocera","Alona","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Chydoridae","Alona",NA,"Alona sp.","Genus","Alona sp.",NA,2,14.7274145109954,"W","NF",63,"Before","SHR"
"28","2011-07-13","2011",7,"7/13/2011 5:13","9:13:00","SHR",19.6,0.74,90,NA,8.03,9.17,NA,"Regular",220179,221209,200,1,200,1,5,44,"Cladocera","Ilyocryptus","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Ilyocryptidae","Ilyocryptus",NA,"Ilyocryptus sp.","Genus","Ilyocryptus sp.",NA,1,7.3637072554977,"W","NF",63,"Before","SHR"
"29","2011-07-26","2011",7,"7/26/2011 6:06","10:06:00","STTD",23.1,0.18,369,NA,8.11,7.25,NA,"Regular",229789,230025,2000,1,1500,1,2,1,"Microzooplankton_Nauplii","Rotifers","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rotifera","Phylum","Rotifer",NA,562,338656.428648098,"W","NF",63,"Before","Upstream"
"30","2011-07-26","2011",7,"7/26/2011 6:06","10:06:00","STTD",23.1,0.18,369,NA,8.11,7.25,NA,"Regular",229789,230025,2000,1,1500,1,2,3,"Microzooplankton_Nauplii","Copepod nauplii","Arthropoda","Crustacea","Hexanauplia","Copepoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Copepoda","Subclass","Copepod","nauplius",16,9641.46416079995,"W","NF",63,"Before","Upstream"
"31","2011-07-26","2011",7,"7/26/2011 6:06","10:06:00","STTD",23.1,0.18,369,NA,8.11,7.25,NA,"Regular",229789,230025,2000,1,1500,1,2,6,"Microzooplankton_Nauplii","Ostracods","Arthropoda","Crustacea","Ostracoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ostracoda","Class","Ostracod",NA,1,602.591510049997,"W","NF",63,"Before","Upstream"
"32","2011-07-26","2011",7,"7/26/2011 6:06","10:06:00","STTD",23.1,0.18,369,NA,8.11,7.25,NA,"Regular",229789,230025,2000,1,1500,1,2,23,"Calanoids","Pseudodiaptomus forbesi adult","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Gymnoplea","Calanoida",NA,NA,NA,"Pseudodiaptomidae","Pseudodiaptomus","forbesi","Pseudodiaptomus forbesi","Species","Pseudodiaptomus forbesi","adult",4,3213.82138693332,"W","NF",63,"Before","Upstream"
"33","2011-07-26","2011",7,"7/26/2011 6:06","10:06:00","STTD",23.1,0.18,369,NA,8.11,7.25,NA,"Regular",229789,230025,2000,1,1500,1,2,24,"Calanoids","Pseudodiaptomus forbesi copepodid","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Gymnoplea","Calanoida",NA,NA,NA,"Pseudodiaptomidae","Pseudodiaptomus","forbesi","Pseudodiaptomus forbesi","Species","Pseudodiaptomus forbesi","copepodid",186,149442.694492399,"W","NF",63,"Before","Upstream"
"34","2011-07-26","2011",7,"7/26/2011 6:06","10:06:00","STTD",23.1,0.18,369,NA,8.11,7.25,NA,"Regular",229789,230025,2000,1,1500,1,2,27,"Calanoids","Sinocalanus doerrii adult","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Gymnoplea","Calanoida",NA,NA,NA,"Centropagidae","Sinocalanus","doerrii","Sinocalanus doerrii","Species","Sinocalanus doerrii","adult",5,4017.27673366665,"W","NF",63,"Before","Upstream"
"35","2011-07-26","2011",7,"7/26/2011 6:06","10:06:00","STTD",23.1,0.18,369,NA,8.11,7.25,NA,"Regular",229789,230025,2000,1,1500,1,2,28,"Calanoids","Sinocalanus doerrii copepodid","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Gymnoplea","Calanoida",NA,NA,NA,"Centropagidae","Sinocalanus","doerrii","Sinocalanus doerrii","Species","Sinocalanus doerrii","copepodid",13,10444.9195075333,"W","NF",63,"Before","Upstream"
"36","2011-07-26","2011",7,"7/26/2011 6:06","10:06:00","STTD",23.1,0.18,369,NA,8.11,7.25,NA,"Regular",229789,230025,2000,1,1500,1,2,35,"Cladocera","Bosmina","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Bosminidae","Bosmina","longirostris","Bosmina longirostris","Species","Bosmina longirostris",NA,2,1606.91069346666,"W","NF",63,"Before","Upstream"
"37","2011-07-13","2011",7,"7/13/2011 7:00","11:00:00","STTD",22.6,0.21,546,NA,8.1,6.6,NA,"Regular",221230,228010,2000,1,2000,1,1,1,"Microzooplankton_Nauplii","Rotifers","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rotifera","Phylum","Rotifer",NA,439,24554.9226380413,"W","NF",63,"Before","Upstream"
"38","2011-07-13","2011",7,"7/13/2011 7:00","11:00:00","STTD",22.6,0.21,546,NA,8.1,6.6,NA,"Regular",221230,228010,2000,1,2000,1,1,3,"Microzooplankton_Nauplii","Copepod nauplii","Arthropoda","Crustacea","Hexanauplia","Copepoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Copepoda","Subclass","Copepod","nauplius",5,279.668822756734,"W","NF",63,"Before","Upstream"
"39","2011-07-13","2011",7,"7/13/2011 7:00","11:00:00","STTD",22.6,0.21,546,NA,8.1,6.6,NA,"Regular",221230,228010,2000,1,2000,1,1,6,"Microzooplankton_Nauplii","Ostracods","Arthropoda","Crustacea","Ostracoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ostracoda","Class","Ostracod",NA,2,111.867529102694,"W","NF",63,"Before","Upstream"
"40","2011-07-13","2011",7,"7/13/2011 7:00","11:00:00","STTD",22.6,0.21,546,NA,8.1,6.6,NA,"Regular",221230,228010,2000,1,2000,1,1,9,"Cyclopoids","Acanthocyclops vernalis copepodid","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Podoplea","Cyclopoida",NA,NA,NA,"Cyclopidae","Acanthocyclops","vernalis","Acanthocyclops vernalis","Species","Acanthocyclops vernalis","copepodid",31,1733.94670109175,"W","NF",63,"Before","Upstream"
"41","2011-07-13","2011",7,"7/13/2011 7:00","11:00:00","STTD",22.6,0.21,546,NA,8.1,6.6,NA,"Regular",221230,228010,2000,1,2000,1,1,10,"Cyclopoids","Acanthocyclops vernalis adult","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Podoplea","Cyclopoida",NA,NA,NA,"Cyclopidae","Acanthocyclops","vernalis","Acanthocyclops vernalis","Species","Acanthocyclops vernalis","adult",86,4810.30375141583,"W","NF",63,"Before","Upstream"
"42","2011-07-13","2011",7,"7/13/2011 7:00","11:00:00","STTD",22.6,0.21,546,NA,8.1,6.6,NA,"Regular",221230,228010,2000,1,2000,1,1,21,"Calanoids","Diaptomus spp.","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Gymnoplea","Calanoida",NA,NA,NA,"Diaptomidae","Diaptomus",NA,"Diaptomus sp.","Genus","Diaptomus sp.",NA,4,223.735058205387,"W","NF",63,"Before","Upstream"
"43","2011-07-13","2011",7,"7/13/2011 7:00","11:00:00","STTD",22.6,0.21,546,NA,8.1,6.6,NA,"Regular",221230,228010,2000,1,2000,1,1,22,"Calanoids","Diaptomus copepodid","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Gymnoplea","Calanoida",NA,NA,NA,"Diaptomidae","Diaptomus",NA,"Diaptomus sp.","Genus","Diaptomus sp.","copepodid",2,111.867529102694,"W","NF",63,"Before","Upstream"
"44","2011-07-13","2011",7,"7/13/2011 7:00","11:00:00","STTD",22.6,0.21,546,NA,8.1,6.6,NA,"Regular",221230,228010,2000,1,2000,1,1,23,"Calanoids","Pseudodiaptomus forbesi adult","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Gymnoplea","Calanoida",NA,NA,NA,"Pseudodiaptomidae","Pseudodiaptomus","forbesi","Pseudodiaptomus forbesi","Species","Pseudodiaptomus forbesi","adult",131,7327.32315622643,"W","NF",63,"Before","Upstream"
"45","2011-07-13","2011",7,"7/13/2011 7:00","11:00:00","STTD",22.6,0.21,546,NA,8.1,6.6,NA,"Regular",221230,228010,2000,1,2000,1,1,24,"Calanoids","Pseudodiaptomus forbesi copepodid","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Gymnoplea","Calanoida",NA,NA,NA,"Pseudodiaptomidae","Pseudodiaptomus","forbesi","Pseudodiaptomus forbesi","Species","Pseudodiaptomus forbesi","copepodid",129,7215.45562712374,"W","NF",63,"Before","Upstream"
"46","2011-07-13","2011",7,"7/13/2011 7:00","11:00:00","STTD",22.6,0.21,546,NA,8.1,6.6,NA,"Regular",221230,228010,2000,1,2000,1,1,27,"Calanoids","Sinocalanus doerrii adult","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Gymnoplea","Calanoida",NA,NA,NA,"Centropagidae","Sinocalanus","doerrii","Sinocalanus doerrii","Species","Sinocalanus doerrii","adult",15,839.006468270202,"W","NF",63,"Before","Upstream"
"47","2011-07-13","2011",7,"7/13/2011 7:00","11:00:00","STTD",22.6,0.21,546,NA,8.1,6.6,NA,"Regular",221230,228010,2000,1,2000,1,1,28,"Calanoids","Sinocalanus doerrii copepodid","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Gymnoplea","Calanoida",NA,NA,NA,"Centropagidae","Sinocalanus","doerrii","Sinocalanus doerrii","Species","Sinocalanus doerrii","copepodid",2,111.867529102694,"W","NF",63,"Before","Upstream"
"48","2011-07-13","2011",7,"7/13/2011 7:00","11:00:00","STTD",22.6,0.21,546,NA,8.1,6.6,NA,"Regular",221230,228010,2000,1,2000,1,1,35,"Cladocera","Bosmina","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Bosminidae","Bosmina","longirostris","Bosmina longirostris","Species","Bosmina longirostris",NA,333,18625.9435955985,"W","NF",63,"Before","Upstream"
"49","2011-07-13","2011",7,"7/13/2011 7:00","11:00:00","STTD",22.6,0.21,546,NA,8.1,6.6,NA,"Regular",221230,228010,2000,1,2000,1,1,36,"Cladocera","Ceriodaphnia","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Daphniidae","Ceriodaphnia",NA,"Ceriodaphnia sp.","Genus","Ceriodaphnia sp.",NA,33,1845.81423019445,"W","NF",63,"Before","Upstream"
"50","2011-07-13","2011",7,"7/13/2011 7:00","11:00:00","STTD",22.6,0.21,546,NA,8.1,6.6,NA,"Regular",221230,228010,2000,1,2000,1,1,37,"Cladocera","Daphnia","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Daphniidae","Daphnia",NA,"Daphnia sp.","Genus","Daphnia",NA,19,1062.74152647559,"W","NF",63,"Before","Upstream"
"51","2011-07-13","2011",7,"7/13/2011 7:00","11:00:00","STTD",22.6,0.21,546,NA,8.1,6.6,NA,"Regular",221230,228010,2000,1,2000,1,1,43,"Cladocera","Alona","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Chydoridae","Alona",NA,"Alona sp.","Genus","Alona sp.",NA,2,111.867529102694,"W","NF",63,"Before","Upstream"
"52","2011-07-13","2011",7,"7/13/2011 7:00","11:00:00","STTD",22.6,0.21,546,NA,8.1,6.6,NA,"Regular",221230,228010,2000,1,2000,1,1,44,"Cladocera","Ilyocryptus","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Ilyocryptidae","Ilyocryptus",NA,"Ilyocryptus sp.","Genus","Ilyocryptus sp.",NA,2,111.867529102694,"W","NF",63,"Before","Upstream"
"53","2011-08-10","2011",8,"8/10/2011 4:15","8:15:00","SHR",20.7,0.84,136,NA,7.72,8.89,NA,"Regular",230030,231682,150,1,150,1,3,1,"Microzooplankton_Nauplii","Rotifers","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rotifera","Phylum","Rotifer",NA,3,17.2169002871428,"W","NF",63,"Before","SHR"
"54","2011-08-10","2011",8,"8/10/2011 4:15","8:15:00","SHR",20.7,0.84,136,NA,7.72,8.89,NA,"Regular",230030,231682,150,1,150,1,3,6,"Microzooplankton_Nauplii","Ostracods","Arthropoda","Crustacea","Ostracoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ostracoda","Class","Ostracod",NA,16,91.8234681980948,"W","NF",63,"Before","SHR"
"55","2011-08-10","2011",8,"8/10/2011 4:15","8:15:00","SHR",20.7,0.84,136,NA,7.72,8.89,NA,"Regular",230030,231682,150,1,150,1,5,7,"Cyclopoids","Cyclopoid adult","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Podoplea","Cyclopoida",NA,NA,NA,NA,NA,NA,"Cyclopoida","Order","Cyclopoid","adult",1,3.44338005742855,"W","NF",63,"Before","SHR"
"56","2011-08-10","2011",8,"8/10/2011 4:15","8:15:00","SHR",20.7,0.84,136,NA,7.72,8.89,NA,"Regular",230030,231682,150,1,150,1,5,8,"Cyclopoids","Cyclopoid copepodid","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Podoplea","Cyclopoida",NA,NA,NA,NA,NA,NA,"Cyclopoida","Order","Cyclopoid","copepodid",35,120.518302009999,"W","NF",63,"Before","SHR"
"57","2011-08-10","2011",8,"8/10/2011 4:15","8:15:00","SHR",20.7,0.84,136,NA,7.72,8.89,NA,"Regular",230030,231682,150,1,150,1,5,9,"Cyclopoids","Acanthocyclops vernalis copepodid","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Podoplea","Cyclopoida",NA,NA,NA,"Cyclopidae","Acanthocyclops","vernalis","Acanthocyclops vernalis","Species","Acanthocyclops vernalis","copepodid",8,27.5470404594284,"W","NF",63,"Before","SHR"
"58","2011-08-10","2011",8,"8/10/2011 4:15","8:15:00","SHR",20.7,0.84,136,NA,7.72,8.89,NA,"Regular",230030,231682,150,1,150,1,5,10,"Cyclopoids","Acanthocyclops vernalis adult","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Podoplea","Cyclopoida",NA,NA,NA,"Cyclopidae","Acanthocyclops","vernalis","Acanthocyclops vernalis","Species","Acanthocyclops vernalis","adult",5,17.2169002871428,"W","NF",63,"Before","SHR"
