MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,7/9/2020,7:50,D16,51.0,2,3.92%,0.0683,314.159,0.8879,13,176.91,1947,cf. Microcostatus sp.,Diatom,Microcostatus,sp.,,1,1,9.3,i,BSA.07-04,LA,,elliptic prism,87.65,,,,,,,,,
Phyto,7/9/2020,7:50,D16,51.0,2,3.92%,0.0683,314.159,0.8879,13,176.91,1393,Aphanizomenon sp.,Soft Body,Aphanizomenon,sp.,,1,8,7.4,f,BSA.07-04,LA,,cylinder,69.11,,,,,,,,,
Phyto,7/9/2020,7:50,D16,51.0,2,3.92%,0.0683,314.159,0.8879,13,176.91,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,12,13,5.6,c,BSA.07-04,LA,,sphere,50.96,,,,,,,,,
Phyto,7/9/2020,7:50,D16,51.0,2,3.92%,0.0683,314.159,0.8879,13,176.91,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,399,798,0.8,c,BSA.07-04,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/16/2020,11:20,D6,62.0,1,1.61%,0.0683,314.159,1.6392,24,191.65,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,407,814,0.8,c,BSA.07-05,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/13/2020,10:40,MD10A,55.0,2,3.64%,0.0683,314.159,1.7758,26,88.46,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,2,2,22.2,i,BSA.07-06,LA,,elliptic prism,1194.59,,,,,,,,,
Phyto,7/13/2020,10:40,MD10A,55.0,2,3.64%,0.0683,314.159,1.7758,26,88.46,1987,Thalassiosira bramaputrae,Diatom,Thalassiosira,bramaputrae,,1,1,29.6,i,BSA.07-06,LA,,cylinder,10184.38,,,,,,,,,
Phyto,7/13/2020,10:40,MD10A,55.0,2,3.64%,0.0683,314.159,1.7758,26,88.46,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,6,i,BSA.07-06,LA,,sphere,57.91,,,,,,,,,
Phyto,7/13/2020,10:40,MD10A,55.0,2,3.64%,0.0683,314.159,1.7758,26,88.46,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,8,8,9,i,BSA.07-06,LA,,2 cones,14.25,,,,,,,,,
Phyto,7/13/2020,10:40,MD10A,55.0,2,3.64%,0.0683,314.159,1.7758,26,88.46,1393,Aphanizomenon sp.,Soft Body,Aphanizomenon,sp.,,3,41,4.5,f,BSA.07-06,LA,,cylinder,71.57,,,,,,,,,
Phyto,7/13/2020,10:40,MD10A,55.0,2,3.64%,0.0683,314.159,1.7758,26,88.46,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,6,9,6.3,i,BSA.07-06,LA,,sphere,73.62,,,,,,,,,
Phyto,7/13/2020,10:40,MD10A,55.0,2,3.64%,0.0683,314.159,1.7758,26,88.46,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,375,750,0.8,c,BSA.07-06,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/13/2020,10:40,MD10A,55.0,2,3.64%,0.0683,314.159,1.7758,26,88.46,1495,Phormidium sp.,Soft Body,Phormidium,sp.,,2,79,11.1,f,BSA.07-06,LA,,cylinder,658.03,,,,,,,,,
Phyto,7/16/2020,14:20,NZ032,63.0,0.8,1.27%,0.0683,314.159,0.7513,11,522.69,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,404,808,0.8,c,BSA.07-07,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/8/2020,6:45,C3A-HOOD,58.0,2,3.45%,0.0683,314.159,2.049,30,76.66,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,2,2,20.4,i,BSA.07-08,LA,,elliptic prism,602.03,,,,,,,,,
Phyto,7/8/2020,6:45,C3A-HOOD,58.0,2,3.45%,0.0683,314.159,2.049,30,76.66,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,1,1,14.8,i,BSA.07-08,LA,,cylinder,1703.13,,,,,,,,,
Phyto,7/8/2020,6:45,C3A-HOOD,58.0,2,3.45%,0.0683,314.159,2.049,30,76.66,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,13,i,BSA.07-08,LA,,cylinder,1234.41,,,,,,,,,
Phyto,7/8/2020,6:45,C3A-HOOD,58.0,2,3.45%,0.0683,314.159,2.049,30,76.66,421,Gomphoneis herculeana,Diatom,Gomphoneis,herculeana,,1,1,45.5,i,BSA.07-08,LA,,elliptic prism,15131.30,,,,,,,,,
Phyto,7/8/2020,6:45,C3A-HOOD,58.0,2,3.45%,0.0683,314.159,2.049,30,76.66,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,13,i,BSA.07-08,LA,,elliptic prism,105.78,,,,,,,,,
Phyto,7/8/2020,6:45,C3A-HOOD,58.0,2,3.45%,0.0683,314.159,2.049,30,76.66,870,cf.Pseudostaurosira sp.,Diatom,Pseudostaurosira,sp.,,1,1,21.3,i,BSA.07-08,LA,,box,267.66,,,,,,,,,
Phyto,7/8/2020,6:45,C3A-HOOD,58.0,2,3.45%,0.0683,314.159,2.049,30,76.66,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,397,794,0.8,c,BSA.07-08,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/9/2020,9:35,D28A,53.0,2,3.77%,0.0683,314.159,2.1856,32,71.87,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,4,4,22.2,i,BSA.07-09,LA,,elliptic prism,883.64,,,,,,,,,
Phyto,7/9/2020,9:35,D28A,53.0,2,3.77%,0.0683,314.159,2.1856,32,71.87,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,23,i,BSA.07-09,LA,,elliptic prism,2413.37,,,,,,,,,
Phyto,7/9/2020,9:35,D28A,53.0,2,3.77%,0.0683,314.159,2.1856,32,71.87,464,Gomphonema sp.,Diatom,Gomphonema,sp.,,2,2,11.1,i,BSA.07-09,LA,,gomphonemoid,151.56,,,,,,,,,
Phyto,7/9/2020,9:35,D28A,53.0,2,3.77%,0.0683,314.159,2.1856,32,71.87,1967,Nitzschia desertorum ,Diatom,Nitzschia,desertorum ,,1,1,14.8,i,BSA.07-09,LA,,prism on parallelogram,101.31,,,,,,,,,
Phyto,7/9/2020,9:35,D28A,53.0,2,3.77%,0.0683,314.159,2.1856,32,71.87,749,cf. Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,38.9,i,BSA.07-09,LA,,prism on parallelogram,266.27,,,,,,,,,
Phyto,7/9/2020,9:35,D28A,53.0,2,3.77%,0.0683,314.159,2.1856,32,71.87,999,Tryblionella sp.,Diatom,Tryblionella,sp.,,1,1,74.1,i,BSA.07-09,LA,,elliptic prism,5361.78,,,,,,,,,
Phyto,7/9/2020,9:35,D28A,53.0,2,3.77%,0.0683,314.159,2.1856,32,71.87,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,6.3,i,BSA.07-09,LA,,sphere,130.92,,,,,,,,,
Phyto,7/9/2020,9:35,D28A,53.0,2,3.77%,0.0683,314.159,2.1856,32,71.87,1393,Aphanizomenon sp.,Soft Body,Aphanizomenon,sp.,,7,203,7.4,f,BSA.07-09,LA,,cylinder,79.17,,,,,,,,,
Phyto,7/9/2020,9:35,D28A,53.0,2,3.77%,0.0683,314.159,2.1856,32,71.87,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,15,18,6.3,c,BSA.07-09,LA,,sphere,69.46,,,,,,,,,
Phyto,7/9/2020,9:35,D28A,53.0,2,3.77%,0.0683,314.159,2.1856,32,71.87,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,366,732,0.8,c,BSA.07-09,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/9/2020,9:35,D28A,53.0,2,3.77%,0.0683,314.159,2.1856,32,71.87,1756,cf. Eucapsis sp.,Soft Body,Eucapsis,sp.,,3,4,2.7,c,BSA.07-09,LA,,sphere,8.18,,,,,,,,,
Phyto,7/14/2020,11:15,D4,57.0,2,3.51%,0.0683,314.159,1.2977,19,121.04,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,11,14,5.6,i,BSA.07-10,LA,,sphere,91.95,,,,,,,,,
Phyto,7/14/2020,11:15,D4,57.0,2,3.51%,0.0683,314.159,1.2977,19,121.04,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,404,808,0.8,c,BSA.07-10,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/16/2020,13:30,NZS42,62.0,1,1.61%,0.0683,314.159,1.7075,25,183.99,1892,Cylindrotheca closterium,Diatom,Cylindrotheca,closterium,,1,1,55.6,i,BSA.07-11,LA,,prolate spheroid + 2 cylinders,397.31,,,,,,,,,
Phyto,7/16/2020,13:30,NZS42,62.0,1,1.61%,0.0683,314.159,1.7075,25,183.99,1432,Cylindrospermum sp.,Soft Body,Cylindrospermum,sp.,,1,43,9.3,f,BSA.07-11,LA,,cylinder,51.04,,,,,,,,,
Phyto,7/16/2020,13:30,NZS42,62.0,1,1.61%,0.0683,314.159,1.7075,25,183.99,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,405,810,0.8,c,BSA.07-11,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/9/2020,7:05,EZ2-SJR,55.0,1,1.82%,0.0683,314.159,1.7075,25,183.99,1988,Navicula cf. weberi,Diatom,Navicula,weberi,,1,1,27.8,i,BSA.07-12,LA,,elliptic prism,1421.40,,,,,,,,,
Phyto,7/9/2020,7:05,EZ2-SJR,55.0,1,1.82%,0.0683,314.159,1.7075,25,183.99,670,Nitzschia cf. alpina,Diatom,Nitzschia,alpina,,1,1,12,i,BSA.07-12,LA,,prism on parallelogram,47.04,,,,,,,,,
Phyto,7/9/2020,7:05,EZ2-SJR,55.0,1,1.82%,0.0683,314.159,1.7075,25,183.99,1393,Aphanizomenon sp.,Soft Body,Aphanizomenon,sp.,,2,93,5.6,f,BSA.07-12,LA,,cylinder,50.53,,,,,,,,,
Phyto,7/9/2020,7:05,EZ2-SJR,55.0,1,1.82%,0.0683,314.159,1.7075,25,183.99,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,17,19,5.6,c,BSA.07-12,LA,,sphere,54.36,,,,,,,,,
Phyto,7/9/2020,7:05,EZ2-SJR,55.0,1,1.82%,0.0683,314.159,1.7075,25,183.99,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,391,782,0.8,c,BSA.07-12,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/15/2020,12:25,EZ2,54.0,1,1.85%,0.0683,314.159,1.2977,19,242.09,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,9.3,i,BSA.07-13,LA,,cylinder,310.34,,,,,,,,,
Phyto,7/15/2020,12:25,EZ2,54.0,1,1.85%,0.0683,314.159,1.2977,19,242.09,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,i,BSA.07-13,LA,,cylinder,137.93,,,,,,,,,
Phyto,7/15/2020,12:25,EZ2,54.0,1,1.85%,0.0683,314.159,1.2977,19,242.09,540,Melosira varians,Diatom,Melosira,varians,,1,1,25.9,i,BSA.07-13,LA,,cylinder,13645.48,,,,,,,,,
Phyto,7/15/2020,12:25,EZ2,54.0,1,1.85%,0.0683,314.159,1.2977,19,242.09,1393,Aphanizomenon sp.,Soft Body,Aphanizomenon,sp.,,1,23,6.3,f,BSA.07-13,LA,,cylinder,54.84,,,,,,,,,
Phyto,7/15/2020,12:25,EZ2,54.0,1,1.85%,0.0683,314.159,1.2977,19,242.09,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,4,4,5.6,i,BSA.07-13,LA,,sphere,61.60,,,,,,,,,
Phyto,7/15/2020,12:25,EZ2,54.0,1,1.85%,0.0683,314.159,1.2977,19,242.09,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,393,786,0.8,c,BSA.07-13,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/15/2020,12:25,EZ2,54.0,1,1.85%,0.0683,314.159,1.2977,19,242.09,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,17,3.7,f,BSA.07-13,LA,,cylinder,2.91,,,,,,,,,
Phyto,7/13/2020,12:10,P8,60.0,1.5,2.50%,0.0683,314.159,1.2294,18,170.36,1059,Coelastrum microporum,Soft Body,Coelastrum,microporum,,1,10,4.5,c,BSA.07-14,LA,,sphere,47.71,,,,,,,,,
Phyto,7/13/2020,12:10,P8,60.0,1.5,2.50%,0.0683,314.159,1.2294,18,170.36,1393,Aphanizomenon sp.,Soft Body,Aphanizomenon,sp.,,1,33,6.3,f,BSA.07-14,LA,,cylinder,81.11,,,,,,,,,
Phyto,7/13/2020,12:10,P8,60.0,1.5,2.50%,0.0683,314.159,1.2294,18,170.36,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,106,139,6,c,BSA.07-14,LA,,sphere,54.36,,,,,,,,,
Phyto,7/13/2020,12:10,P8,60.0,1.5,2.50%,0.0683,314.159,1.2294,18,170.36,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,307,614,0.8,c,BSA.07-14,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/13/2020,12:10,P8,60.0,1.5,2.50%,0.0683,314.159,1.2294,18,170.36,1756,cf. Eucapsis sp.,Soft Body,Eucapsis,sp.,,1,2,2,c,BSA.07-14,LA,,sphere,4.19,,,,,,,,,
Phyto,7/13/2020,12:10,P8,60.0,1.5,2.50%,0.0683,314.159,1.2294,18,170.36,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,4,25,4.5,f,BSA.07-14,LA,,cylinder,10.69,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,180,Cyclotella gamma,Diatom,Cyclotella,gamma,,1,1,26.4,i,BSA.07-15,LA,,cylinder,7499.25,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,4,4,16.7,i,BSA.07-15,LA,,cylinder,1341.44,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,92,92,16.7,i,BSA.07-15,LA,,cylinder,1926.00,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,1892,Cylindrotheca closterium,Diatom,Cylindrotheca,closterium,,1,1,27.8,i,BSA.07-15,LA,,prolate spheroid + 2 cylinders,176.28,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,414,Geissleria cf. punctifera,Diatom,Geissleria,punctifera,,2,2,24.1,i,BSA.07-15,LA,,elliptic prism,784.38,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,577,Navicula eidrigiana,Diatom,Navicula,eidrigiana,,1,1,33.3,i,BSA.07-15,LA,,elliptic prism,1083.81,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,37,i,BSA.07-15,LA,,elliptic prism,348.72,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,664,Nitzschia acicularis,Diatom,Nitzschia,acicularis,,1,1,64.8,i,BSA.07-15,LA,,prism on parallelogram,443.56,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,693,Nitzschia dissipata,Diatom,Nitzschia,dissipata,,5,5,42.6,i,BSA.07-15,LA,,prism on parallelogram,514.05,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,701,Nitzschia filiformis,Diatom,Nitzschia,filiformis,,1,1,77.8,i,BSA.07-15,LA,,prism on parallelogram,622.40,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,741,Nitzschia cf. reversa,Diatom,Nitzschia,reversa,,6,6,96.3,i,BSA.07-15,LA,,prism on parallelogram,1312.20,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,747,Nitzschia sociabilis,Diatom,Nitzschia,sociabilis,,1,1,64.8,i,BSA.07-15,LA,,prism on parallelogram,443.56,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,846,cf. Planothidium sp.,Diatom,Planothidium,sp.,,1,1,9.3,i,BSA.07-15,LA,,elliptic prism,147.91,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,858,cf. Psammothidium sp.,Diatom,Psammothidium,sp.,,1,1,22.2,i,BSA.07-15,LA,,elliptic prism,648.61,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,6,6,11.1,i,BSA.07-15,LA,,cylinder + 2 half spheres,89.24,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,17,17,8.3,i,BSA.07-15,LA,,sphere,137.26,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,1059,Coelastrum microporum,Soft Body,Coelastrum,microporum,,5,11,6.3,i,BSA.07-15,LA,,sphere,96.97,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,1200,Desmodesmus abundans,Soft Body,Desmodesmus,abundans,,1,4,18.5,i,BSA.07-15,LA,,prolate spheroid,36.86,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,1085,Dictyosphaerium sp.,Soft Body,Dictyosphaerium,sp.,,2,17,5.6,i,BSA.07-15,LA,,sphere,55.13,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,1119,Lagerheimia genevensis,Soft Body,Lagerheimia,genevensis,,1,1,7.4,i,BSA.07-15,LA,,ellipsoid,61.99,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,1240,Selenastrum gracile,Soft Body,Selenastrum,gracile,,1,1,26,i,BSA.07-15,LA,,prolate spheroid,186.37,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,1274,Tetraedron minimum,Soft Body,Tetraedron,minimum,,1,1,7.4,i,BSA.07-15,LA,,box,164.28,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,3,3,5.6,i,BSA.07-15,LA,,sphere,54.36,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,1945,Cuspidothrix sp.,Soft Body,Cuspidothrix,sp.,,2,51,9.3,f.,BSA.07-15,LA,,cylinder,82.79,,,,,,,,,
Phyto,7/8/2020,10:00,C10A,62.0,1,1.61%,0.0683,314.159,1.8441,27,170.36,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,244,488,0.8,c,BSA.07-15,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
