MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,
Phyto,1/8/2016,10:50,D41,65,6,9.23%,0.0697,314.159,0.976450986,14,53.62,1038,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,2.8,i,BSA.01-03,JW,Moderate detritus.,sphere,11.49,,,,,,,,,,
Phyto,1/8/2016,10:50,D41,65,6,9.23%,0.0697,314.159,0.976450986,14,53.62,1321,Mallomonas sp.,Soft Body,Mallomonas,sp.,,1,1,16.7,i,BSA.01-03,JW,Moderate detritus.,prolate spheroid,478.83,,,,,,,,,,
Phyto,1/8/2016,10:50,D41,65,6,9.23%,0.0697,314.159,0.976450986,14,53.62,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,413,905,0.65,c,BSA.01-03,JW,Moderate detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,1/16/2016,14:05,D4,63,2,3.17%,0.0697,314.159,0.69746499,10,225.21,644,Navicula tripunctata,Diatom,Navicula,tripunctata,,1,1,46,i,BSA.01-04,JW,Low sediment and high detritus.,elliptic prism,1343.97,,,,,,,,,,
Phyto,1/16/2016,14:05,D4,63,2,3.17%,0.0697,314.159,0.69746499,10,225.21,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,i,BSA.01-04,JW,Low sediment and high detritus.,cone + half sphere,337.38,,,,,,,,,,
Phyto,1/16/2016,14:05,D4,63,2,3.17%,0.0697,314.159,0.69746499,10,225.21,1649,Rhodomonas salina,Soft Body,Rhodomonas,salina,,1,1,18.5,i,BSA.01-04,JW,Low sediment and high detritus.,cone + half sphere,2490.90,,,,,,,,,,
Phyto,1/16/2016,14:05,D4,63,2,3.17%,0.0697,314.159,0.69746499,10,225.21,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,405,857,0.65,c,BSA.01-04,JW,Low sediment and high detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,1/5/2016,13:38,D26,61,3,4.92%,0.0697,314.159,0.418478994,6,250.24,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,i,BSA.01-05,JW,Low sediment and high detritus.,cylinder,73.89,,,,,,,,,,
Phyto,1/5/2016,13:38,D26,61,3,4.92%,0.0697,314.159,0.418478994,6,250.24,422,Gomphoneis minuta,Diatom,Gomphoneis,minuta,,1,1,30,i,BSA.01-05,JW,Low sediment and high detritus.,elliptic prism,6353.43,,,,,,,,,,
Phyto,1/5/2016,13:38,D26,61,3,4.92%,0.0697,314.159,0.418478994,6,250.24,540,Melosira varians,Diatom,Melosira,varians,,2,2,24,c,BSA.01-05,JW,Low sediment and high detritus.,cylinder,10857.34,,,,,,,,,,
Phyto,1/5/2016,13:38,D26,61,3,4.92%,0.0697,314.159,0.418478994,6,250.24,1038,Chlorella spp.,Soft Body,Chlorella,spp.,,3,3,2.8,i,BSA.01-05,JW,Low sediment and high detritus.,sphere,11.49,,,,,,,,,,
Phyto,1/5/2016,13:38,D26,61,3,4.92%,0.0697,314.159,0.418478994,6,250.24,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,411,888,0.65,c,BSA.01-05,JW,Low sediment and high detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,1/4/2016,15:52,D28A,64,6,9.38%,0.0697,314.159,0.348732495,5,150.14,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,5,5,18.5,i,BSA.01-06,JW,Low sediment and high detritus.,elliptic prism,377.78,,,,,,,,,,
Phyto,1/4/2016,15:52,D28A,64,6,9.38%,0.0697,314.159,0.348732495,5,150.14,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,1,1,13,i,BSA.01-06,JW,Low sediment and high detritus.,cylinder,1234.41,,,,,,,,,,
Phyto,1/4/2016,15:52,D28A,64,6,9.38%,0.0697,314.159,0.348732495,5,150.14,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,7.4,i,BSA.01-06,JW,Low sediment and high detritus.,cylinder,240.85,,,,,,,,,,
Phyto,1/4/2016,15:52,D28A,64,6,9.38%,0.0697,314.159,0.348732495,5,150.14,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,2.8,i,BSA.01-06,JW,Low sediment and high detritus.,sphere,11.49,,,,,,,,,,
Phyto,1/4/2016,15:52,D28A,64,6,9.38%,0.0697,314.159,0.348732495,5,150.14,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,6,6,11,i,BSA.01-06,JW,Low sediment and high detritus.,cone + half sphere,582.87,,,,,,,,,,
Phyto,1/4/2016,15:52,D28A,64,6,9.38%,0.0697,314.159,0.348732495,5,150.14,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,2,2,5.6,i,BSA.01-06,JW,Low sediment and high detritus.,cone + half sphere,68.96,,,,,,,,,,
Phyto,1/4/2016,15:52,D28A,64,6,9.38%,0.0697,314.159,0.348732495,5,150.14,1731,Aphanizomenon cf. klebahnii ,Soft Body,Aphanizomenon,klebahnii,,1,17,5.6,f,BSA.01-06,JW,Low sediment and high detritus.,cylinder,93.07,,,,,,,,,,
Phyto,1/4/2016,15:52,D28A,64,6,9.38%,0.0697,314.159,0.348732495,5,150.14,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,513,1167,0.65,c,BSA.01-06,JW,Low sediment and high detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,1/4/2016,14:37,D19,63,2,3.17%,0.0697,314.159,0.627718491,9,250.24,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,3,3,30,i,BSA.01-07,JW,Moderate sediment and high detritus.,elliptic prism,961.33,,,,,,,,,,
Phyto,1/4/2016,14:37,D19,63,2,3.17%,0.0697,314.159,0.627718491,9,250.24,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,i,BSA.01-07,JW,Moderate sediment and high detritus.,cylinder,159.13,,,,,,,,,,
Phyto,1/4/2016,14:37,D19,63,2,3.17%,0.0697,314.159,0.627718491,9,250.24,1038,cf. Chlorella spp.,Soft Body,Chlorella,spp.,,2,2,2.8,i,BSA.01-07,JW,Moderate sediment and high detritus.,sphere,11.49,,,,,,,,,,
Phyto,1/4/2016,14:37,D19,63,2,3.17%,0.0697,314.159,0.627718491,9,250.24,1324,Ochromonas sp.,Soft Body,Ochromonas,sp.,,1,1,5.6,i,BSA.01-07,JW,Moderate sediment and high detritus.,cone + half sphere,91.95,,,,,,,,,,
Phyto,1/4/2016,14:37,D19,63,2,3.17%,0.0697,314.159,0.627718491,9,250.24,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,i,BSA.01-07,JW,Moderate sediment and high detritus.,cone + half sphere,378.14,,,,,,,,,,
Phyto,1/4/2016,14:37,D19,63,2,3.17%,0.0697,314.159,0.627718491,9,250.24,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,415,925,0.65,c,BSA.01-07,JW,Moderate sediment and high detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,1/5/2016,15:00,C3A,65,10,15.38%,0.0697,314.159,0.418478994,6,75.07,74,Amphora sp.,Diatom,Amphora,sp.,,2,2,13,i,BSA.01-08,JW,Low sediment and high detritus.,cymbelloid,48.10,,,,,,,,,,
Phyto,1/5/2016,15:00,C3A,65,10,15.38%,0.0697,314.159,0.418478994,6,75.07,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,13,i,BSA.01-08,JW,Low sediment and high detritus.,elliptic prism,151.11,,,,,,,,,,
Phyto,1/5/2016,15:00,C3A,65,10,15.38%,0.0697,314.159,0.418478994,6,75.07,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,i,BSA.01-08,JW,Low sediment and high detritus.,cylinder,159.13,,,,,,,,,,
Phyto,1/5/2016,15:00,C3A,65,10,15.38%,0.0697,314.159,0.418478994,6,75.07,422,Gomphoneis minuta,Diatom,Gomphoneis,minuta,,1,1,35,i,BSA.01-08,JW,Low sediment and high detritus.,elliptic prism,1947.85,,,,,,,,,,
Phyto,1/5/2016,15:00,C3A,65,10,15.38%,0.0697,314.159,0.418478994,6,75.07,540,Melosira varians,Diatom,Melosira,varians,,1,1,31.5,i,BSA.01-08,JW,Low sediment and high detritus.,cylinder,24548.29,,,,,,,,,,
Phyto,1/5/2016,15:00,C3A,65,10,15.38%,0.0697,314.159,0.418478994,6,75.07,730,Nitzschia palea,Diatom,Nitzschia,palea,,2,2,22,i,BSA.01-08,JW,Low sediment and high detritus.,prism on parallelogram,132.00,,,,,,,,,,
Phyto,1/5/2016,15:00,C3A,65,10,15.38%,0.0697,314.159,0.418478994,6,75.07,1007,Ulnaria ulna,Diatom,Ulnaria,ulna,,3,3,37,i,BSA.01-08,JW,Fragment. Low sediment and high detritus.,elliptic prism,813.67,,,,,,,,,,
Phyto,1/5/2016,15:00,C3A,65,10,15.38%,0.0697,314.159,0.418478994,6,75.07,1038,cf. Chlorella spp.,Soft Body,Chlorella,spp.,,8,8,2.8,i,BSA.01-08,JW,Low sediment and high detritus.,sphere,11.49,,,,,,,,,,
Phyto,1/5/2016,15:00,C3A,65,10,15.38%,0.0697,314.159,0.418478994,6,75.07,1119,Lagerheimia genevensis,Soft Body,Lagerheimia,genevensis,,1,1,7.4,i,BSA.01-08,JW,Low sediment and high detritus.,ellipsoid,43.01,,,,,,,,,,
Phyto,1/5/2016,15:00,C3A,65,10,15.38%,0.0697,314.159,0.418478994,6,75.07,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,3,3,9.3,i,BSA.01-08,JW,Low sediment and high detritus.,cone + half sphere,337.38,,,,,,,,,,
Phyto,1/5/2016,15:00,C3A,65,10,15.38%,0.0697,314.159,0.418478994,6,75.07,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,396,857,0.65,c,BSA.01-08,JW,Low sediment and high detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,1/5/2016,12:30,C10A,61,10,16.39%,0.0697,314.159,0.488225493,7,64.35,99,Bacillaria paxillifera,Diatom,Bacillaria,paxillifera,,1,1,91,i,BSA.01-09,JW,Low sediment and high detritus.,box,3367.00,,,,,,,,,,
Phyto,1/5/2016,12:30,C10A,61,10,16.39%,0.0697,314.159,0.488225493,7,64.35,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,24,i,BSA.01-09,JW,Low sediment and high detritus.,elliptic prism,211.11,,,,,,,,,,
Phyto,1/5/2016,12:30,C10A,61,10,16.39%,0.0697,314.159,0.488225493,7,64.35,373,Fragilaria brevistriata,Diatom,Fragilaria,brevistriata,,4,4,24,c,BSA.01-09,JW,Low sediment and high detritus.,elliptic prism,209.23,,,,,,,,,,
Phyto,1/5/2016,12:30,C10A,61,10,16.39%,0.0697,314.159,0.488225493,7,64.35,412,Geissleria decussis,Diatom,Geissleria,decussis,,5,5,22,i,BSA.01-09,JW,Low sediment and high detritus.,elliptic prism,255.73,,,,,,,,,,
Phyto,1/5/2016,12:30,C10A,61,10,16.39%,0.0697,314.159,0.488225493,7,64.35,464,Gomphonema sp.,Diatom,Gomphonema,sp.,,1,1,15,i,BSA.01-09,JW,Low sediment and high detritus.,gomphonemoid,309.25,,,,,,,,,,
Phyto,1/5/2016,12:30,C10A,61,10,16.39%,0.0697,314.159,0.488225493,7,64.35,496,Hippodonta capitata,Diatom,Hippodonta,capitata,,2,2,16.7,i,BSA.01-09,JW,Low sediment and high detritus.,elliptic prism,220.35,,,,,,,,,,
Phyto,1/5/2016,12:30,C10A,61,10,16.39%,0.0697,314.159,0.488225493,7,64.35,540,Melosira varians,Diatom,Melosira,varians,,3,3,22,c,BSA.01-09,JW,Low sediment and high detritus.,cylinder,2920.11,,,,,,,,,,
Phyto,1/5/2016,12:30,C10A,61,10,16.39%,0.0697,314.159,0.488225493,7,64.35,586,Navicula gregaria,Diatom,Navicula,gregaria,,4,4,26,i,BSA.01-09,JW,Low sediment and high detritus.,elliptic prism,302.22,,,,,,,,,,
Phyto,1/5/2016,12:30,C10A,61,10,16.39%,0.0697,314.159,0.488225493,7,64.35,664,Nitzschia acicularis,Diatom,Nitzschia,acicularis,,1,1,65,i,BSA.01-09,JW,Low sediment and high detritus.,prism on parallelogram,240.50,,,,,,,,,,
Phyto,1/5/2016,12:30,C10A,61,10,16.39%,0.0697,314.159,0.488225493,7,64.35,693,Nitzschia dissipata,Diatom,Nitzschia,dissipata,,1,1,35,i,BSA.01-09,JW,Low sediment and high detritus.,prism on parallelogram,196.00,,,,,,,,,,
Phyto,1/5/2016,12:30,C10A,61,10,16.39%,0.0697,314.159,0.488225493,7,64.35,730,Nitzschia palea,Diatom,Nitzschia,palea,,2,2,28,i,BSA.01-09,JW,Low sediment and high detritus.,prism on parallelogram,103.60,,,,,,,,,,
Phyto,1/5/2016,12:30,C10A,61,10,16.39%,0.0697,314.159,0.488225493,7,64.35,750,Nitzschia spp.,Diatom,Nitzschia,spp.,,1,1,18.5,i,BSA.01-09,JW,Low sediment and high detritus.,prism on parallelogram,68.45,,,,,,,,,,
Phyto,1/5/2016,12:30,C10A,61,10,16.39%,0.0697,314.159,0.488225493,7,64.35,1038,cf. Chlorella spp.,Soft Body,Chlorella,spp.,,2,2,2.8,i,BSA.01-09,JW,Low sediment and high detritus.,sphere,11.49,,,,,,,,,,
Phyto,1/5/2016,12:30,C10A,61,10,16.39%,0.0697,314.159,0.488225493,7,64.35,1349,Cryptomonas ovata,Soft Body,Cryptomonas,ovata,,1,1,26,i,BSA.01-09,JW,Low sediment and high detritus.,prolate spheroid,2981.91,,,,,,,,,,
Phyto,1/5/2016,12:30,C10A,61,10,16.39%,0.0697,314.159,0.488225493,7,64.35,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,402,891,0.65,c,BSA.01-09,JW,Low sediment and high detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,1/7/2016,12:50,D7,59,2,3.39%,0.0697,314.159,0.69746499,10,225.21,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,,1,1,7.4,i,BSA.01-10,DK,Moderate sediment. Rhizosolenia spines observed.,elliptic prism,32.55,,,,,,,,,,
Phyto,1/7/2016,12:50,D7,59,2,3.39%,0.0697,314.159,0.69746499,10,225.21,51,Actinoptychus senarius,Diatom,Actinoptychus,senarius,,4,4,11.1,i,BSA.01-10,DK,Fragment. Moderate sediment. Rhizosolenia spines observed.,cylinder,78.46,,,,,,,,,,
Phyto,1/7/2016,12:50,D7,59,2,3.39%,0.0697,314.159,0.69746499,10,225.21,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,1,1,10.2,i,BSA.01-10,DK,Fragment. Moderate sediment. Rhizosolenia spines observed.,cylinder,326.85,,,,,,,,,,
Phyto,1/7/2016,12:50,D7,59,2,3.39%,0.0697,314.159,0.69746499,10,225.21,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,i,BSA.01-10,DK,Moderate sediment. Rhizosolenia spines observed.,cylinder,73.89,,,,,,,,,,
Phyto,1/7/2016,12:50,D7,59,2,3.39%,0.0697,314.159,0.69746499,10,225.21,835,cf. Planothidium delicatulum,Diatom,Planothidium,delicatulum,,1,1,7.4,i,BSA.01-10,DK,Moderate sediment. Rhizosolenia spines observed.,elliptic prism,97.64,,,,,,,,,,
Phyto,1/7/2016,12:50,D7,59,2,3.39%,0.0697,314.159,0.69746499,10,225.21,911,Staurosira construens,Diatom,Staurosira,construens,,5,5,13,i,BSA.01-10,DK,Moderate sediment. Rhizosolenia spines observed.,elliptic prism,207.78,,,,,,,,,,
Phyto,1/7/2016,12:50,D7,59,2,3.39%,0.0697,314.159,0.69746499,10,225.21,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,3,3,18.5,i,BSA.01-10,DK,Fragment. Moderate sediment. Rhizosolenia spines observed.,cylinder,806.41,,,,,,,,,,
Phyto,1/7/2016,12:50,D7,59,2,3.39%,0.0697,314.159,0.69746499,10,225.21,1007,Ulnaria cf. ulna,Diatom,Ulnaria,ulna,,4,4,9.3,i,BSA.01-10,DK,Fragment. Moderate sediment. Rhizosolenia spines observed.,elliptic prism,67.20,,,,,,,,,,
Phyto,1/7/2016,12:50,D7,59,2,3.39%,0.0697,314.159,0.69746499,10,225.21,1357,cf. Hemiselmis sp.,Soft Body,Hemiselmis,sp.,,1,1,7.4,i,BSA.01-10,DK,Moderate sediment. Rhizosolenia spines observed.,prolate spheroid,121.51,,,,,,,,,,
Phyto,1/7/2016,12:50,D7,59,2,3.39%,0.0697,314.159,0.69746499,10,225.21,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,395,860,0.63,c,BSA.01-10,DK,Moderate sediment. Rhizosolenia spines observed.,sphere,0.07,0.11,0.07,0.18,0.27,0.27,0.07,0.07,0.27,0.11,
Phyto,1/6/2016,12:30,D8,63,2,3.17%,0.0697,314.159,0.627718491,9,250.24,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,i,BSA.01-11,DK,Moderate sediment.,cylinder,73.89,,,,,,,,,,
Phyto,1/6/2016,12:30,D8,63,2,3.17%,0.0697,314.159,0.627718491,9,250.24,846,cf. Planothidium sp.,Diatom,Planothidium,sp.,,1,1,9.3,i,BSA.01-11,DK,Obscured by detritus. Moderate sediment.,elliptic prism,67.20,,,,,,,,,,
Phyto,1/6/2016,12:30,D8,63,2,3.17%,0.0697,314.159,0.627718491,9,250.24,1007,Ulnaria cf. ulna,Diatom,Ulnaria,ulna,,2,2,27.8,i,BSA.01-11,DK,Fragment. Moderate sediment.,elliptic prism,117.90,,,,,,,,,,
Phyto,1/6/2016,12:30,D8,63,2,3.17%,0.0697,314.159,0.627718491,9,250.24,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,395,819,0.63,c,BSA.01-11,DK,Moderate sediment.,sphere,0.07,0.07,0.07,0.11,0.18,0.11,0.27,0.27,0.18,0.11,
Phyto,1/6/2016,12:30,D8,63,2,3.17%,0.0697,314.159,0.627718491,9,250.24,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,1,2,2.3,c,BSA.01-11,DK,Moderate sediment.,sphere,6.37,,,,,,,,,,
Phyto,1/6/2016,16:00,EZ2SAC,65,2,3.08%,0.0697,314.159,0.69746499,10,225.21,57,Adlafia sp.,Diatom,Adlafia,sp.,,1,1,5.6,i,BSA.01-12,DK,High sediment.,elliptic prism,24.63,,,,,,,,,,
Phyto,1/6/2016,16:00,EZ2SAC,65,2,3.08%,0.0697,314.159,0.69746499,10,225.21,74,Amphora sp.,Diatom,Amphora,sp.,,2,2,20.4,i,BSA.01-12,DK,High sediment.,cymbelloid,62.58,,,,,,,,,,
Phyto,1/6/2016,16:00,EZ2SAC,65,2,3.08%,0.0697,314.159,0.69746499,10,225.21,99,cf. Bacillaria paxillifera,Diatom,Bacillaria,paxillifera,,2,2,20.4,i,BSA.01-12,DK,Fragment. High sediment.,box,187.68,,,,,,,,,,
Phyto,1/6/2016,16:00,EZ2SAC,65,2,3.08%,0.0697,314.159,0.69746499,10,225.21,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,14.8,i,BSA.01-12,DK,High sediment.,elliptic prism,216.20,,,,,,,,,,
Phyto,1/6/2016,16:00,EZ2SAC,65,2,3.08%,0.0697,314.159,0.69746499,10,225.21,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,1,1,8.3,i,BSA.01-12,DK,High sediment.,cylinder,216.42,,,,,,,,,,
Phyto,1/6/2016,16:00,EZ2SAC,65,2,3.08%,0.0697,314.159,0.69746499,10,225.21,749,cf. Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,22.2,i,BSA.01-12,DK,Fragment. High sediment.,prism on parallelogram,82.14,,,,,,,,,,
Phyto,1/6/2016,16:00,EZ2SAC,65,2,3.08%,0.0697,314.159,0.69746499,10,225.21,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,20.4,i,BSA.01-12,DK,Fragment. High sediment.,cylinder,980.55,,,,,,,,,,
Phyto,1/6/2016,16:00,EZ2SAC,65,2,3.08%,0.0697,314.159,0.69746499,10,225.21,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,,7,7,9.3,i,BSA.01-12,DK,High sediment.,cylinder,271.72,,,,,,,,,,
Phyto,1/6/2016,16:00,EZ2SAC,65,2,3.08%,0.0697,314.159,0.69746499,10,225.21,1007,Ulnaria cf. ulna,Diatom,Ulnaria,ulna,,8,8,24.1,i,BSA.01-12,DK,Fragment. High sediment.,elliptic prism,700.34,,,,,,,,,,
Phyto,1/6/2016,16:00,EZ2SAC,65,2,3.08%,0.0697,314.159,0.69746499,10,225.21,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,395,799,0.61,c,BSA.01-12,DK,High sediment.,sphere,0.07,0.07,0.07,0.07,0.07,0.11,0.11,0.27,0.27,0.27,
Phyto,1/4/2016,13:48,EZ2SJR,63,5,7.94%,0.0697,314.159,0.627718491,9,100.10,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,5,5,18.5,i,BSA.01-13,DK,Fragment. High sediment. Many broken diatoms.,cylinder,455.66,,,,,,,,,,
Phyto,1/4/2016,13:48,EZ2SJR,63,5,7.94%,0.0697,314.159,0.627718491,9,100.10,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,16.7,i,BSA.01-13,DK,Fragment. High sediment. Many broken diatoms.,elliptic prism,194.12,,,,,,,,,,
Phyto,1/4/2016,13:48,EZ2SJR,63,5,7.94%,0.0697,314.159,0.627718491,9,100.10,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,13,i,BSA.01-13,DK,High sediment. Many broken diatoms.,cylinder,663.66,,,,,,,,,,
Phyto,1/4/2016,13:48,EZ2SJR,63,5,7.94%,0.0697,314.159,0.627718491,9,100.10,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,2,2,44.4,i,BSA.01-13,DK,High sediment. Many broken diatoms.,elliptic prism,6193.20,,,,,,,,,,
Phyto,1/4/2016,13:48,EZ2SJR,63,5,7.94%,0.0697,314.159,0.627718491,9,100.10,500,cf. Hippodonta sp.,Diatom,Hippodonta,sp.,,1,1,21.3,i,BSA.01-13,DK,Girdle view. High sediment. Many broken diatoms.,elliptic prism,281.05,,,,,,,,,,
Phyto,1/4/2016,13:48,EZ2SJR,63,5,7.94%,0.0697,314.159,0.627718491,9,100.10,685,Nitzschia clausii,Diatom,Nitzschia,clausii,,1,1,48.2,i,BSA.01-13,DK,High sediment. Many broken diatoms.,prism on parallelogram,221.72,,,,,,,,,,
Phyto,1/4/2016,13:48,EZ2SJR,63,5,7.94%,0.0697,314.159,0.627718491,9,100.10,730,Nitzschia palea,Diatom,Nitzschia,palea,,1,1,29.6,i,BSA.01-13,DK,High sediment. Many broken diatoms.,prism on parallelogram,109.52,,,,,,,,,,
Phyto,1/4/2016,13:48,EZ2SJR,63,5,7.94%,0.0697,314.159,0.627718491,9,100.10,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,3,3,16.7,i,BSA.01-13,DK,Obscured by detritus. High sediment. Many broken diatoms.,prism on parallelogram,61.79,,,,,,,,,,
