MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,3/12/2015,10:40,P8,65,3,4.62%,0.0697,314.159,0.69746499,10,150.14,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,411,1037,0.85,c,BSA.03-02,KS,Moderate sediment and low detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38
Phyto,3/12/2015,10:40,P8,65,3,4.62%,0.0697,314.159,0.69746499,10,150.14,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,13,13,5.6,i,BSA.03-02,KS,Moderate sediment and low detritus.,sphere,91.95,,,,,,,,,
Phyto,3/13/2015,7:40,D8,65,2,3.08%,0.0697,314.159,0.418478994,6,375.36,1651,Cyclotella cf. striata,Diatom,Cyclotella,striata,,1,1,11.2,i,BSA.03-03,KS,Fragment. High sediment and moderate detritus.,cylinder,364.52,,,,,,,,,
Phyto,3/13/2015,7:40,D8,65,2,3.08%,0.0697,314.159,0.418478994,6,375.36,1732,Entomoneis paludosa,Diatom,Entomoneis,paludosa,,1,1,33.6,i,BSA.03-03,KS,High sediment and moderate detritus.,elliptic prism,5497.43,,,,,,,,,
Phyto,3/13/2015,7:40,D8,65,2,3.08%,0.0697,314.159,0.418478994,6,375.36,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,376,879,0.85,c,BSA.03-03,KS,High sediment and moderate detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38
Phyto,3/13/2015,7:40,D8,65,2,3.08%,0.0697,314.159,0.418478994,6,375.36,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,36,36,5.6,i,BSA.03-03,KS,High sediment and moderate detritus.,sphere,91.95,,,,,,,,,
Phyto,3/18/2015,10:00,D41A,66,6,9.09%,0.0697,314.159,0.488225493,7,107.25,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,5.6,i,BSA.03-04,KS,High sediment and detritus. Many broken diatoms.,cylinder,91.13,,,,,,,,,
Phyto,3/18/2015,10:00,D41A,66,6,9.09%,0.0697,314.159,0.488225493,7,107.25,1651,Cyclotella cf. striata,Diatom,Cyclotella,striata,,1,1,15,i,BSA.03-04,KS,Fragment. High sediment and detritus. Many broken diatoms.,cylinder,989.6,,,,,,,,,
Phyto,3/18/2015,10:00,D41A,66,6,9.09%,0.0697,314.159,0.488225493,7,107.25,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,35.5,i,BSA.03-04,KS,Obscured by sediment. High sediment and detritus. Many broken diatoms.,prism on parallelogram,308.67,,,,,,,,,
Phyto,3/18/2015,10:00,D41A,66,6,9.09%,0.0697,314.159,0.488225493,7,107.25,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,9.3,i,BSA.03-04,KS,Fragment. High sediment and detritus. Many broken diatoms.,prism on parallelogram,80.86,,,,,,,,,
Phyto,3/18/2015,10:00,D41A,66,6,9.09%,0.0697,314.159,0.488225493,7,107.25,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,44.9,i,BSA.03-04,KS,High sediment and detritus. Many broken diatoms.,cylinder,23750.54,,,,,,,,,
Phyto,3/18/2015,10:00,D41A,66,6,9.09%,0.0697,314.159,0.488225493,7,107.25,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,7.5,i,BSA.03-04,KS,Fragment. High sediment and detritus. Many broken diatoms.,cylinder,163.46,,,,,,,,,
Phyto,3/18/2015,10:00,D41A,66,6,9.09%,0.0697,314.159,0.488225493,7,107.25,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,9.3,i,BSA.03-04,KS,High sediment and detritus. Many broken diatoms.,cone + half sphere,332.85,,,,,,,,,
Phyto,3/18/2015,10:00,D41A,66,6,9.09%,0.0697,314.159,0.488225493,7,107.25,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,,1,1,12,i,BSA.03-04,KS,High sediment and detritus. Many broken diatoms.,cone + half sphere,697.43,,,,,,,,,
Phyto,3/18/2015,10:00,D41A,66,6,9.09%,0.0697,314.159,0.488225493,7,107.25,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,391,903,0.85,c,BSA.03-04,KS,High sediment and detritus. Many broken diatoms.,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38
Phyto,3/18/2015,10:00,D41A,66,6,9.09%,0.0697,314.159,0.488225493,7,107.25,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,19,19,5.6,i,BSA.03-04,KS,High sediment and detritus. Many broken diatoms.,sphere,91.95,,,,,,,,,
Phyto,3/13/2015,11:21,C3A,64,3,4.69%,0.0697,314.159,0.488225493,7,214.49,161,cf. Craticula sp.,Diatom,Craticula,sp.,,1,1,18.7,i,BSA.03-05,KS,Moderate sediment and low detritus.,elliptic prism,304.31,,,,,,,,,
Phyto,3/13/2015,11:21,C3A,64,3,4.69%,0.0697,314.159,0.488225493,7,214.49,1651,Cyclotella cf. striata,Diatom,Cyclotella,striata,,1,1,20.6,i,BSA.03-05,KS,Moderate sediment and low detritus.,cylinder,2499.68,,,,,,,,,
Phyto,3/13/2015,11:21,C3A,64,3,4.69%,0.0697,314.159,0.488225493,7,214.49,277,Diatoma vulgare,Diatom,Diatoma,vulgare,,2,2,44.9,i,BSA.03-05,KS,Moderate sediment and low detritus.,elliptic prism,2586.99,,,,,,,,,
Phyto,3/13/2015,11:21,C3A,64,3,4.69%,0.0697,314.159,0.488225493,7,214.49,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,33.6,i,BSA.03-05,KS,Obscured by detritus. Moderate sediment and low detritus.,prism on parallelogram,229.99,,,,,,,,,
Phyto,3/13/2015,11:21,C3A,64,3,4.69%,0.0697,314.159,0.488225493,7,214.49,973,Synedra sp.,Diatom,Synedra,sp.,,1,1,7.5,i,BSA.03-05,KS,Moderate sediment and low detritus.,box,122.05,,,,,,,,,
Phyto,3/13/2015,11:21,C3A,64,3,4.69%,0.0697,314.159,0.488225493,7,214.49,1034,Chloroidium ellipsoideum,Soft Body,Chloroidium,ellipsoideum,,1,1,5.6,i,BSA.03-05,KS,Moderate sediment and low detritus.,prolate spheroid,10.59,,,,,,,,,
Phyto,3/13/2015,11:21,C3A,64,3,4.69%,0.0697,314.159,0.488225493,7,214.49,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,389,825,0.85,c,BSA.03-05,KS,Moderate sediment and low detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38
Phyto,3/13/2015,11:21,C3A,64,3,4.69%,0.0697,314.159,0.488225493,7,214.49,1508,cf. Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,1,8,0.8,f,BSA.03-05,KS,Moderate sediment and low detritus.,cylinder,0.4,,,,,,,,,
Phyto,3/13/2015,11:21,C3A,64,3,4.69%,0.0697,314.159,0.488225493,7,214.49,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,7,7,5.6,i,BSA.03-05,KS,Moderate sediment and low detritus.,sphere,91.95,,,,,,,,,
Phyto,3/18/2018,11:00,D41,66,3,4.55%,0.0697,314.159,1.255436982,18,83.41,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,5.6,i,BSA.03-06,KS,Girdle view. Low sediment and moderate detritus. ,cylinder,91.13,,,,,,,,,
Phyto,3/18/2018,11:00,D41,66,3,4.55%,0.0697,314.159,1.255436982,18,83.41,1349,Cryptomonas ovata,Soft Body,Cryptomonas,ovata,,1,1,13.1,i,BSA.03-06,KS,Low sediment and moderate detritus. ,prolate spheroid,385.83,,,,,,,,,
Phyto,3/18/2018,11:00,D41,66,3,4.55%,0.0697,314.159,1.255436982,18,83.41,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,8.4,i,BSA.03-06,KS,Degraded. Low sediment and moderate detritus. ,cone + half sphere,223.52,,,,,,,,,
Phyto,3/18/2018,11:00,D41,66,3,4.55%,0.0697,314.159,1.255436982,18,83.41,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,398,967,0.85,c,BSA.03-06,KS,Low sediment and moderate detritus. ,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38
Phyto,3/18/2018,11:00,D41,66,3,4.55%,0.0697,314.159,1.255436982,18,83.41,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,18,18,5.6,i,BSA.03-06,KS,Low sediment and moderate detritus. ,sphere,91.95,,,,,,,,,
Phyto,3/18/2018,11:00,D41,66,3,4.55%,0.0697,314.159,1.255436982,18,83.41,1734,Protoperidinium bipes,Soft Body,Protoperidinium,bipes,,1,1,26,i,BSA.03-06,KS,Low sediment and moderate detritus. ,2 cones,4760.52,,,,,,,,,
Phyto,3/13/2015,9:10,D4,67,1,1.49%,0.0697,314.159,0.557971992,8,563.04,99,cf. Bacillaria paxillifera,Diatom,Bacillaria,paxillifera,,1,1,7.5,i,BSA.03-07,KS,Fragment. High sediment and detritus.,box,52.73,,,,,,,,,
Phyto,3/14/2015,9:10,D4,67,1,1.49%,0.0697,314.159,0.557971992,8,563.04,135,Ceratoneis closterium,Diatom,Ceratoneis,closterium,,1,1,67.3,i,BSA.03-07,KS,High sediment and detritus.,prism on parallelogram,179.02,,,,,,,,,
Phyto,3/15/2015,9:10,D4,67,1,1.49%,0.0697,314.159,0.557971992,8,563.04,1732,Entomoneis paludosa,Diatom,Entomoneis,paludosa,,4,4,44.9,i,BSA.03-07,KS,High sediment and detritus.,elliptic prism,5924.41,,,,,,,,,
Phyto,3/16/2015,9:10,D4,67,1,1.49%,0.0697,314.159,0.557971992,8,563.04,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,13.1,i,BSA.03-07,KS,Fragment. High sediment and detritus.,prism on parallelogram,58.49,,,,,,,,,
Phyto,3/17/2015,9:10,D4,67,1,1.49%,0.0697,314.159,0.557971992,8,563.04,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,400,939,0.85,c,BSA.03-07,KS,High sediment and detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38
Phyto,3/18/2015,9:10,D4,67,1,1.49%,0.0697,314.159,0.557971992,8,563.04,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,54,54,5.6,i,BSA.03-07,KS,High sediment and detritus.,sphere,91.95,,,,,,,,,
Phyto,3/17/2015,11:55,D7,65,2,3.08%,0.0697,314.159,0.418478994,6,375.36,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,7.5,i,BSA.03-08,KS,High sediment and moderate detritus. ,cylinder,163.46,,,,,,,,,
Phyto,3/17/2015,11:55,D7,65,2,3.08%,0.0697,314.159,0.418478994,6,375.36,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,13.1,i,BSA.03-08,KS,High sediment and moderate detritus. ,prism on parallelogram,23.65,,,,,,,,,
Phyto,3/17/2015,11:55,D7,65,2,3.08%,0.0697,314.159,0.418478994,6,375.36,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,13.1,i,BSA.03-08,KS,Fragment. High sediment and moderate detritus. ,cylinder,498.69,,,,,,,,,
Phyto,3/17/2015,11:55,D7,65,2,3.08%,0.0697,314.159,0.418478994,6,375.36,1034,cf. Chloroidium ellipsoideum,Soft Body,Chloroidium,ellipsoideum,,1,1,8.4,i,BSA.03-08,KS,High sediment and moderate detritus. ,prolate spheroid,60.21,,,,,,,,,
Phyto,3/17/2015,11:55,D7,65,2,3.08%,0.0697,314.159,0.418478994,6,375.36,1352,cf. Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,11.2,i,BSA.03-08,KS,High sediment and moderate detritus. ,prolate spheroid,183.9,,,,,,,,,
Phyto,3/17/2015,11:55,D7,65,2,3.08%,0.0697,314.159,0.418478994,6,375.36,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,9.3,i,BSA.03-08,KS,High sediment and moderate detritus. ,cone + half sphere,323.8,,,,,,,,,
Phyto,3/17/2015,11:55,D7,65,2,3.08%,0.0697,314.159,0.418478994,6,375.36,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,387,896,0.85,c,BSA.03-08,KS,High sediment and moderate detritus. ,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38
Phyto,3/17/2015,11:55,D7,65,2,3.08%,0.0697,314.159,0.418478994,6,375.36,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,30,30,5.6,i,BSA.03-08,KS,High sediment and moderate detritus. ,sphere,91.95,,,,,,,,,
Phyto,3/18/2015,13:00,D6,66,3,4.55%,0.0697,314.159,0.348732495,5,300.29,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,16.8,i,BSA.03-09,KS,Fragment. High sediment and moderate detritus. Many broken diatoms.,cylinder,1241.36,,,,,,,,,
Phyto,3/18/2015,13:00,D6,66,3,4.55%,0.0697,314.159,0.348732495,5,300.29,1362,Hillea sp.,Soft Body,Hillea,sp.,,2,2,4.7,i,BSA.03-09,KS,High sediment and moderate detritus. Many broken diatoms.,prolate spheroid,19.29,,,,,,,,,
Phyto,3/18/2015,13:00,D6,66,3,4.55%,0.0697,314.159,0.348732495,5,300.29,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,11.2,i,BSA.03-09,KS,High sediment and moderate detritus. Many broken diatoms.,cone + half sphere,548.43,,,,,,,,,
Phyto,3/18/2015,13:00,D6,66,3,4.55%,0.0697,314.159,0.348732495,5,300.29,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,536,2122,0.85,c,BSA.03-09,KS,High sediment and moderate detritus. Many broken diatoms.,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38
Phyto,3/18/2015,13:00,D6,66,3,4.55%,0.0697,314.159,0.348732495,5,300.29,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,96,96,5.6,i,BSA.03-09,KS,High sediment and moderate detritus. Many broken diatoms.,sphere,91.95,,,,,,,,,
Phyto,3/12/2015,7:55,D26,67,5,7.46%,0.0697,314.159,0.348732495,5,180.17,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,4.7,i,BSA.03-10,KS,Moderate sediment and low detritus. Ditylum brightwellii spines observed.,cylinder,32.96,,,,,,,,,
Phyto,3/12/2015,7:55,D26,67,5,7.46%,0.0697,314.159,0.348732495,5,180.17,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,13.1,i,BSA.03-10,KS,Moderate sediment and low detritus. Ditylum brightwellii spines observed.,prism on parallelogram,23.65,,,,,,,,,
Phyto,3/12/2015,7:55,D26,67,5,7.46%,0.0697,314.159,0.348732495,5,180.17,973,Synedra sp.,Diatom,Synedra,sp.,,2,2,5.6,i,BSA.03-10,KS,Fragment. Moderate sediment and low detritus. Ditylum brightwellii spines observed.,box,30.92,,,,,,,,,
Phyto,3/12/2015,7:55,D26,67,5,7.46%,0.0697,314.159,0.348732495,5,180.17,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,31.8,i,BSA.03-10,KS,Moderate sediment and low detritus. Ditylum brightwellii spines observed.,cylinder,7386.3,,,,,,,,,
Phyto,3/12/2015,7:55,D26,67,5,7.46%,0.0697,314.159,0.348732495,5,180.17,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,18.7,i,BSA.03-10,KS,Moderate sediment and low detritus. Ditylum brightwellii spines observed.,2 cones,35.35,,,,,,,,,
Phyto,3/12/2015,7:55,D26,67,5,7.46%,0.0697,314.159,0.348732495,5,180.17,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,11.2,i,BSA.03-10,KS,Moderate sediment and low detritus. Ditylum brightwellii spines observed.,cone + half sphere,551.71,,,,,,,,,
Phyto,3/12/2015,7:55,D26,67,5,7.46%,0.0697,314.159,0.348732495,5,180.17,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,599,1737,0.85,c,BSA.03-10,KS,Moderate sediment and low detritus. Ditylum brightwellii spines observed.,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38
Phyto,3/12/2015,7:55,D26,67,5,7.46%,0.0697,314.159,0.348732495,5,180.17,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,38,38,5.6,i,BSA.03-10,KS,Moderate sediment and low detritus. Ditylum brightwellii spines observed.,sphere,91.95,,,,,,,,,
Phyto,3/12/2015,7:55,D26,67,5,7.46%,0.0697,314.159,0.348732495,5,180.17,1588,cf. Trachelomonas sp.,Soft Body,Trachelomonas,sp.,,1,1,8.4,i,BSA.03-10,KS,Moderate sediment and low detritus. Ditylum brightwellii spines observed.,ellipsoid,247.4,,,,,,,,,
Phyto,3/13/2015,10:00,EZ2,65,2,3.08%,0.0697,314.159,0.418478994,6,375.36,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,16.8,i,BSA.03-11,KS,High sediment and low detritus.,elliptic prism,454.03,,,,,,,,,
Phyto,3/13/2015,10:00,EZ2,65,2,3.08%,0.0697,314.159,0.418478994,6,375.36,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,5.6,i,BSA.03-11,KS,High sediment and low detritus.,cylinder,91.13,,,,,,,,,
Phyto,3/13/2015,10:00,EZ2,65,2,3.08%,0.0697,314.159,0.418478994,6,375.36,1732,Entomoneis paludosa,Diatom,Entomoneis,paludosa,,2,2,46.7,i,BSA.03-11,KS,High sediment and low detritus.,elliptic prism,7681.85,,,,,,,,,
Phyto,3/13/2015,10:00,EZ2,65,2,3.08%,0.0697,314.159,0.418478994,6,375.36,973,Synedra sp.,Diatom,Synedra,sp.,,3,3,5.6,i,BSA.03-11,KS,Fragment. High sediment and low detritus.,box,45.57,,,,,,,,,
Phyto,3/13/2015,10:00,EZ2,65,2,3.08%,0.0697,314.159,0.418478994,6,375.36,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,393,815,0.85,c,BSA.03-11,KS,High sediment and low detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38
Phyto,3/13/2015,10:00,EZ2,65,2,3.08%,0.0697,314.159,0.418478994,6,375.36,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,18,18,5.6,i,BSA.03-11,KS,High sediment and low detritus.,sphere,91.95,,,,,,,,,
Phyto,3/13/2015,10:00,EZ2,65,2,3.08%,0.0697,314.159,0.418478994,6,375.36,1588,cf. Trachelomonas sp.,Soft Body,Trachelomonas,sp.,,1,1,9.3,i,BSA.03-11,KS,High sediment and low detritus.,ellipsoid,421.16,,,,,,,,,
Phyto,3/13/2015,8:23,C10A,65,8,12.31%,0.0697,314.159,0.488225493,7,80.43,99,Bacillaria paxillifera,Diatom,Bacillaria,paxillifera,,1,1,29.9,i,BSA.03-12,KS,Fragment. Moderate sediment and detritus. Many broken diatoms.,box,619.53,,,,,,,,,
Phyto,3/13/2015,8:23,C10A,65,8,12.31%,0.0697,314.159,0.488225493,7,80.43,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,13.1,i,BSA.03-12,KS,Fragment. Moderate sediment and detritus. Many broken diatoms.,elliptic prism,146.61,,,,,,,,,
Phyto,3/13/2015,8:23,C10A,65,8,12.31%,0.0697,314.159,0.488225493,7,80.43,191,Cyclotella spp.,Diatom,Cyclotella,spp.,,48,48,13.1,i,BSA.03-12,KS,Moderate sediment and detritus. Many broken diatoms.,cylinder,1010.87,,,,,,,,,
Phyto,3/13/2015,8:23,C10A,65,8,12.31%,0.0697,314.159,0.488225493,7,80.43,241,Cymbella sp.,Diatom,Cymbella,sp.,,1,1,22.4,i,BSA.03-12,KS,Moderate sediment and detritus. Many broken diatoms.,cymbelloid,313.63,,,,,,,,,
Phyto,3/13/2015,8:23,C10A,65,8,12.31%,0.0697,314.159,0.488225493,7,80.43,309,Encyonema silesiacum,Diatom,Encyonema,silesiacum,,1,1,20.6,i,BSA.03-12,KS,Moderate sediment and detritus. Many broken diatoms.,cymbelloid,142.29,,,,,,,,,
Phyto,3/13/2015,8:23,C10A,65,8,12.31%,0.0697,314.159,0.488225493,7,80.43,500,Hippodonta sp.,Diatom,Hippodonta,sp.,,1,1,16.8,i,BSA.03-12,KS,Girdle view. Moderate sediment and detritus. Many broken diatoms.,elliptic prism,413.79,,,,,,,,,
Phyto,3/13/2015,8:23,C10A,65,8,12.31%,0.0697,314.159,0.488225493,7,80.43,632,Navicula spp.,Diatom,Navicula,spp.,,2,2,31.8,i,BSA.03-12,KS,Fragment. Moderate sediment and detritus. Many broken diatoms.,elliptic prism,776.24,,,,,,,,,
Phyto,3/13/2015,8:23,C10A,65,8,12.31%,0.0697,314.159,0.488225493,7,80.43,651,Navicula viridula,Diatom,Navicula,viridula,,1,1,37.4,i,BSA.03-12,KS,Broken. Moderate sediment and detritus. Many broken diatoms.,elliptic prism,1529.79,,,,,,,,,
Phyto,3/13/2015,8:23,C10A,65,8,12.31%,0.0697,314.159,0.488225493,7,80.43,664,Nitzschia acicularis,Diatom,Nitzschia,acicularis,,1,1,69.2,i,BSA.03-12,KS,Moderate sediment and detritus. Many broken diatoms.,prism on parallelogram,124.91,,,,,,,,,
Phyto,3/13/2015,8:23,C10A,65,8,12.31%,0.0697,314.159,0.488225493,7,80.43,705,Nitzschia fruticosa,Diatom,Nitzschia,fruticosa,,1,1,28,i,BSA.03-12,KS,Moderate sediment and detritus. Many broken diatoms.,prism on parallelogram,74.48,,,,,,,,,
Phyto,3/13/2015,8:23,C10A,65,8,12.31%,0.0697,314.159,0.488225493,7,80.43,890,Sellaphora pupula,Diatom,Sellaphora,pupula,,3,3,26.2,i,BSA.03-12,KS,Moderate sediment and detritus. Many broken diatoms.,box,630.11,,,,,,,,,
Phyto,3/13/2015,8:23,C10A,65,8,12.31%,0.0697,314.159,0.488225493,7,80.43,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,5.6,i,BSA.03-12,KS,Moderate sediment and detritus. Many broken diatoms.,sphere,91.95,,,,,,,,,
Phyto,3/13/2015,8:23,C10A,65,8,12.31%,0.0697,314.159,0.488225493,7,80.43,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,2.8,i,BSA.03-12,KS,Moderate sediment and detritus. Many broken diatoms.,sphere,11.49,,,,,,,,,
Phyto,3/13/2015,8:23,C10A,65,8,12.31%,0.0697,314.159,0.488225493,7,80.43,1034,Chloroidium ellipsoideum,Soft Body,Chloroidium,ellipsoideum,,1,1,7.5,i,BSA.03-12,KS,Moderate sediment and detritus. Many broken diatoms.,prolate spheroid,53.76,,,,,,,,,
Phyto,3/13/2015,8:23,C10A,65,8,12.31%,0.0697,314.159,0.488225493,7,80.43,1047,Closteriopsis acicularis,Soft Body,Closteriopsis,acicularis,,1,1,71,i,BSA.03-12,KS,Moderate sediment and detritus. Many broken diatoms.,cylinder + 2 cones,204,,,,,,,,,
Phyto,3/13/2015,8:23,C10A,65,8,12.31%,0.0697,314.159,0.488225493,7,80.43,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,13.1,i,BSA.03-12,KS,Moderate sediment and detritus. Many broken diatoms.,2 cones,4.39,,,,,,,,,
Phyto,3/13/2015,8:23,C10A,65,8,12.31%,0.0697,314.159,0.488225493,7,80.43,1135,Monoraphidium convolutum,Soft Body,Monoraphidium,convolutum,,9,9,5.6,i,BSA.03-12,KS,Moderate sediment and detritus. Many broken diatoms.,2 cones,10.59,,,,,,,,,
