MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,9/18/2017,11:45,D41,63,2,3.17%,0.0697,314.159,0.418478994,6,375.36,1692,Kephyrion sp.,Soft Body,Kephyrion,sp.,,1,1,3.7,i,BSA.09-04,DK,Moderate detritus. Sample contains mucilaginous detritus.,prolate spheroid,15.19,,,,,,,,,
Phyto,9/18/2017,11:45,D41,63,2,3.17%,0.0697,314.159,0.418478994,6,375.36,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,1,1,7.4,i,BSA.09-04,DK,Moderate detritus. Sample contains mucilaginous detritus.,cone + half sphere,186.37,,,,,,,,,
Phyto,9/18/2017,11:45,D41,63,2,3.17%,0.0697,314.159,0.418478994,6,375.36,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,9,9,9.3,i,BSA.09-04,DK,Moderate detritus. Sample contains mucilaginous detritus.,cone + half sphere,337.38,,,,,,,,,
Phyto,9/18/2017,11:45,D41,63,2,3.17%,0.0697,314.159,0.418478994,6,375.36,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,407,822,0.65,c,BSA.09-04,DK,Moderate detritus. Sample contains mucilaginous detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,9/12/2017,10:30,D19,61,5,8.20%,0.0697,314.159,0.418478994,6,150.14,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,1,1,13,i,BSA.09-05,KS,Fragment.,cylinder,320.19,,,,,,,,,
Phyto,9/12/2017,10:30,D19,61,5,8.20%,0.0697,314.159,0.418478994,6,150.14,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,8.3,i,BSA.09-05,KS,Fragment.,elliptic prism,48.24,,,,,,,,,
Phyto,9/12/2017,10:30,D19,61,5,8.20%,0.0697,314.159,0.418478994,6,150.14,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,8.3,i,BSA.09-05,KS,,sphere,299.39,,,,,,,,,
Phyto,9/12/2017,10:30,D19,61,5,8.20%,0.0697,314.159,0.418478994,6,150.14,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,6,6,2.8,i,BSA.09-05,KS,,sphere,11.49,,,,,,,,,
Phyto,9/12/2017,10:30,D19,61,5,8.20%,0.0697,314.159,0.418478994,6,150.14,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,7.4,i,BSA.09-05,KS,,cylinder + 2 cones,14.40,,,,,,,,,
Phyto,9/12/2017,10:30,D19,61,5,8.20%,0.0697,314.159,0.418478994,6,150.14,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,i,BSA.09-05,KS,Obscured by detritus.,cone + half sphere,337.38,,,,,,,,,
Phyto,9/12/2017,10:30,D19,61,5,8.20%,0.0697,314.159,0.418478994,6,150.14,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,6.5,i,BSA.09-05,KS,,cone + half sphere,112.82,,,,,,,,,
Phyto,9/12/2017,10:30,D19,61,5,8.20%,0.0697,314.159,0.418478994,6,150.14,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,398,1012,0.65,c,BSA.09-05,KS,,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,9/12/2017,10:30,D19,61,5,8.20%,0.0697,314.159,0.418478994,6,150.14,1471,Merismopedia tenuissima,Soft Body,Merismopedia,tenuissima,,1,8,0.9,c,BSA.09-05,KS,,cube,0.73,,,,,,,,,
Phyto,9/12/2017,10:30,D19,61,5,8.20%,0.0697,314.159,0.418478994,6,150.14,1477,cf. Microcystis sp.,Soft Body,Microcystis,sp.,,3,3,4.8,i,BSA.09-05,KS,,sphere,57.91,,,,,,,,,
Phyto,9/15/2017,13:05,D6,63,1,1.60%,0.0697,314.159,0.767211489,11,409.48,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,406,1470,0.65,c,BSA.09-06,KS,Moderate sediment and high detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,9/13/2017,12:20,P8,64,3,4.69%,0.0697,314.159,0.488225493,7,214.49,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,5,5,10.2,i,BSA.09-07,DK,Low detritus.,cylinder,375.88,,,,,,,,,
Phyto,9/13/2017,12:20,P8,64,3,4.69%,0.0697,314.159,0.488225493,7,214.49,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,16.7,i,BSA.09-07,DK,Low detritus.,prism on parallelogram,44.42,,,,,,,,,
Phyto,9/13/2017,12:20,P8,64,3,4.69%,0.0697,314.159,0.488225493,7,214.49,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,2,2,8.3,i,BSA.09-07,DK,Low detritus.,cylinder + 2 half spheres,51.11,,,,,,,,,
Phyto,9/13/2017,12:20,P8,64,3,4.69%,0.0697,314.159,0.488225493,7,214.49,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,38,38,2.8,i,BSA.09-07,DK,Low detritus.,sphere,11.49,,,,,,,,,
Phyto,9/13/2017,12:20,P8,64,3,4.69%,0.0697,314.159,0.488225493,7,214.49,1287,Tetrastrum glabrum,Soft Body,Tetrastrum,glabrum,,1,4,2.8,c,BSA.09-07,DK,Low detritus.,sphere,11.49,,,,,,,,,
Phyto,9/13/2017,12:20,P8,64,3,4.69%,0.0697,314.159,0.488225493,7,214.49,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,3,3,5.6,i,BSA.09-07,DK,Low detritus.,cone + half sphere,76.35,,,,,,,,,
Phyto,9/13/2017,12:20,P8,64,3,4.69%,0.0697,314.159,0.488225493,7,214.49,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,4,4,8.3,i,BSA.09-07,DK,Low detritus.,cone + half sphere,250.69,,,,,,,,,
Phyto,9/13/2017,12:20,P8,64,3,4.69%,0.0697,314.159,0.488225493,7,214.49,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,351,709,0.65,c,BSA.09-07,DK,Low detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,9/12/2017,10:15,C3A,63,3,4.80%,0.0697,314.159,0.488225493,7,214.49,74,Amphora sp.,Diatom,Amphora,sp.,,1,1,7.4,i,BSA.09-08,KS,,cymbelloid,9.87,,,,,,,,,
Phyto,9/12/2017,10:15,C3A,63,3,4.80%,0.0697,314.159,0.488225493,7,214.49,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,i,BSA.09-08,KS,,cylinder,159.13,,,,,,,,,
Phyto,9/12/2017,10:15,C3A,63,3,4.80%,0.0697,314.159,0.488225493,7,214.49,705,Nitzschia fruticosa,Diatom,Nitzschia,fruticosa,,1,1,25.9,i,BSA.09-08,KS,,prism on parallelogram,177.29,,,,,,,,,
Phyto,9/12/2017,10:15,C3A,63,3,4.80%,0.0697,314.159,0.488225493,7,214.49,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,8.3,i,BSA.09-08,KS,Fragment.,prism on parallelogram,56.81,,,,,,,,,
Phyto,9/12/2017,10:15,C3A,63,3,4.80%,0.0697,314.159,0.488225493,7,214.49,976,Synedra cf. ulna,Diatom,Synedra,ulna,,1,1,18.5,i,BSA.09-08,KS,Fragment.,box,301.06,,,,,,,,,
Phyto,9/12/2017,10:15,C3A,63,3,4.80%,0.0697,314.159,0.488225493,7,214.49,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,13,i,BSA.09-08,KS,,2 cones,27.23,,,,,,,,,
Phyto,9/12/2017,10:15,C3A,63,3,4.80%,0.0697,314.159,0.488225493,7,214.49,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,408,1100,0.65,c,BSA.09-08,KS,,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,9/12/2017,10:15,C3A,63,3,4.80%,0.0697,314.159,0.488225493,7,214.49,1423,cf. Chroococcus sp.,Soft Body,Chroococcus,sp.,,2,2,2.4,c,BSA.09-08,KS,,sphere,7.24,,,,,,,,,
Phyto,9/12/2017,9:20,D12,58,1,1.72%,0.0697,314.159,0.627718491,9,500.48,99,Bacillaria paxillifer,Diatom,Bacillaria,paxillifer,,1,1,92.6,i,BSA.09-09,DK,Low detritus.,box,3837.34,,,,,,,,,
Phyto,9/12/2017,9:20,D12,58,1,1.72%,0.0697,314.159,0.627718491,9,500.48,713,Nitzschia inconspicua,Diatom,Nitzschia,inconspicua,,1,1,8.3,i,BSA.09-09,DK,Low detritus.,prism on parallelogram,22.08,,,,,,,,,
Phyto,9/12/2017,9:20,D12,58,1,1.72%,0.0697,314.159,0.627718491,9,500.48,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,5.6,i,BSA.09-09,DK,Low detritus.,sphere,49.91,,,,,,,,,
Phyto,9/12/2017,9:20,D12,58,1,1.72%,0.0697,314.159,0.627718491,9,500.48,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,33,33,4.6,i,BSA.09-09,DK,Low detritus.,sphere,50.96,,,,,,,,,
Phyto,9/12/2017,9:20,D12,58,1,1.72%,0.0697,314.159,0.627718491,9,500.48,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,447,896,0.65,c,BSA.09-09,DK,Low detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,9/15/2017,13:55,D7,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,976,Synedra cf. ulna,Diatom,Synedra,ulna,,1,1,8.3,i,BSA.09-10,KS,Fragment. High sediment and moderate detritus. Many broken diatoms. ,box,89.24,,,,,,,,,
Phyto,9/15/2017,13:55,D7,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,547,1576,0.65,c,BSA.09-10,KS,High sediment and moderate detritus. Many broken diatoms. ,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,9/14/2017,10:55,D8,62,2,3.23%,0.0697,314.159,0.418478994,6,375.36,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,1,1,9.3,i,BSA.09-11,KS,Moderate sediment and detritus.,cylinder,380.40,,,,,,,,,
Phyto,9/14/2017,10:55,D8,62,2,3.23%,0.0697,314.159,0.418478994,6,375.36,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,9.4,i,BSA.09-11,KS,Fragment. Moderate sediment and detritus.,prism on parallelogram,38.26,,,,,,,,,
Phyto,9/14/2017,10:55,D8,62,2,3.23%,0.0697,314.159,0.418478994,6,375.36,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,3.7,i,BSA.09-11,KS,Moderate sediment and detritus.,sphere,26.52,,,,,,,,,
Phyto,9/14/2017,10:55,D8,62,2,3.23%,0.0697,314.159,0.418478994,6,375.36,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,1,1,4,i,BSA.09-11,KS,Moderate sediment and detritus.,cone + half sphere,31.42,,,,,,,,,
Phyto,9/14/2017,10:55,D8,62,2,3.23%,0.0697,314.159,0.418478994,6,375.36,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,6.5,i,BSA.09-11,KS,Moderate sediment and detritus.,cone + half sphere,112.82,,,,,,,,,
Phyto,9/14/2017,10:55,D8,62,2,3.23%,0.0697,314.159,0.418478994,6,375.36,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,442,1225,0.65,c,BSA.09-11,KS,Moderate sediment and detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,9/14/2017,10:55,D8,62,2,3.23%,0.0697,314.159,0.418478994,6,375.36,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,1,2,2.2,c,BSA.09-11,KS,Moderate sediment and detritus.,sphere,5.58,,,,,,,,,
Phyto,9/14/2017,10:55,D8,62,2,3.23%,0.0697,314.159,0.418478994,6,375.36,1430,cf. Cylindrospermopsis sp.,Soft Body,Cylindrospermopsis,sp.,,1,3,13,f,BSA.09-11,KS,Moderate sediment and detritus.,cylinder,49.42,,,,,,,,,
Phyto,9/18/2017,10:40,D41A,62,1.5,2.44%,0.0697,314.159,0.348732495,5,600.57,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,11.1,i,BSA.09-12,DK,Moderate detritus. Sample contains mucilaginous detritus.,cylinder,445.14,,,,,,,,,
Phyto,9/18/2017,10:40,D41A,62,1.5,2.44%,0.0697,314.159,0.348732495,5,600.57,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,17,17,3.7,i,BSA.09-12,DK,Moderate detritus. Sample contains mucilaginous detritus.,sphere,26.52,,,,,,,,,
Phyto,9/18/2017,10:40,D41A,62,1.5,2.44%,0.0697,314.159,0.348732495,5,600.57,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,14,14,10.2,i,BSA.09-12,DK,Moderate detritus. Sample contains mucilaginous detritus.,cone + half sphere,378.60,,,,,,,,,
Phyto,9/18/2017,10:40,D41A,62,1.5,2.44%,0.0697,314.159,0.348732495,5,600.57,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,471,935,0.65,c,BSA.09-12,DK,Moderate detritus. Sample contains mucilaginous detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,9/12/2017,11:40,D28A,61,5,8.26%,0.0697,314.159,0.418478994,6,150.14,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,2,2,11.1,i,BSA.09-13,DK,Fragment. Moderate and low detritus. Many broken diatoms.,elliptic prism,183.86,,,,,,,,,
Phyto,9/12/2017,11:40,D28A,61,5,8.26%,0.0697,314.159,0.418478994,6,150.14,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,6,i,BSA.09-13,DK,Moderate and low detritus. Many broken diatoms.,cylinder,84.82,,,,,,,,,
Phyto,9/12/2017,11:40,D28A,61,5,8.26%,0.0697,314.159,0.418478994,6,150.14,749,cf. Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,16.7,i,BSA.09-13,DK,Obscured by detritus. Moderate and low detritus. Many broken diatoms.,prism on parallelogram,173.01,,,,,,,,,
Phyto,9/12/2017,11:40,D28A,61,5,8.26%,0.0697,314.159,0.418478994,6,150.14,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,44,44,3.7,i,BSA.09-13,DK,Moderate and low detritus. Many broken diatoms.,sphere,26.52,,,,,,,,,
Phyto,9/12/2017,11:40,D28A,61,5,8.26%,0.0697,314.159,0.418478994,6,150.14,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,8.3,i,BSA.09-13,DK,Moderate and low detritus. Many broken diatoms.,cone + half sphere,250.69,,,,,,,,,
Phyto,9/12/2017,11:40,D28A,61,5,8.26%,0.0697,314.159,0.418478994,6,150.14,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,2,2,5.6,i,BSA.09-13,DK,Obscured by detritus. Moderate and low detritus. Many broken diatoms.,cone + half sphere,68.96,,,,,,,,,
Phyto,9/12/2017,11:40,D28A,61,5,8.26%,0.0697,314.159,0.418478994,6,150.14,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,393,788,0.65,c,BSA.09-13,DK,Moderate and low detritus. Many broken diatoms.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,9/12/2017,11:40,D28A,61,5,8.26%,0.0697,314.159,0.418478994,6,150.14,1477,cf. Microcystis sp.,Soft Body,Microcystis,sp.,,7,9,4.6,i,BSA.09-13,DK,Moderate and low detritus. Many broken diatoms.,sphere,50.96,,,,,,,,,
