MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,6/11/2019,10:25,EZ2,57.0,1,1.75%,0.0697,314.159,0.3485,5,901.46,1365,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,,1,1,13,i,BSA.06-03,BB,,cone + half sphere,822.94,,,,,,,,,
Phyto,6/11/2019,10:25,EZ2,57.0,1,1.75%,0.0697,314.159,0.3485,5,901.46,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,390,788,0.8,c,BSA.06-03,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/7/2019,7:55,D19,62.0,2,3.23%,0.0697,314.159,0.4879,7,321.95,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,20.4,i,BSA.06-04,BB,Fragment.,elliptic prism,412.73,,,,,,,,,
Phyto,6/7/2019,7:55,D19,62.0,2,3.23%,0.0697,314.159,0.4879,7,321.95,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,9.3,i,BSA.06-04,BB,,cylinder,312.47,,,,,,,,,
Phyto,6/7/2019,7:55,D19,62.0,2,3.23%,0.0697,314.159,0.4879,7,321.95,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,13,13,2.4,i,BSA.06-04,BB,,sphere,4.19,,,,,,,,,
Phyto,6/7/2019,7:55,D19,62.0,2,3.23%,0.0697,314.159,0.4879,7,321.95,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,5.6,i,BSA.06-04,BB,,cone + half sphere,68.96,,,,,,,,,
Phyto,6/7/2019,7:55,D19,62.0,2,3.23%,0.0697,314.159,0.4879,7,321.95,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,451,924,0.8,c,BSA.06-04,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/10/2019,8:20,D16,61.0,1,1.64%,0.0697,314.159,0.9758,14,321.95,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,14,14,1.9,i,BSA.06-05,BB,,sphere,3.59,,,,,,,,,
Phyto,6/10/2019,8:20,D16,61.0,1,1.64%,0.0697,314.159,0.9758,14,321.95,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,402,812,0.8,c,BSA.06-05,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/7/2019,6:50,D12,64.0,1,1.56%,0.0697,314.159,0.697,10,450.73,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,i,BSA.06-06,BB,,cylinder,159.13,,,,,,,,,
Phyto,6/7/2019,6:50,D12,64.0,1,1.56%,0.0697,314.159,0.697,10,450.73,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,15,15,1.9,i,BSA.06-06,BB,,sphere,3.59,,,,,,,,,
Phyto,6/7/2019,6:50,D12,64.0,1,1.56%,0.0697,314.159,0.697,10,450.73,1806,cf. Chrysochromulina sp.,Soft Body,Chrysochromulina,sp.,,1,1,3.7,i,BSA.06-06,BB,,prolate spheroid,26.52,,,,,,,,,
Phyto,6/7/2019,6:50,D12,64.0,1,1.56%,0.0697,314.159,0.697,10,450.73,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,419,844,0.8,c,BSA.06-06,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/11/2019,11:00,D8,61.0,2,3.28%,0.0697,314.159,0.4182,6,375.61,88,Aulacoseira alpigena,Diatom,Aulacoseira,alpigena,,1,1,8.3,i,BSA.06-07,BB,,cylinder,204.43,,,,,,,,,
Phyto,6/11/2019,11:00,D8,61.0,2,3.28%,0.0697,314.159,0.4182,6,375.61,397,Fragilaria sp.,Diatom,Fragilaria,sp.,,1,1,25.9,i,BSA.06-07,BB,Fragment.,elliptic prism,278.48,,,,,,,,,
Phyto,6/11/2019,11:00,D8,61.0,2,3.28%,0.0697,314.159,0.4182,6,375.61,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,13,i,BSA.06-07,BB,,prism on parallelogram,43.68,,,,,,,,,
Phyto,6/11/2019,11:00,D8,61.0,2,3.28%,0.0697,314.159,0.4182,6,375.61,973,Synedra sp.,Diatom,Synedra,sp.,,1,1,27.8,i,BSA.06-07,BB,Fragment.,box,562.45,,,,,,,,,
Phyto,6/11/2019,11:00,D8,61.0,2,3.28%,0.0697,314.159,0.4182,6,375.61,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,13,i,BSA.06-07,BB,,cylinder,982.22,,,,,,,,,
Phyto,6/11/2019,11:00,D8,61.0,2,3.28%,0.0697,314.159,0.4182,6,375.61,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,24,24,2.4,i,BSA.06-07,BB,,sphere,4.19,,,,,,,,,
Phyto,6/11/2019,11:00,D8,61.0,2,3.28%,0.0697,314.159,0.4182,6,375.61,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,2,2,5.6,i,BSA.06-07,BB,,cylinder + 2 cones,8.03,,,,,,,,,
Phyto,6/11/2019,11:00,D8,61.0,2,3.28%,0.0697,314.159,0.4182,6,375.61,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,14.8,i,BSA.06-07,BB,,prolate spheroid,670.23,,,,,,,,,
Phyto,6/11/2019,11:00,D8,61.0,2,3.28%,0.0697,314.159,0.4182,6,375.61,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,i,BSA.06-07,BB,,cone + half sphere,337.38,,,,,,,,,
Phyto,6/11/2019,11:00,D8,61.0,2,3.28%,0.0697,314.159,0.4182,6,375.61,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,413,832,0.8,c,BSA.06-07,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/6/2019,7:00,C3A-Hood,63.0,2,3.17%,0.0683,314.159,0.8879,13,176.91,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,9.3,i,BSA.06-08,CT,Low sediment and detritus.,elliptic prism,57.26,,,,,,,,,
Phyto,6/6/2019,7:00,C3A-Hood,63.0,2,3.17%,0.0683,314.159,0.8879,13,176.91,310,Encyonema sp.,Diatom,Encyonema,sp.,,1,1,25.9,i,BSA.06-08,CT,Low sediment and detritus.,cymbelloid,369.34,,,,,,,,,
Phyto,6/6/2019,7:00,C3A-Hood,63.0,2,3.17%,0.0683,314.159,0.8879,13,176.91,631,cf. Navicula sp.,Diatom,Navicula,sp.,,1,1,20.4,i,BSA.06-08,CT,Low sediment and detritus.,elliptic prism,663.96,,,,,,,,,
Phyto,6/6/2019,7:00,C3A-Hood,63.0,2,3.17%,0.0683,314.159,0.8879,13,176.91,730,Nitzschia palea,Diatom,Nitzschia,palea,,1,1,14.8,i,BSA.06-08,CT,Low sediment and detritus.,prism on parallelogram,58.02,,,,,,,,,
Phyto,6/6/2019,7:00,C3A-Hood,63.0,2,3.17%,0.0683,314.159,0.8879,13,176.91,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,27.8,i,BSA.06-08,CT,Low sediment and detritus.,prism on parallelogram,50.18,,,,,,,,,
Phyto,6/6/2019,7:00,C3A-Hood,63.0,2,3.17%,0.0683,314.159,0.8879,13,176.91,911,Staurosira construens,Diatom,Staurosira,construens,,7,7,14.8,i,BSA.06-08,CT,Low sediment and detritus.,elliptic prism,299.43,,,,,,,,,
Phyto,6/6/2019,7:00,C3A-Hood,63.0,2,3.17%,0.0683,314.159,0.8879,13,176.91,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,8,8,2.8,i,BSA.06-08,CT,Low sediment and detritus.,sphere,7.24,,,,,,,,,
Phyto,6/6/2019,7:00,C3A-Hood,63.0,2,3.17%,0.0683,314.159,0.8879,13,176.91,1327,Pseudokephyrion pseudospirale,Soft Body,Pseudokephyrion,pseudospirale,,1,1,4.6,i,BSA.06-08,CT,Low sediment and detritus.,ellipsoid,32.97,,,,,,,,,
Phyto,6/6/2019,7:00,C3A-Hood,63.0,2,3.17%,0.0683,314.159,0.8879,13,176.91,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,400,835,0.8,c,BSA.06-08,CT,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/6/2019,9:10,C9,59.0,3,5.08%,0.0683,314.159,0.683,10,153.32,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,20.4,i,BSA.06-09,CT,Low sediment and detritus.,elliptic prism,395.75,,,,,,,,,
Phyto,6/6/2019,9:10,C9,59.0,3,5.08%,0.0683,314.159,0.683,10,153.32,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,12,12,2.8,i,BSA.06-09,CT,Low sediment and detritus.,sphere,6.37,,,,,,,,,
Phyto,6/6/2019,9:10,C9,59.0,3,5.08%,0.0683,314.159,0.683,10,153.32,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,426,873,0.8,c,BSA.06-09,CT,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/12/2019,10:30,D6,54.0,1,1.85%,0.0683,314.159,0.8879,13,353.82,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,1,1,7.4,i,BSA.06-10,CT,Low sediment and detritus. Ciliates observed.,cylinder + 2 half spheres,45.57,,,,,,,,,
Phyto,6/12/2019,10:30,D6,54.0,1,1.85%,0.0683,314.159,0.8879,13,353.82,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,15,15,1.9,i,BSA.06-10,CT,Low sediment and detritus. Ciliates observed.,sphere,3.59,,,,,,,,,
Phyto,6/12/2019,10:30,D6,54.0,1,1.85%,0.0683,314.159,0.8879,13,353.82,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,385,798,0.8,c,BSA.06-10,CT,Low sediment and detritus. Ciliates observed.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/11/2019,11:45,D10,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,7,7,7.4,i,BSA.06-11,CT,Moderate sediment and detritus.,cylinder,100.98,,,,,,,,,
Phyto,6/11/2019,11:45,D10,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,749,cf. Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,20.4,i,BSA.06-11,CT,Moderate sediment and detritus.,prism on parallelogram,79.97,,,,,,,,,
Phyto,6/11/2019,11:45,D10,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,35.2,i,BSA.06-11,CT,Moderate sediment and detritus.,prism on parallelogram,372.42,,,,,,,,,
Phyto,6/11/2019,11:45,D10,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,1,1,7.4,i,BSA.06-11,CT,Moderate sediment and detritus.,cylinder + 2 half spheres,45.57,,,,,,,,,
Phyto,6/11/2019,11:45,D10,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,927,Staurosirella pinnata,Diatom,Staurosirella,pinnata,,1,1,5.6,i,BSA.06-11,CT,Moderate sediment and detritus.,elliptic prism,60.21,,,,,,,,,
Phyto,6/11/2019,11:45,D10,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,31,31,2.8,i,BSA.06-11,CT,Moderate sediment and detritus.,sphere,7.24,,,,,,,,,
Phyto,6/11/2019,11:45,D10,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,1806,cf. Chrysochromulina sp.,Soft Body,Chrysochromulina,sp.,,1,1,3.7,i,BSA.06-11,CT,Moderate sediment and detritus.,prolate spheroid,15.19,,,,,,,,,
Phyto,6/11/2019,11:45,D10,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,13,i,BSA.06-11,CT,Moderate sediment and detritus.,prolate spheroid,588.72,,,,,,,,,
Phyto,6/11/2019,11:45,D10,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,3,3,9.3,i,BSA.06-11,CT,Moderate sediment and detritus.,cone + half sphere,344.17,,,,,,,,,
Phyto,6/11/2019,11:45,D10,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,389,796,0.8,c,BSA.06-11,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/10/2019,11:45,P8,62.0,1,1.61%,0.0683,314.159,1.0245,15,306.65,927,Staurosirella pinnata,Diatom,Staurosirella,pinnata,,1,1,5.6,i,BSA.06-12,CT,Low sediment and detritus. ,elliptic prism,60.21,,,,,,,,,
Phyto,6/10/2019,11:45,P8,62.0,1,1.61%,0.0683,314.159,1.0245,15,306.65,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,14,14,2.8,i,BSA.06-12,CT,Low sediment and detritus. ,sphere,7.24,,,,,,,,,
Phyto,6/10/2019,11:45,P8,62.0,1,1.61%,0.0683,314.159,1.0245,15,306.65,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,2,2,11.1,i,BSA.06-12,CT,Low sediment and detritus. ,2 cones,10.47,,,,,,,,,
Phyto,6/10/2019,11:45,P8,62.0,1,1.61%,0.0683,314.159,1.0245,15,306.65,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,2,2,33.3,i,BSA.06-12,CT,Low sediment and detritus. ,prolate spheroid,2212.20,,,,,,,,,
Phyto,6/10/2019,11:45,P8,62.0,1,1.61%,0.0683,314.159,1.0245,15,306.65,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,386,783,0.8,c,BSA.06-12,CT,Low sediment and detritus. ,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/12/2019,13:05,NZ032,57.0,1,1.75%,0.0683,314.159,0.3415,5,919.94,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,7.4,i,BSA.06-13,CT,High sediment and detritus.,cylinder,105.91,,,,,,,,,
Phyto,6/12/2019,13:05,NZ032,57.0,1,1.75%,0.0683,314.159,0.3415,5,919.94,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,4,4,2.8,i,BSA.06-13,CT,High sediment and detritus.,sphere,4.85,,,,,,,,,
Phyto,6/12/2019,13:05,NZ032,57.0,1,1.75%,0.0683,314.159,0.3415,5,919.94,1365,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,,1,1,11.1,i,BSA.06-13,CT,High sediment and detritus.,cone + half sphere,596.74,,,,,,,,,
Phyto,6/12/2019,13:05,NZ032,57.0,1,1.75%,0.0683,314.159,0.3415,5,919.94,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,575,1166,0.8,c,BSA.06-13,CT,High sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/6/2019,11:00,C10A,61.0,2,3.28%,0.0683,314.159,0.7513,11,209.08,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,9.3,i,BSA.06-14,CT,Moderate sediment and low detritus.,cylinder,362.72,,,,,,,,,
Phyto,6/6/2019,11:00,C10A,61.0,2,3.28%,0.0683,314.159,0.7513,11,209.08,412,Geissleria decussis,Diatom,Geissleria,decussis,,1,1,20.4,i,BSA.06-14,CT,Moderate sediment and low detritus.,elliptic prism,331.98,,,,,,,,,
Phyto,6/6/2019,11:00,C10A,61.0,2,3.28%,0.0683,314.159,0.7513,11,209.08,464,Gomphonema sp.,Diatom,Gomphonema,sp.,,1,1,13,i,BSA.06-14,CT,Moderate sediment and low detritus.,gomphonemoid,659.08,,,,,,,,,
Phyto,6/6/2019,11:00,C10A,61.0,2,3.28%,0.0683,314.159,0.7513,11,209.08,540,Melosira varians,Diatom,Melosira,varians,,1,1,33.3,i,BSA.06-14,CT,Moderate sediment and low detritus.,cylinder,10884.14,,,,,,,,,
Phyto,6/6/2019,11:00,C10A,61.0,2,3.28%,0.0683,314.159,0.7513,11,209.08,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,1,1,9.3,i,BSA.06-14,CT,Moderate sediment and low detritus.,cylinder + 2 half spheres,99.99,,,,,,,,,
Phyto,6/6/2019,11:00,C10A,61.0,2,3.28%,0.0683,314.159,0.7513,11,209.08,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,13,i,BSA.06-14,CT,Moderate sediment and low detritus.,sphere,973.37,,,,,,,,,
Phyto,6/6/2019,11:00,C10A,61.0,2,3.28%,0.0683,314.159,0.7513,11,209.08,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,13,13,3.7,i,BSA.06-14,CT,Moderate sediment and low detritus.,sphere,17.16,,,,,,,,,
Phyto,6/6/2019,11:00,C10A,61.0,2,3.28%,0.0683,314.159,0.7513,11,209.08,1918,Desmodesmus armatus var. bicaudatus,Soft Body,Desmodesmus,armatus,,1,4,7.4,i,BSA.06-14,CT,Moderate sediment and low detritus.,prolate spheroid,26.68,,,,,,,,,
Phyto,6/6/2019,11:00,C10A,61.0,2,3.28%,0.0683,314.159,0.7513,11,209.08,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,7.4,i,BSA.06-14,CT,Moderate sediment and low detritus.,cylinder + 2 cones,4.99,,,,,,,,,
Phyto,6/6/2019,11:00,C10A,61.0,2,3.28%,0.0683,314.159,0.7513,11,209.08,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,1,1,18.5,i,BSA.06-14,CT,Moderate sediment and low detritus.,2 cones,7.85,,,,,,,,,
Phyto,6/6/2019,11:00,C10A,61.0,2,3.28%,0.0683,314.159,0.7513,11,209.08,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,14.8,i,BSA.06-14,CT,Moderate sediment and low detritus.,prolate spheroid,424.35,,,,,,,,,
Phyto,6/6/2019,11:00,C10A,61.0,2,3.28%,0.0683,314.159,0.7513,11,209.08,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,389,794,0.8,c,BSA.06-14,CT,Moderate sediment and low detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/6/2019,11:00,C10A,61.0,2,3.28%,0.0683,314.159,0.7513,11,209.08,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,1,16,6.5,f,BSA.06-14,CT,Moderate sediment and low detritus.,cylinder,18.43,,,,,,,,,
Phyto,6/11/2019,14:05,NZ068,59.0,1,1.69%,0.0683,314.159,1.1611,17,270.57,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,3.7,i,BSA.06-15,CT,Low sediment and detritus.,cylinder,30.11,,,,,,,,,
Phyto,6/11/2019,14:05,NZ068,59.0,1,1.69%,0.0683,314.159,1.1611,17,270.57,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,9.3,i,BSA.06-15,CT,Low sediment and detritus.,cylinder,502.67,,,,,,,,,
Phyto,6/11/2019,14:05,NZ068,59.0,1,1.69%,0.0683,314.159,1.1611,17,270.57,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,8,8,2.8,i,BSA.06-15,CT,Low sediment and detritus.,sphere,4.85,,,,,,,,,
Phyto,6/11/2019,14:05,NZ068,59.0,1,1.69%,0.0683,314.159,1.1611,17,270.57,1774,Desmodesmus sp.,Soft Body,Desmodesmus,sp.,,1,4,5.6,c,BSA.06-15,CT,Low sediment and detritus.,prolate spheroid,22.99,,,,,,,,,
Phyto,6/11/2019,14:05,NZ068,59.0,1,1.69%,0.0683,314.159,1.1611,17,270.57,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,399,812,0.8,c,BSA.06-15,CT,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/11/2019,14:05,NZ068,59.0,1,1.69%,0.0683,314.159,1.1611,17,270.57,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,,2,4,1.9,c,BSA.06-15,CT,Low sediment and detritus.,sphere,3.59,,,,,,,,,
Phyto,6/13/2019,10:00,D41,59.0,3,5.08%,0.0683,314.159,0.4781,7,219.03,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,5.6,i,BSA.06-16,CT,Moderate sediment and low detritus.,cylinder,62.44,,,,,,,,,
Phyto,6/13/2019,10:00,D41,59.0,3,5.08%,0.0683,314.159,0.4781,7,219.03,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,2,2,2.8,i,BSA.06-16,CT,Moderate sediment and low detritus.,sphere,7.24,,,,,,,,,
Phyto,6/13/2019,10:00,D41,59.0,3,5.08%,0.0683,314.159,0.4781,7,219.03,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,5.6,i,BSA.06-16,CT,Moderate sediment and low detritus.,cylinder + 2 cones,3.85,,,,,,,,,
Phyto,6/13/2019,10:00,D41,59.0,3,5.08%,0.0683,314.159,0.4781,7,219.03,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,2,2,6.5,i,BSA.06-16,CT,Moderate sediment and low detritus.,cone + half sphere,108.40,,,,,,,,,
Phyto,6/13/2019,10:00,D41,59.0,3,5.08%,0.0683,314.159,0.4781,7,219.03,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,413,857,0.8,c,BSA.06-16,CT,Moderate sediment and low detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/13/2019,10:00,D41,59.0,3,5.08%,0.0683,314.159,0.4781,7,219.03,1629,Peridinium sp.,Soft Body,Peridinium,sp.,,1,1,29.6,i,BSA.06-16,CT,Moderate sediment and low detritus.,ellipsoid,6365.24,,,,,,,,,
Phyto,6/13/2019,11:05,NZ002,59.0,1,1.69%,0.0697,314.159,0.3485,5,901.46,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,24.1,i,BSA.06-17,BB,High sediment and moderate detritus.,elliptic prism,565.95,,,,,,,,,
Phyto,6/13/2019,11:05,NZ002,59.0,1,1.69%,0.0697,314.159,0.3485,5,901.46,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,4,4,1.9,i,BSA.06-17,BB,High sediment and moderate detritus.,sphere,3.59,,,,,,,,,
Phyto,6/13/2019,11:05,NZ002,59.0,1,1.69%,0.0697,314.159,0.3485,5,901.46,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,506,1028,0.8,c,BSA.06-17,BB,High sediment and moderate detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/12/2019,12:10,NZS42,60.0,0.5,0.83%,0.0683,314.159,0.8879,13,707.65,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,7.4,i,BSA.06-18,CT,Moderate sediment and low detritus.,cylinder,175.87,,,,,,,,,
Phyto,6/12/2019,12:10,NZS42,60.0,0.5,0.83%,0.0683,314.159,0.8879,13,707.65,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,2,2,1.9,i,BSA.06-18,CT,Moderate sediment and low detritus.,sphere,3.59,,,,,,,,,
