MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,
Phyto,4/4/2017,9:45,C3A,62,0.5,0.81%,0.0697,314.159,0.348732495,5,1801.72,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,6,6,6.5,i,BSA.04-02,DK,Low sediment. Low detritus.,cylinder,92.91,,,,,,,,,,
Phyto,4/4/2017,9:45,C3A,62,0.5,0.81%,0.0697,314.159,0.348732495,5,1801.72,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,20.4,i,BSA.04-02,DK,Girdle view. Low sediment. Low detritus.,prism on parallelogram,422.69,,,,,,,,,,
Phyto,4/4/2017,9:45,C3A,62,0.5,0.81%,0.0697,314.159,0.348732495,5,1801.72,1132,Ankistrodesmus arcuatus,Soft Body,Ankistrodesmus,arcuatus,,1,1,55.6,i,BSA.04-02,DK,Low sediment. Low detritus.,cylinder + 2 cones,105.09,,,,,,,,,,
Phyto,4/4/2017,9:45,C3A,62,0.5,0.81%,0.0697,314.159,0.348732495,5,1801.72,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,20,20,2.8,i,BSA.04-02,DK,Low sediment. Low detritus.,sphere,11.49,,,,,,,,,,
Phyto,4/4/2017,9:45,C3A,62,0.5,0.81%,0.0697,314.159,0.348732495,5,1801.72,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,2,5.6,c,BSA.04-02,DK,Low sediment. Low detritus.,prolate spheroid,10.59,,,,,,,,,,
Phyto,4/4/2017,9:45,C3A,62,0.5,0.81%,0.0697,314.159,0.348732495,5,1801.72,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,441,891,0.65,c,BSA.04-02,DK,Low sediment. Low detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,4/4/2017,9:45,C3A,62,0.5,0.81%,0.0697,314.159,0.348732495,5,1801.72,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,2,21,1.9,f,BSA.04-02,DK,Low sediment. Low detritus.,cylinder,1.21,,,,,,,,,,
Phyto,4/4/2017,9:45,C3A,62,0.5,0.81%,0.0697,314.159,0.348732495,5,1801.72,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,2,11,5.6,f,BSA.04-02,DK,Low sediment. Low detritus.,cylinder,15.88,,,,,,,,,,
Phyto,4/4/2017,9:45,C3A,62,0.5,0.81%,0.0697,314.159,0.348732495,5,1801.72,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,,50,63,3.7,i,BSA.04-02,DK,Low sediment. Low detritus.,sphere,26.52,,,,,,,,,,
Phyto,4/3/2017,11:40,D28A,58,2,3.45%,0.0697,314.159,0.348732495,5,450.43,99,cf. Bacillaria paxillifer,Diatom,Bacillaria,paxillifer,,1,1,12,i,BSA.04-03,DK,Fragment. Moderate sediment. Low detritus.,box,436.80,,,,,,,,,,
Phyto,4/3/2017,11:40,D28A,58,2,3.45%,0.0697,314.159,0.348732495,5,450.43,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,i,BSA.04-03,DK,Moderate sediment. Low detritus.,cylinder,279.55,,,,,,,,,,
Phyto,4/3/2017,11:40,D28A,58,2,3.45%,0.0697,314.159,0.348732495,5,450.43,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,38,38,2.8,i,BSA.04-03,DK,Moderate sediment. Low detritus.,sphere,11.49,,,,,,,,,,
Phyto,4/3/2017,11:40,D28A,58,2,3.45%,0.0697,314.159,0.348732495,5,450.43,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,3.7,i,BSA.04-03,DK,Moderate sediment. Low detritus.,cylinder + 2 cones,2.64,,,,,,,,,,
Phyto,4/3/2017,11:40,D28A,58,2,3.45%,0.0697,314.159,0.348732495,5,450.43,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,2,2,6.5,i,BSA.04-03,DK,Moderate sediment. Low detritus.,cone + half sphere,112.82,,,,,,,,,,
Phyto,4/3/2017,11:40,D28A,58,2,3.45%,0.0697,314.159,0.348732495,5,450.43,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,,1,1,13,i,BSA.04-03,DK,Moderate sediment. Low detritus.,cone + half sphere,942.40,,,,,,,,,,
Phyto,4/3/2017,11:40,D28A,58,2,3.45%,0.0697,314.159,0.348732495,5,450.43,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,653,1336,0.65,c,BSA.04-03,DK,Moderate sediment. Low detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,4/3/2017,11:40,D28A,58,2,3.45%,0.0697,314.159,0.348732495,5,450.43,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,,64,78,3.7,i,BSA.04-03,DK,Moderate sediment. Low detritus.,sphere,26.52,,,,,,,,,,
Phyto,4/4/2017,9:50,D26,62,1,1.61%,0.0697,314.159,0.348732495,5,900.86,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,i,BSA.04-04,DK,Moderate sediment. Low detritus.,cylinder,197.84,,,,,,,,,,
Phyto,4/4/2017,9:50,D26,62,1,1.61%,0.0697,314.159,0.348732495,5,900.86,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,15,15,1.9,i,BSA.04-04,DK,Moderate sediment. Low detritus.,sphere,3.59,,,,,,,,,,
Phyto,4/4/2017,9:50,D26,62,1,1.61%,0.0697,314.159,0.348732495,5,900.86,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,7,7,5.6,i,BSA.04-04,DK,Moderate sediment. Low detritus.,cylinder + 2 cones,3.85,,,,,,,,,,
Phyto,4/4/2017,9:50,D26,62,1,1.61%,0.0697,314.159,0.348732495,5,900.86,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,525,1068,0.65,c,BSA.04-04,DK,Moderate sediment. Low detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,4/4/2017,9:50,D26,62,1,1.61%,0.0697,314.159,0.348732495,5,900.86,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,,55,71,3.7,i,BSA.04-04,DK,Moderate sediment. Low detritus.,sphere,26.52,,,,,,,,,,
Phyto,4/7/2017,10:10,D41A,61,0.2,0.33%,0.0697,314.159,0.348732495,5,4504.30,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,9.3,i,BSA.04-05,DK,Low sediment and detritus. Sample contains mucilaginous detritus.,cylinder,312.47,,,,,,,,,,
Phyto,4/7/2017,10:10,D41A,61,0.2,0.33%,0.0697,314.159,0.348732495,5,4504.30,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,11,11,3.7,i,BSA.04-05,DK,Low sediment and detritus. Sample contains mucilaginous detritus.,sphere,26.52,,,,,,,,,,
Phyto,4/7/2017,10:10,D41A,61,0.2,0.33%,0.0697,314.159,0.348732495,5,4504.30,1364,cf. Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,7.4,i,BSA.04-05,DK,Low sediment and detritus. Sample contains mucilaginous detritus.,cone + half sphere,172.03,,,,,,,,,,
Phyto,4/7/2017,10:10,D41A,61,0.2,0.33%,0.0697,314.159,0.348732495,5,4504.30,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,402,867,0.65,c,BSA.04-05,DK,Low sediment and detritus. Sample contains mucilaginous detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,4/7/2017,10:10,D41A,61,0.2,0.33%,0.0697,314.159,0.348732495,5,4504.30,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,,90,170,5.6,i,BSA.04-05,DK,Low sediment and detritus. Sample contains mucilaginous detritus.,sphere,91.95,,,,,,,,,,
Phyto,4/5/2017,11:55,D4,62,0.5,0.81%,0.0697,314.159,0.418478994,6,1501.43,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,7.4,i,BSA.04-06,DK,Low sediment. Low detritus.,cylinder,159.13,,,,,,,,,,
Phyto,4/5/2017,11:55,D4,62,0.5,0.81%,0.0697,314.159,0.418478994,6,1501.43,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,14,14,2.8,i,BSA.04-06,DK,Low sediment. Low detritus.,sphere,11.49,,,,,,,,,,
Phyto,4/5/2017,11:55,D4,62,0.5,0.81%,0.0697,314.159,0.418478994,6,1501.43,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,416,858,0.65,c,BSA.04-06,DK,Low sediment. Low detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,4/5/2017,11:55,D4,62,0.5,0.81%,0.0697,314.159,0.418478994,6,1501.43,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,13,1.9,f,BSA.04-06,DK,Low sediment. Low detritus.,cylinder,1.21,,,,,,,,,,
Phyto,4/5/2017,11:55,D4,62,0.5,0.81%,0.0697,314.159,0.418478994,6,1501.43,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,,49,52,4.6,i,BSA.04-06,DK,Low sediment. Low detritus.,sphere,50.96,,,,,,,,,,
Phyto,4/4/2017,12:30,P8,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,9.3,i,BSA.04-07,DK, Obscured by detritus. Low sediment. Low detritus. ,cylinder,312.47,,,,,,,,,,
Phyto,4/4/2017,12:30,P8,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,3,3,10.2,c,BSA.04-07,DK,Low sediment. Low detritus. ,cylinder + 2 half spheres,109.67,,,,,,,,,,
Phyto,4/4/2017,12:30,P8,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,27,27,4.6,i,BSA.04-07,DK,Low sediment. Low detritus. ,sphere,50.96,,,,,,,,,,
Phyto,4/4/2017,12:30,P8,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,4.6,i,BSA.04-07,DK,Low sediment. Low detritus. ,cylinder + 2 cones,3.21,,,,,,,,,,
Phyto,4/4/2017,12:30,P8,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,1,1,5.6,i,BSA.04-07,DK,Low sediment. Low detritus. ,2 cones,10.59,,,,,,,,,,
Phyto,4/4/2017,12:30,P8,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,2,2,5.6,i,BSA.04-07,DK,Low sediment. Low detritus. ,cone + half sphere,83.74,,,,,,,,,,
Phyto,4/4/2017,12:30,P8,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,479,973,0.65,c,BSA.04-07,DK,Low sediment. Low detritus. ,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,4/4/2017,12:30,P8,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,9,1.9,f,BSA.04-07,DK,Low sediment. Low detritus. ,cylinder,1.21,,,,,,,,,,
Phyto,4/4/2017,12:30,P8,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1526,Synechococcus sp.,Soft Body,Synechococcus,sp.,,75,85,5.6,i,BSA.04-07,DK,Low sediment. Low detritus. ,sphere,91.95,,,,,,,,,,
Phyto,4/5/2017,10:15,D8,60,0.5,0.83%,0.0697,314.159,0.348732495,5,1801.72,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,21,21,3.7,i,BSA.04-08,DK,Moderate sediment and low detritus.,sphere,26.52,,,,,,,,,,
Phyto,4/5/2017,10:15,D8,60,0.5,0.83%,0.0697,314.159,0.348732495,5,1801.72,1364,cf. Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,3,3,7.4,i,BSA.04-08,DK,Moderate sediment and low detritus.,cone + half sphere,186.37,,,,,,,,,,
Phyto,4/5/2017,10:15,D8,60,0.5,0.83%,0.0697,314.159,0.348732495,5,1801.72,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,530,1099,0.65,c,BSA.04-08,DK,Moderate sediment and low detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,4/5/2017,10:15,D8,60,0.5,0.83%,0.0697,314.159,0.348732495,5,1801.72,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,3,32,1.9,f,BSA.04-08,DK,Moderate sediment and low detritus.,cylinder,1.21,,,,,,,,,,
Phyto,4/5/2017,10:15,D8,60,0.5,0.83%,0.0697,314.159,0.348732495,5,1801.72,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,,68,79,3.7,i,BSA.04-08,DK,Moderate sediment and low detritus.,sphere,26.52,,,,,,,,,,
Phyto,4/3/2017,9:10,D12,59,0.5,0.85%,0.0697,314.159,0.348732495,5,1801.72,730,Nitzschia palea,Diatom,Nitzschia,palea,,1,1,16.7,i,BSA.04-09,DK,Low sediment. Low detritus.,prism on parallelogram,86.51,,,,,,,,,,
Phyto,4/3/2017,9:10,D12,59,0.5,0.85%,0.0697,314.159,0.348732495,5,1801.72,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,20.4,i,BSA.04-09,DK,Obscured by detritus. Low sediment. Low detritus.,prism on parallelogram,131.38,,,,,,,,,,
Phyto,4/3/2017,9:10,D12,59,0.5,0.85%,0.0697,314.159,0.348732495,5,1801.72,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,10,10,2.8,i,BSA.04-09,DK,Low sediment. Low detritus.,sphere,11.49,,,,,,,,,,
Phyto,4/3/2017,9:10,D12,59,0.5,0.85%,0.0697,314.159,0.348732495,5,1801.72,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,340,715,0.65,c,BSA.04-09,DK,Low sediment. Low detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,4/3/2017,9:10,D12,59,0.5,0.85%,0.0697,314.159,0.348732495,5,1801.72,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,10,1.9,f,BSA.04-09,DK,Low sediment. Low detritus.,cylinder,1.21,,,,,,,,,,
Phyto,4/3/2017,9:10,D12,59,0.5,0.85%,0.0697,314.159,0.348732495,5,1801.72,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,,61,74,3.7,i,BSA.04-09,DK,Low sediment. Low detritus.,sphere,26.52,,,,,,,,,,
Phyto,4/5/2017,14:20,EZ6,57,0.3,0.53%,0.0697,314.159,0.418478994,6,2502.39,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,3.7,i,BSA.04-10,DK,Low detritus.,cylinder,39.78,,,,,,,,,,
Phyto,4/5/2017,14:20,EZ6,57,0.3,0.53%,0.0697,314.159,0.418478994,6,2502.39,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,16,16,3.7,i,BSA.04-10,DK,Low detritus.,sphere,26.52,,,,,,,,,,
Phyto,4/5/2017,14:20,EZ6,57,0.3,0.53%,0.0697,314.159,0.418478994,6,2502.39,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,373,763,0.65,c,BSA.04-10,DK,Low detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,4/5/2017,14:20,EZ6,57,0.3,0.53%,0.0697,314.159,0.418478994,6,2502.39,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,,67,80,4.6,i,BSA.04-10,DK,Low detritus.,sphere,50.96,,,,,,,,,,
Phyto,4/4/2017,8:55,D16,60,1,1.67%,0.0697,314.159,0.348732495,5,900.86,191,Cyclotella spp.,Diatom,Cyclotella,spp.,,5,5,9.3,i,BSA.04-11,DK,Girdle view. High sediment. Moderate detritus. Sample contains mucilagenous detritus.,cylinder,312.47,,,,,,,,,,
Phyto,4/4/2017,8:55,D16,60,1,1.67%,0.0697,314.159,0.348732495,5,900.86,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,23,23,2.8,i,BSA.04-11,DK,High sediment. Moderate detritus. Sample contains mucilagenous detritus.,sphere,11.49,,,,,,,,,,
Phyto,4/4/2017,8:55,D16,60,1,1.67%,0.0697,314.159,0.348732495,5,900.86,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,2,2,4.6,i,BSA.04-11,DK,High sediment. Moderate detritus. Sample contains mucilagenous detritus.,cylinder + 2 cones,3.21,,,,,,,,,,
Phyto,4/4/2017,8:55,D16,60,1,1.67%,0.0697,314.159,0.348732495,5,900.86,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,5,5,11.1,i,BSA.04-11,DK,High sediment. Moderate detritus. Sample contains mucilagenous detritus.,cone + half sphere,538.68,,,,,,,,,,
Phyto,4/4/2017,8:55,D16,60,1,1.67%,0.0697,314.159,0.348732495,5,900.86,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,596,1229,0.65,c,BSA.04-11,DK,High sediment. Moderate detritus. Sample contains mucilagenous detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,4/4/2017,8:55,D16,60,1,1.67%,0.0697,314.159,0.348732495,5,900.86,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,11,1.9,f,BSA.04-11,DK,High sediment. Moderate detritus. Sample contains mucilagenous detritus.,cylinder,1.21,,,,,,,,,,
Phyto,4/4/2017,8:55,D16,60,1,1.67%,0.0697,314.159,0.348732495,5,900.86,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,,82,100,5.6,i,BSA.04-11,DK,High sediment. Moderate detritus. Sample contains mucilagenous detritus.,sphere,91.95,,,,,,,,,,
Phyto,4/5/2017,12:45,D22,61,0.3,0.49%,0.0697,314.159,0.418478994,6,2502.39,40,Achnanthidium exiguum,Diatom,Achnanthidium,exiguum,,1,1,13,i,BSA.04-12,DK,Low sediment and detritus. ,elliptic prism,131.51,,,,,,,,,,
Phyto,4/5/2017,12:45,D22,61,0.3,0.49%,0.0697,314.159,0.418478994,6,2502.39,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,6.5,i,BSA.04-12,DK,Girdle view. Low sediment and detritus. ,cylinder,122.78,,,,,,,,,,
Phyto,4/5/2017,12:45,D22,61,0.3,0.49%,0.0697,314.159,0.418478994,6,2502.39,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,2,2,10.2,i,BSA.04-12,DK,Obscured by detritus. Low sediment and detritus. ,sphere,452.14,,,,,,,,,,
Phyto,4/5/2017,12:45,D22,61,0.3,0.49%,0.0697,314.159,0.418478994,6,2502.39,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,24,24,3.7,i,BSA.04-12,DK,Low sediment and detritus. ,sphere,26.52,,,,,,,,,,
Phyto,4/5/2017,12:45,D22,61,0.3,0.49%,0.0697,314.159,0.418478994,6,2502.39,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,7.4,i,BSA.04-12,DK,Low sediment and detritus. ,cone + half sphere,159.13,,,,,,,,,,
Phyto,4/5/2017,12:45,D22,61,0.3,0.49%,0.0697,314.159,0.418478994,6,2502.39,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,361,743,0.65,c,BSA.04-12,DK,Low sediment and detritus. ,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,4/5/2017,12:45,D22,61,0.3,0.49%,0.0697,314.159,0.418478994,6,2502.39,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,20,1.9,f,BSA.04-12,DK,Low sediment and detritus. ,cylinder,1.21,,,,,,,,,,
Phyto,4/5/2017,12:45,D22,61,0.3,0.49%,0.0697,314.159,0.418478994,6,2502.39,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,,71,82,2.8,i,BSA.04-12,DK,Low sediment and detritus. ,sphere,11.49,,,,,,,,,,
Phyto,4/3/2017,10:30,D19,54,0.6,1.11%,0.0697,314.159,0.348732495,5,1501.43,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,18.5,i,BSA.04-13,DK,Moderate sediment. Low detritus.,cylinder,3494.43,,,,,,,,,,
Phyto,4/3/2017,10:30,D19,54,0.6,1.11%,0.0697,314.159,0.348732495,5,1501.43,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,5,5,2.8,i,BSA.04-13,DK,Moderate sediment. Low detritus.,sphere,11.49,,,,,,,,,,
Phyto,4/3/2017,10:30,D19,54,0.6,1.11%,0.0697,314.159,0.348732495,5,1501.43,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,353,731,0.65,c,BSA.04-13,DK,Moderate sediment. Low detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,4/3/2017,10:30,D19,54,0.6,1.11%,0.0697,314.159,0.348732495,5,1501.43,1867,cf. Cyanophanon sp.,Soft Body,Cyanophanon,sp.,,48,71,1.9,f,BSA.04-13,DK,Moderate sediment. Low detritus.,#N/A,1.21,,,,,,,,,,
Phyto,4/3/2017,10:30,D19,54,0.6,1.11%,0.0697,314.159,0.348732495,5,1501.43,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,8,0.9,f,BSA.04-13,DK,Moderate sediment. Low detritus.,cylinder,0.57,,,,,,,,,,
Phyto,4/3/2017,10:30,D19,54,0.6,1.11%,0.0697,314.159,0.348732495,5,1501.43,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,,42,45,5.6,i,BSA.04-13,DK,Moderate sediment. Low detritus.,sphere,91.95,,,,,,,,,,
Phyto,4/3/2017,11:50,C9,62,1.5,2.42%,0.0697,314.159,0.348732495,5,600.57,191,Cyclotella spp.,Diatom,Cyclotella,spp.,,10,10,8.3,i,BSA.04-14,DK,High sediment. Moderate detritus. Broken diatoms present.,cylinder,302.99,,,,,,,,,,
Phyto,4/3/2017,11:50,C9,62,1.5,2.42%,0.0697,314.159,0.348732495,5,600.57,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,58,58,3.7,i,BSA.04-14,DK,High sediment. Moderate detritus. Broken diatoms present.,sphere,26.52,,,,,,,,,,
Phyto,4/3/2017,11:50,C9,62,1.5,2.42%,0.0697,314.159,0.348732495,5,600.57,1136,Monoraphidium griffithii,Soft Body,Monoraphidium,griffithii,,1,1,46.3,i,BSA.04-14,DK,High sediment. Moderate detritus. Broken diatoms present.,2 cones,190.06,,,,,,,,,,
