MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,8/13/2021,12:15,D28A,58,4,6.90%,0.0683,314.159,0.6147,9,127.77,1402,Aphanocapsa sp.,Soft Body,Aphanocapsa,sp.,,2,106,1,c,BSA.08-02,AB,Poorly preserved. Low sediment and moderate detritus.,sphere,0.52,,,,,,,,,
Phyto,8/13/2021,12:15,D28A,58,4,6.90%,0.0683,314.159,0.6147,9,127.77,1766,Dolichospermum sp.,Soft Body,Dolichospermum,sp.,,10,82,7.4,f,BSA.08-02,AB,Poorly preserved. Low sediment and moderate detritus.,sphere,148.25,,,,,,,,,
Phyto,8/13/2021,12:15,D28A,58,4,6.90%,0.0683,314.159,0.6147,9,127.77,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,350,700,0.8,c,BSA.08-02,AB,Poorly preserved. Low sediment and moderate detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/13/2021,12:15,D28A,58,4,6.90%,0.0683,314.159,0.6147,9,127.77,1477,Microcystis sp.,Soft Body,Microcystis,sp.,,50,66,5,c,BSA.08-02,AB,Poorly preserved. Low sediment and moderate detritus.,sphere,41.63,,,,,,,,,
Phyto,8/13/2021,12:15,D28A,58,4,6.90%,0.0683,314.159,0.6147,9,127.77,2064,Pseudanabaena mucicola,Soft Body,Pseudanabaena,mucicola,,3,7,2,f,BSA.08-02,AB,Poorly preserved. Low sediment and moderate detritus.,cylinder,5.67,,,,,,,,,
Phyto,8/12/2021,9:30,C9,61,3,4.92%,0.0683,314.159,1.0245,15,102.22,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,10.1,i,BSA.08-03,AB,Poorly preserved. Low sediment and detritus.,cylinder,440.65,,,,,,,,,
Phyto,8/12/2021,9:30,C9,61,3,4.92%,0.0683,314.159,1.0245,15,102.22,2065,Mayamaea ingenua,Diatom,Mayamaea,ingenua,,1,1,13,i,BSA.08-03,AB,Poorly preserved. Low sediment and detritus.,elliptic prism,171.53,,,,,,,,,
Phyto,8/12/2021,9:30,C9,61,3,4.92%,0.0683,314.159,1.0245,15,102.22,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,4.5,i,BSA.08-03,AB,Poorly preserved. Low sediment and detritus.,cylinder + 2 cones,17.12,,,,,,,,,
Phyto,8/12/2021,9:30,C9,61,3,4.92%,0.0683,314.159,1.0245,15,102.22,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,2,2,24.1,i,BSA.08-03,AB,Poorly preserved. Low sediment and detritus.,2 cones,21.79,,,,,,,,,
Phyto,8/12/2021,9:30,C9,61,3,4.92%,0.0683,314.159,1.0245,15,102.22,1393,Aphanizomenon sp.,Soft Body,Aphanizomenon,sp.,,2,75,5.6,f,BSA.08-03,AB,Poorly preserved. Low sediment and detritus.,cylinder,60.21,,,,,,,,,
Phyto,8/12/2021,9:30,C9,61,3,4.92%,0.0683,314.159,1.0245,15,102.22,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,391,782,0.8,c,BSA.08-03,AB,Poorly preserved. Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/12/2021,9:30,C9,61,3,4.92%,0.0683,314.159,1.0245,15,102.22,1471,Merismopedia cf. tenuissima,Soft Body,Merismopedia,tenuissima,,3,128,1.9,c,BSA.08-03,AB,Poorly preserved. Low sediment and detritus.,cube,6.86,,,,,,,,,
Phyto,8/12/2021,9:30,C9,61,3,4.92%,0.0683,314.159,1.0245,15,102.22,1477,Microcystis sp.,Soft Body,Microcystis,sp.,,21,23,5.4,c,BSA.08-03,AB,Poorly preserved. Low sediment and detritus.,sphere,57.91,,,,,,,,,
Phyto,8/17/2021,14:45,NZ068,54,4,7.41%,0.0683,314.159,0.8196,12,95.83,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,9.5,i,BSA.08-04,AB,Moderate sediment and low detritus.,cylinder,354.41,,,,,,,,,
Phyto,8/17/2021,14:45,NZ068,54,4,7.41%,0.0683,314.159,0.8196,12,95.83,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,24.1,i,BSA.08-04,AB,Moderate sediment and low detritus.,prism on parallelogram,39.77,,,,,,,,,
Phyto,8/17/2021,14:45,NZ068,54,4,7.41%,0.0683,314.159,0.8196,12,95.83,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,3,3,4,i,BSA.08-04,AB,Moderate sediment and low detritus.,cylinder + 2 cones,12.76,,,,,,,,,
Phyto,8/17/2021,14:45,NZ068,54,4,7.41%,0.0683,314.159,0.8196,12,95.83,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,13,i,BSA.08-04,AB,Moderate sediment and low detritus.,prolate spheroid,551.35,,,,,,,,,
Phyto,8/17/2021,14:45,NZ068,54,4,7.41%,0.0683,314.159,0.8196,12,95.83,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,7.4,i,BSA.08-04,AB,Moderate sediment and low detritus.,cone + half sphere,159.13,,,,,,,,,
Phyto,8/17/2021,14:45,NZ068,54,4,7.41%,0.0683,314.159,0.8196,12,95.83,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,10,10,9.5,i,BSA.08-04,AB,Moderate sediment and low detritus.,cone + half sphere,152.00,,,,,,,,,
Phyto,8/17/2021,14:45,NZ068,54,4,7.41%,0.0683,314.159,0.8196,12,95.83,1393,Aphanizomenon sp.,Soft Body,Aphanizomenon,sp.,,1,32,5.6,f,BSA.08-04,AB,Moderate sediment and low detritus.,cylinder,60.21,,,,,,,,,
Phyto,8/17/2021,14:45,NZ068,54,4,7.41%,0.0683,314.159,0.8196,12,95.83,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,389,780,0.8,c,BSA.08-04,AB,Moderate sediment and low detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/17/2021,14:45,NZ068,54,4,7.41%,0.0683,314.159,0.8196,12,95.83,1477,Microcystis sp.,Soft Body,Microcystis,sp.,,7,11,5.5,c,BSA.08-04,AB,Moderate sediment and low detritus.,sphere,50.96,,,,,,,,,
Phyto,8/16/2021,10:45,D26,62,4,6.45%,0.0683,314.159,0.8879,13,88.46,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,3,3,18.5,i,BSA.08-05,CB,,elliptic prism,508.30,,,,,,,,,
Phyto,8/16/2021,10:45,D26,62,4,6.45%,0.0683,314.159,0.8879,13,88.46,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,13,13,11.1,i,BSA.08-05,CB,,cylinder,159.13,,,,,,,,,
Phyto,8/16/2021,10:45,D26,62,4,6.45%,0.0683,314.159,0.8879,13,88.46,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,20.4,i,BSA.08-05,CB,,elliptic prism,112.64,,,,,,,,,
Phyto,8/16/2021,10:45,D26,62,4,6.45%,0.0683,314.159,0.8879,13,88.46,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,14.8,i,BSA.08-05,CB,,prism on parallelogram,52.02,,,,,,,,,
Phyto,8/16/2021,10:45,D26,62,4,6.45%,0.0683,314.159,0.8879,13,88.46,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,4,7.4,c,BSA.08-05,CB,,prolate spheroid,13.99,,,,,,,,,
Phyto,8/16/2021,10:45,D26,62,4,6.45%,0.0683,314.159,0.8879,13,88.46,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,6,6,7.4,i,BSA.08-05,CB,,cone + half sphere,92.36,,,,,,,,,
Phyto,8/16/2021,10:45,D26,62,4,6.45%,0.0683,314.159,0.8879,13,88.46,1393,Aphanizomenon sp.,Soft Body,Aphanizomenon,sp.,,4,59,5.6,f,BSA.08-05,CB,,cylinder,60.21,,,,,,,,,
Phyto,8/16/2021,10:45,D26,62,4,6.45%,0.0683,314.159,0.8879,13,88.46,1766,Dolichospermum sp.,Soft Body,Dolichospermum,sp.,,35,376,5.6,f,BSA.08-05,CB,,sphere,32.71,,,,,,,,,
Phyto,8/16/2021,10:45,D26,62,4,6.45%,0.0683,314.159,0.8879,13,88.46,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,273,546,0.8,c,BSA.08-05,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/16/2021,10:45,D26,62,4,6.45%,0.0683,314.159,0.8879,13,88.46,1756,Eucapsis sp.,Soft Body,Eucapsis,sp.,,3,12,1.9,c,BSA.08-05,CB,,sphere,3.59,,,,,,,,,
Phyto,8/16/2021,10:45,D26,62,4,6.45%,0.0683,314.159,0.8879,13,88.46,1477,Microcystis sp.,Soft Body,Microcystis,sp.,,63,63,3.7,i,BSA.08-05,CB,,sphere,26.52,,,,,,,,,
Phyto,8/16/2021,10:45,D26,62,4,6.45%,0.0683,314.159,0.8879,13,88.46,1485,Oscillatoria sp.,Soft Body,Oscillatoria,sp.,,3,128,9.3,c,BSA.08-05,CB,,cylinder,229.06,,,,,,,,,
Phyto,8/16/2021,10:45,D26,62,4,6.45%,0.0683,314.159,0.8879,13,88.46,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,3,14,1.9,f,BSA.08-05,CB,,cylinder,5.39,,,,,,,,,
Phyto,8/17/2021,13:20,D22,56,3,5.36%,0.0683,314.159,1.1611,17,90.19,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,11.1,i,BSA.08-06,AB,Low sediment and detritus.,cylinder,541.91,,,,,,,,,
Phyto,8/17/2021,13:20,D22,56,3,5.36%,0.0683,314.159,1.1611,17,90.19,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,4,i,BSA.08-06,AB,Low sediment and detritus.,cylinder + 2 cones,15.39,,,,,,,,,
Phyto,8/17/2021,13:20,D22,56,3,5.36%,0.0683,314.159,1.1611,17,90.19,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,2,2,8,i,BSA.08-06,AB,Low sediment and detritus.,cone + half sphere,194.03,,,,,,,,,
Phyto,8/17/2021,13:20,D22,56,3,5.36%,0.0683,314.159,1.1611,17,90.19,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,433,872,0.8,c,BSA.08-06,AB,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/17/2021,13:20,D22,56,3,5.36%,0.0683,314.159,1.1611,17,90.19,1477,Microcystis sp.,Soft Body,Microcystis,sp.,,2,4,4.2,c,BSA.08-06,AB,Low sediment and detritus.,sphere,31.06,,,,,,,,,
Phyto,8/13/2021,7:45,D12,61,4,6.56%,0.0683,314.159,1.1611,17,67.64,2066,cf. Acanthoceras sp.,Diatom,Acanthoceras,sp.,,2,2,20.4,i,BSA.08-07,AB,Low sediment and detritus.,elliptic prism,449.25,,,,,,,,,
Phyto,8/13/2021,7:45,D12,61,4,6.56%,0.0683,314.159,1.1611,17,67.64,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,14.8,i,BSA.08-07,AB,Low sediment and detritus.,prism on parallelogram,44.40,,,,,,,,,
Phyto,8/13/2021,7:45,D12,61,4,6.56%,0.0683,314.159,1.1611,17,67.64,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,22.4,i,BSA.08-07,AB,Low sediment and detritus.,2 cones,26.39,,,,,,,,,
Phyto,8/13/2021,7:45,D12,61,4,6.56%,0.0683,314.159,1.1611,17,67.64,1321,cf. Mallomonas sp.,Soft Body,Mallomonas,sp.,,1,1,9,i,BSA.08-07,AB,Low sediment and detritus.,prolate spheroid,29.45,,,,,,,,,
Phyto,8/13/2021,7:45,D12,61,4,6.56%,0.0683,314.159,1.1611,17,67.64,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,15.5,i,BSA.08-07,AB,Low sediment and detritus.,prolate spheroid,444.42,,,,,,,,,
Phyto,8/13/2021,7:45,D12,61,4,6.56%,0.0683,314.159,1.1611,17,67.64,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,5,5,10.1,i,BSA.08-07,AB,Low sediment and detritus.,cone + half sphere,212.99,,,,,,,,,
Phyto,8/13/2021,7:45,D12,61,4,6.56%,0.0683,314.159,1.1611,17,67.64,1393,Aphanizomenon sp.,Soft Body,Aphanizomenon,sp.,,1,43,5.6,f,BSA.08-07,AB,Low sediment and detritus.,cylinder,60.21,,,,,,,,,
Phyto,8/13/2021,7:45,D12,61,4,6.56%,0.0683,314.159,1.1611,17,67.64,1766,Dolichospermum sp.,Soft Body,Dolichospermum,sp.,,1,1,7,f,BSA.08-07,AB,Low sediment and detritus.,sphere,179.59,,,,,,,,,
Phyto,8/13/2021,7:45,D12,61,4,6.56%,0.0683,314.159,1.1611,17,67.64,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,384,774,0.8,c,BSA.08-07,AB,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/13/2021,7:45,D12,61,4,6.56%,0.0683,314.159,1.1611,17,67.64,1477,Microcystis sp.,Soft Body,Microcystis,sp.,,7,7,4.5,c,BSA.08-07,AB,Low sediment and detritus.,sphere,33.51,,,,,,,,,
Phyto,8/13/2021,11:30,D19,58,4,6.90%,0.0683,314.159,0.7513,11,104.54,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,5,5,22.2,i,BSA.08-08,CB,,elliptic prism,607.03,,,,,,,,,
Phyto,8/13/2021,11:30,D19,58,4,6.90%,0.0683,314.159,0.7513,11,104.54,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,7.4,i,BSA.08-08,CB,,cylinder,109.50,,,,,,,,,
Phyto,8/13/2021,11:30,D19,58,4,6.90%,0.0683,314.159,0.7513,11,104.54,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,4,4,25.9,i,BSA.08-08,CB,,prism on parallelogram,39.37,,,,,,,,,
Phyto,8/13/2021,11:30,D19,58,4,6.90%,0.0683,314.159,0.7513,11,104.54,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,3,3,9.3,i,BSA.08-08,CB,,cylinder + 2 half spheres,86.02,,,,,,,,,
Phyto,8/13/2021,11:30,D19,58,4,6.90%,0.0683,314.159,0.7513,11,104.54,1031,cf. Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,7.4,i,BSA.08-08,CB,,sphere,212.17,,,,,,,,,
Phyto,8/13/2021,11:30,D19,58,4,6.90%,0.0683,314.159,0.7513,11,104.54,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,5,5,9.3,i,BSA.08-08,CB,,2 cones,9.64,,,,,,,,,
Phyto,8/13/2021,11:30,D19,58,4,6.90%,0.0683,314.159,0.7513,11,104.54,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,2,2,13,i,BSA.08-08,CB,,prolate spheroid,372.74,,,,,,,,,
Phyto,8/13/2021,11:30,D19,58,4,6.90%,0.0683,314.159,0.7513,11,104.54,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,11,11,9.3,i,BSA.08-08,CB,,cone + half sphere,223.56,,,,,,,,,
Phyto,8/13/2021,11:30,D19,58,4,6.90%,0.0683,314.159,0.7513,11,104.54,1393,Aphanizomenon sp.,Soft Body,Aphanizomenon,sp.,,7,196,5.6,f,BSA.08-08,CB,,cylinder,44.08,,,,,,,,,
Phyto,8/13/2021,11:30,D19,58,4,6.90%,0.0683,314.159,0.7513,11,104.54,1891,Cyanodictyon sp.,Soft Body,Cyanodictyon,sp.,,1,32,0.8,c,BSA.08-08,CB,,prolate spheroid,0.18,,,,,,,,,
Phyto,8/13/2021,11:30,D19,58,4,6.90%,0.0683,314.159,0.7513,11,104.54,1766,Dolichospermum sp.,Soft Body,Dolichospermum,sp.,,38,484,5.6,f.,BSA.08-08,CB,,sphere,37.99,,,,,,,,,
Phyto,8/13/2021,11:30,D19,58,4,6.90%,0.0683,314.159,0.7513,11,104.54,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,289,578,0.8,c,BSA.08-08,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/13/2021,11:30,D19,58,4,6.90%,0.0683,314.159,0.7513,11,104.54,1477,Microcystis sp.,Soft Body,Microcystis,sp.,,48,48,3.7,c,BSA.08-08,CB,,sphere,24.43,,,,,,,,,
Phyto,8/13/2021,11:30,D19,58,4,6.90%,0.0683,314.159,0.7513,11,104.54,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,5,23,3.7,f,BSA.08-08,CB,,cylinder,10.49,,,,,,,,,
Phyto,8/17/2021,12:30,D4,60,3,5.00%,0.0683,314.159,1.2977,19,80.70,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,2,2,4,i,BSA.08-09,AB,,cylinder + 2 cones,11.07,,,,,,,,,
Phyto,8/17/2021,12:30,D4,60,3,5.00%,0.0683,314.159,1.2977,19,80.70,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,412,824,0.8,c,BSA.08-09,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/17/2021,12:30,D4,60,3,5.00%,0.0683,314.159,1.2977,19,80.70,2064,Pseudanabaena cf. mucicola,Soft Body,Pseudanabaena,mucicola,,1,2,2.2,f,BSA.08-09,AB,,cylinder,5.60,,,,,,,,,
Phyto,8/18/2021,13:10,D8,60,4,6.67%,0.0683,314.159,0.8879,13,88.46,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,13.5,i,BSA.08-10,AB,,elliptic prism,148.44,,,,,,,,,
Phyto,8/18/2021,13:10,D8,60,4,6.67%,0.0683,314.159,0.8879,13,88.46,895,cf. Skeletonema sp.,Diatom,Skeletonema,sp.,,1,1,6,i,BSA.08-10,AB,,cylinder + 2 half spheres,18.85,,,,,,,,,
Phyto,8/18/2021,13:10,D8,60,4,6.67%,0.0683,314.159,0.8879,13,88.46,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,14.8,i,BSA.08-10,AB,,prolate spheroid,613.82,,,,,,,,,
Phyto,8/18/2021,13:10,D8,60,4,6.67%,0.0683,314.159,0.8879,13,88.46,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,4,4,10,i,BSA.08-10,AB,,cone + half sphere,214.47,,,,,,,,,
Phyto,8/18/2021,13:10,D8,60,4,6.67%,0.0683,314.159,0.8879,13,88.46,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,400,800,0.8,c,BSA.08-10,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/12/2021,7:30,C3A,57,10,17.54%,0.0683,314.159,1.8441,27,17.04,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,7.4,i,BSA.08-11,AB,,elliptic prism,81.37,,,,,,,,,
Phyto,8/12/2021,7:30,C3A,57,10,17.54%,0.0683,314.159,1.8441,27,17.04,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,7.4,i,BSA.08-11,AB,,cylinder,146.01,,,,,,,,,
Phyto,8/12/2021,7:30,C3A,57,10,17.54%,0.0683,314.159,1.8441,27,17.04,224,Cymbella cf. mexicana,Diatom,Cymbella,mexicana,,1,1,200,i,BSA.08-11,AB,,cymbelloid,100101.55,,,,,,,,,
Phyto,8/12/2021,7:30,C3A,57,10,17.54%,0.0683,314.159,1.8441,27,17.04,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,9.3,i,BSA.08-11,AB,,sphere,266.65,,,,,,,,,
Phyto,8/12/2021,7:30,C3A,57,10,17.54%,0.0683,314.159,1.8441,27,17.04,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,4,4,3,i,BSA.08-11,AB,,sphere,10.31,,,,,,,,,
Phyto,8/12/2021,7:30,C3A,57,10,17.54%,0.0683,314.159,1.8441,27,17.04,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,2,2,5,i,BSA.08-11,AB,,cylinder + 2 cones,15.74,,,,,,,,,
Phyto,8/12/2021,7:30,C3A,57,10,17.54%,0.0683,314.159,1.8441,27,17.04,1248,Sphaerocystis sp.,Soft Body,Sphaerocystis,sp.,,1,8,2.2,c,BSA.08-11,AB,,sphere,4.85,,,,,,,,,
Phyto,8/12/2021,7:30,C3A,57,10,17.54%,0.0683,314.159,1.8441,27,17.04,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,11.1,i,BSA.08-11,AB,,prolate spheroid,371.96,,,,,,,,,
Phyto,8/12/2021,7:30,C3A,57,10,17.54%,0.0683,314.159,1.8441,27,17.04,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,4,4,9.5,i,BSA.08-11,AB,,cone + half sphere,223.64,,,,,,,,,
Phyto,8/12/2021,7:30,C3A,57,10,17.54%,0.0683,314.159,1.8441,27,17.04,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,391,781,0.8,c,BSA.08-11,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/12/2021,7:30,C3A,57,10,17.54%,0.0683,314.159,1.8441,27,17.04,1477,Microcystis sp.,Soft Body,Microcystis,sp.,,1,1,4.5,i,BSA.08-11,AB,,sphere,47.71,,,,,,,,,
Phyto,8/20/2021,11:00,D41A,62,2,3.23%,0.0683,314.159,1.0928,16,143.74,147,cf. Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,38.9,i,BSA.08-12,AB,Moderate detritus.,elliptic prism,1750.63,,,,,,,,,
Phyto,8/20/2021,11:00,D41A,62,2,3.23%,0.0683,314.159,1.0928,16,143.74,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,14,i,BSA.08-12,AB,Moderate detritus.,cylinder,439.47,,,,,,,,,
